Id,Label,Datatype,Enumeration
shortnessofbreath_starttime_1,"Shortness of breath, difficulty breathing or chest discomfort Day Symptoms Started Study Day 1",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
bodyache_starttime_1,Muscle or body aches Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
chills_starttime_1,Chills  Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
abdominalpain_starttime_1,Abdominal pain Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
nosymptoms_starttime_1,How long have you been without symptoms? Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
diarrhea_starttime_1,Diarrhea Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
skinrash_starttime_1,Rash Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetestlocation_1,Was your positive COVID-19 test result from a test you used in this study? Study Day 1,string,
recentpositivetest_1,"In the past 7 days, have you tested positive for COVID-19? Study Day 1",string,
roche_result_1,ROCHE RESULT Study Day 1,string,
orf_gene_1,ORF CT Value Study Day 1,decimal,
ngene_1,N gene CT Value Study Day 1,decimal,
testingdate_1,Testing and Study Date 1,date,
otc_result_2,OTC RESULT Study Day 2,string,
smp_nausea_2,"Feeling sick to your stomach, nausea, vomiting, or diarrhea Study Day 2",boolean,"""1"" =[Checked]"
smp_fever_2,Fever or Chills Study Day 2,boolean,"""1"" =[Checked]"
smp_headache_2,Headache Study Day 2,boolean,"""1"" =[Checked]"
smp_body_aches_2,Muscle or body aches Study Day 2,boolean,"""1"" =[Checked]"
smp_loss_smell_2,New loss of taste or smell Study Day 2,boolean,"""1"" =[Checked]"
smp_rash_2,Rash Study Day 2,boolean,"""1"" =[Checked]"
smp_sob_2,"Shortness of breath, difficulty breathing or chest discomfort Study Day 2",boolean,"""1"" =[Checked]"
smp_other_2,Other Symptoms Study Day 2,boolean,"""1"" =[Checked]"
smp_none_2,No Symptoms Study Day 2,boolean,"""1"" =[Checked]"
smp_abd_pain_2,Abdominal pain Study Day 2,boolean,"""1"" =[Checked]"
smp_runny_nose_2,"Congestion, sore throat, runny nose Study Day 2",boolean,"""1"" =[Checked]"
smp_cough_2,Cough Study Day 2,boolean,"""1"" =[Checked]"
smp_fatigue_2,Fatigue Study Day 2,boolean,"""1"" =[Checked]"
closecontactwhen_2,When were you in close contact with someone who tested positive for COVID-19? Study Day 2,string,
closecontactduration_2,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 2,string,
contactduration_2,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 2,string,
closecontacthousehold_2,Do you live in the same household as the person who tested positive for the COVID-19 virus? Study Day 2,string,
expertreadresult_2,Coordinator Interpretation of OTC Test Study Day 2,string,
nausea_starttime_2,"Feeling sick to your stomach, vomiting Day Symptoms Started Study Day 2",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
cough_starttime_2,Cough Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
fever_starttime_2,Fever  Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
congestion_starttime_2,"Congestion, sore throat, runny nose Day Symptoms Started Study Day 2",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
losssmelltaste_starttime_2,New loss of taste or smell Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
headache_starttime_2,Headache Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
fatigue_starttime_2,Fatigue Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
other_starttime_2,Other Symptoms Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
conjunctivitis_starttime_2,Conjuctivitis  Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
shortnessofbreath_starttime_2,"Shortness of breath, difficulty breathing or chest discomfort Day Symptoms Started Study Day 2",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
bodyache_starttime_2,Muscle or body aches Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
chills_starttime_2,Chills  Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
abdominalpain_starttime_2,Abdominal pain Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
nosymptoms_starttime_2,How long have you been without symptoms? Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
diarrhea_starttime_2,Diarrhea Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
skinrash_starttime_2,Rash Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetestlocation_2,Was your positive COVID-19 test result from a test you used in this study? Study Day 2,string,
recentpositivetest_2,"In the past 7 days, have you tested positive for COVID-19? Study Day 2",string,
roche_result_2,ROCHE RESULT Study Day 2,string,
orf_gene_2,ORF CT Value Study Day 2,decimal,
ngene_2,N gene CT Value Study Day 2,decimal,
testingdate_2,Testing and Study Date 2,date,
otc_result_3,OTC RESULT Study Day 3,string,
smp_nausea_3,"Feeling sick to your stomach, nausea, vomiting, or diarrhea Study Day 3",boolean,"""1"" =[Checked]"
smp_fever_3,Fever or Chills Study Day 3,boolean,"""1"" =[Checked]"
smp_headache_3,Headache Study Day 3,boolean,"""1"" =[Checked]"
smp_body_aches_3,Muscle or body aches Study Day 3,boolean,"""1"" =[Checked]"
smp_loss_smell_3,New loss of taste or smell Study Day 3,boolean,"""1"" =[Checked]"
smp_rash_3,Rash Study Day 3,boolean,"""1"" =[Checked]"
smp_sob_3,"Shortness of breath, difficulty breathing or chest discomfort Study Day 3",boolean,"""1"" =[Checked]"
smp_other_3,Other Symptoms Study Day 3,boolean,"""1"" =[Checked]"
smp_none_3,No Symptoms Study Day 3,boolean,"""1"" =[Checked]"
smp_abd_pain_3,Abdominal pain Study Day 3,boolean,"""1"" =[Checked]"
smp_runny_nose_3,"Congestion, sore throat, runny nose Study Day 3",boolean,"""1"" =[Checked]"
smp_cough_3,Cough Study Day 3,boolean,"""1"" =[Checked]"
smp_fatigue_3,Fatigue Study Day 3,boolean,"""1"" =[Checked]"
closecontactwhen_3,When were you in close contact with someone who tested positive for COVID-19? Study Day 3,string,
closecontactduration_3,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 3,string,
contactduration_3,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 3,string,
closecontacthousehold_3,Do you live in the same household as the person who tested positive for the COVID-19 virus? Study Day 3,string,
expertreadresult_3,Coordinator Interpretation of OTC Test Study Day 3,string,
nausea_starttime_3,"Feeling sick to your stomach, vomiting Day Symptoms Started Study Day 3",string,
cough_starttime_3,Cough Day Symptoms Started Study Day 3,string,
fever_starttime_3,Fever  Day Symptoms Started Study Day 3,string,
congestion_starttime_3,"Congestion, sore throat, runny nose Day Symptoms Started Study Day 3",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
losssmelltaste_starttime_3,New loss of taste or smell Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
headache_starttime_3,Headache Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
fatigue_starttime_3,Fatigue Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
other_starttime_3,Other Symptoms Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
conjunctivitis_starttime_3,Conjuctivitis  Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
shortnessofbreath_starttime_3,"Shortness of breath, difficulty breathing or chest discomfort Day Symptoms Started Study Day 3",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
bodyache_starttime_3,Muscle or body aches Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
chills_starttime_3,Chills  Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
abdominalpain_starttime_3,Abdominal pain Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
nosymptoms_starttime_3,How long have you been without symptoms? Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
diarrhea_starttime_3,Diarrhea Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
skinrash_starttime_3,Rash Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetestlocation_3,Was your positive COVID-19 test result from a test you used in this study? Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetest_3,"In the past 7 days, have you tested positive for COVID-19? Study Day 3",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
roche_result_3,ROCHE RESULT Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
orf_gene_3,ORF CT Value Study Day 3,decimal,
ngene_3,N gene CT Value Study Day 3,decimal,
testingdate_3,Testing and Study Date 3,date,
otc_result_4,OTC RESULT Study Day 4,string,
smp_nausea_4,"Feeling sick to your stomach, nausea, vomiting, or diarrhea Study Day 4",boolean,"""1"" =[Checked]"
smp_fever_4,Fever or Chills Study Day 4,boolean,"""1"" =[Checked]"
smp_headache_4,Headache Study Day 4,boolean,"""1"" =[Checked]"
smp_body_aches_4,Muscle or body aches Study Day 4,boolean,"""1"" =[Checked]"
smp_loss_smell_4,New loss of taste or smell Study Day 4,boolean,"""1"" =[Checked]"
smp_rash_4,Rash Study Day 4,boolean,"""1"" =[Checked]"
smp_sob_4,"Shortness of breath, difficulty breathing or chest discomfort Study Day 4",boolean,"""1"" =[Checked]"
smp_other_4,Other Symptoms Study Day 4,boolean,"""1"" =[Checked]"
smp_none_4,No Symptoms Study Day 4,boolean,"""1"" =[Checked]"
smp_abd_pain_4,Abdominal pain Study Day 4,boolean,"""1"" =[Checked]"
smp_runny_nose_4,"Congestion, sore throat, runny nose Study Day 4",boolean,"""1"" =[Checked]"
smp_cough_4,Cough Study Day 4,boolean,"""1"" =[Checked]"
smp_fatigue_4,Fatigue Study Day 4,boolean,"""1"" =[Checked]"
closecontactwhen_4,When were you in close contact with someone who tested positive for COVID-19? Study Day 4,string,
closecontactduration_4,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 4,string,
contactduration_4,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 4,string,
closecontacthousehold_4,Do you live in the same household as the person who tested positive for the COVID-19 virus? Study Day 4,string,
expertreadresult_4,Coordinator Interpretation of OTC Test Study Day 4,string,
nausea_starttime_4,"Feeling sick to your stomach, vomiting Day Symptoms Started Study Day 4",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
cough_starttime_4,Cough Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
fever_starttime_4,Fever  Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
congestion_starttime_4,"Congestion, sore throat, runny nose Day Symptoms Started Study Day 4",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
losssmelltaste_starttime_4,New loss of taste or smell Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
headache_starttime_4,Headache Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
fatigue_starttime_4,Fatigue Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
other_starttime_4,Other Symptoms Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
conjunctivitis_starttime_4,Conjuctivitis  Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
shortnessofbreath_starttime_4,"Shortness of breath, difficulty breathing or chest discomfort Day Symptoms Started Study Day 4",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
bodyache_starttime_4,Muscle or body aches Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
chills_starttime_4,Chills  Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
abdominalpain_starttime_4,Abdominal pain Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
nosymptoms_starttime_4,How long have you been without symptoms? Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
