ID,LABEL,Datatype,Enumeration
cld_bpd,CLD BPD,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]"
sc_anemia,Have you ever been told by a physician or healthcare provider that you have sickle cell anemia?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]"
cond_prev_activity,Do you have any serious physical or mental condition(s) that limit your ability to perform daily activities?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]"
hearing,Are you deaf or do you have serious difficulty hearing?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]"
vision,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]"
memory,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions? (5 years or older)",integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]"
walk_stairs,Do you have serious difficulty walking or climbing stairs? (5 years or older),integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]"
dressing_bathing,Do you have difficulty dressing or bathing? (5 years or older),integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]"
doctor_shopping,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping? (15 years old or older)",integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]"
mental_illness,"Have you ever been told by a physician, psychologist, or healthcare provider that you have any mental illness (for example depression, anxiety, bipolar, schizophrenia, or other)?",integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]"
working,"We would like to know about what you do-are you working now, looking for work, retired, keeping house, a student, or what?",integer,"""1""=[Working Now]|""2""=[Only Temporarily Laid Off, Sick Leave, Or Maternity Leave]|""3""=[Looking For Work, Unemployed]|""4""=[Retired]|""5""=[Disabled, Permanently, Or Temporarily]|""6""=[Keeping House]|""7""=[Student]|""99""=[Other (Specify)]"
alcohol,How often did you have a drink containing alcohol in the past year?,integer,"""0""=[Never]|""1""=[Monthly Or Less]|""2""=[Two To Four Times Per Month]|""3""=[Two To Three Times Per Week]|""4""=[Four Or More Times Per Week]"
alcohol_how_many,How many drinks containing alcohol did you have on a typical day when you were drinking in the past year?,integer,"""1""=[1 Or 2 Drinks]|""2""=[3 Or 4 Drinks]|""3""=[5 Or 6 Drinks]|""4""=[7 To 9 Drinks]|""5""=[10 Or More Drinks]"
alcohol_six_or_more,How often did you have six or more drinks on one occasion in the past years?,integer,"""0""=[Never]|""1""=[Less Than Monthly]|""2""=[Monthly]|""3""=[Weekly]|""4""=[Daily Or Almost Daily]"
education,What is the highest grade or level of school you have completed or the highest degree you have received?,integer,"""1""=[Did Not Finish High School]|""2""=[High School Graduate]|""3""=[Ged Or Equivalent]|""4""=[Some College, No Degree]|""5""=[Associate Degree: Occupational, Technical, Or Vocational Program]|""6""=[Bachelor's Degree (Example: Ba, Ab, Bs, Bba)]|""7""=[Master's Degree (Example: Ma, Ms, Meng, Med, Mba)]|""8""=[Professional School Degree (Example: Md, Dds, Dvm, Jd)]|""9""=[Doctoral Degree (Example: Phd, Edd)]|""77""=[Don't Know]|""88""=[Prefer Not To Answer]"
smoking,"Do you use any tobacco/nicotine products (including cigarettes, cigars, e-cigarettes, etc)?",integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]"
zip,Zipcode-3,string,
education_additional,Please choose the highest level of education you have completed.,integer,"""0""=[Never Attended/Kindergarten Only]|""1""=[1st Grade]|""2""=[2nd Grade]|""3""=[3rd Grade]|""4""=[4th Grade]|""5""=[5th Grade]|""6""=[6th Grade]|""7""=[7th Grade]|""8""=[8th Grade]|""9""=[9th Grade]|""10""=[10th Grade]|""11""=[11th Grade]|""12""=[12th Grade, No Diploma]"
insurance_work,Are you covered by insurance through a current or former employer or union (of yours or another family member's)? This would include extension of employer-based insurance after you left a job (ie. coverage under COBRA).,integer,"""0""=[Not Covered]|""1""=[Covered]|""77""=[Don't Know]"
insurance_direct,"Are you covered by insurance purchased directly from an insurance company (by you or another family member)? This would include coverage purchased through an exchange or marketplace, such as HealthCare dot gov.",integer,"""0""=[Not Covered]|""1""=[Covered]|""77""=[Don't Know]"
medicare,"Are you covered by medicare, for people 65 and older, or people with certain disabilities?",integer,"""0""=[Not Covered]|""1""=[Covered]|""77""=[Don't Know]"
medicaid,"Are you covered by medicaid, Medical Assistance (MA), the Children's Health Insurance Program (CHIP), or any kind of state or government-sponsored assistance plan based on income or a disability? Sometimes different states have specific names for their med",integer,"""0""=[Not Covered]|""1""=[Covered]|""77""=[Don't Know]"
tricare,"Are you covered by TRICARE, Veterans Affairs (VA) healthcare or other military healthcare or health insurance?",integer,"""0""=[Not Covered]|""1""=[Covered]|""77""=[Don't Know]"
indian_health,Are you covered by Indian Health Service?,integer,"""0""=[Not Covered]|""1""=[Covered]|""77""=[Don't Know]"
insurance_not_covered,"Does this mean you currently have no health insurance or health coverage plan? In answering this question, please exclude plans that pay for only one type of service (such as, nursing home care, accidents, family planning, or dental care) and plans that on",integer,"""0""=[I Do Not Have Health Insurance]|""1""=[I Have Some Kind Of Health Insurance]"
weight,What is your weight (in pounds)?,decimal,
insurance_any,Are you covered by any other type of health insurance coverage or health coverage plan not listed in previous questions?,integer,"""0""=[Not Covered]|""1""=[Covered]|""77""=[Don't Know]"
alcohol_often,How often did you have a drink containing alcohol in the past year?,integer,"""0""=[Never]|""1""=[Monthly Or Less]|""2""=[Two To Four Times Per Month]|""3""=[Two To Three Times Per Week]|""4""=[Four Or More Times Per Week]"
gender_additional,Are any of these a closer description of your gender identity?,integer,"""1""=[Trans Man/Transgender Man/Ftm]|""2""=[Trans Woman/Transgender Woman/Mtf]|""3""=[Genderqueer]|""4""=[Genderfluid]|""5""=[Gender Variant]|""77""=[Questioning Or Unsure Of Your Gender Identity]|""99""=[None Of These Describe Me, And I Want To Specify]"
pregnancy,Are you currently pregnant?,integer,"""0""=[No Or I Am Male]|""1""=[Yes]|""77""=[Don't Know]|""88""=[Prefer Not To Answer]"
height_ft,What is your height in ft-in (feet)?,decimal,
height_in,What is your height in ft-in (inches)?,decimal,
smoking_amount,About how much do you smoke CIGARETTES?,integer,"""0""=[Not At All]|""1""=[Some Days]|""2""=[Every Day]|""77""=[Don't Know]|""88""=[Prefer Not To Answer]"
smoking_ecig,About how much do you use E-CIGARETTES (eg. vaping tobacco)?,integer,"""0""=[Not At All]|""1""=[Some Days]|""2""=[Every Day]|""77""=[Don't Know]|""88""=[Prefer Not To Answer]"
