Id,Label,Terms,Datatype,pattern,Unit,Enumeration,Additional Missing Value Codes
covid_childcare___2,How has the COVID-19 outbreak affected your regular childcare/supervision of school aged children (K-12)?,,bit,,,"""0""=[I had to pay more for childcare/supervision] |""1""=[I had to pay more for childcare/supervision] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_childcare___3,How has the COVID-19 outbreak affected your regular childcare/supervision of school aged children (K-12)?,,bit,,,"""0""=[My co-parent or I no longer needed childcare] |""1""=[My co-parent or I no longer needed childcare] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_childcare___4,How has the COVID-19 outbreak affected your regular childcare/supervision of school aged children (K-12)?,,bit,,,"""0""=[My co-parent or I had to change our work schedule or quit our job to care for our children] |""1""=[My co-parent or I had to change our work schedule or quit our job to care for our children] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_childcare___5,How has the COVID-19 outbreak affected your regular childcare/supervision of school aged children (K-12)?,,bit,,,"""0""=[My regular childcare/supervision was not affected by the COVID-19 outbreak] |""1""=[My regular childcare/supervision was not affected by the COVID-19 outbreak] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_childcare___6,How has the COVID-19 outbreak affected your regular childcare/supervision of school aged children (K-12)?,,bit,,,"""0""=[I do not have a school-age child who needed regular supervision] |""1""=[I do not have a school-age child who needed regular supervision] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_childcare___99,How has the COVID-19 outbreak affected your regular childcare/supervision of school aged children (K-12)?,,bit,,,"""0""=[Prefer not to answer] |""1""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_had,Have you had COVID?,,int,,,"""0""=[No] |""1""=[Yes] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_iso_chal___1,"If you needed to isolate due to a positive test or illness, what challenges do you face?",,bit,,,"""0""=[There are other people in my household] |""1""=[There are other people in my household] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_iso_chal___2,"If you needed to isolate due to a positive test or illness, what challenges do you face?",,bit,,,"""0""=[There are children in my household] |""1""=[There are children in my household] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_iso_chal___3,"If you needed to isolate due to a positive test or illness, what challenges do you face?",,bit,,,"""0""=[There are older adults in my household] |""1""=[There are older adults in my household] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_iso_chal___4,"If you needed to isolate due to a positive test or illness, what challenges do you face?",,bit,,,"""0""=[I don’t have a good place where I could isolate] |""1""=[I don’t have a good place where I could isolate] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_iso_chal___5,"If you needed to isolate due to a positive test or illness, what challenges do you face?",,bit,,,"""0""=[No one to help me if I am sick] |""1""=[No one to help me if I am sick] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_iso_chal___6,"If you needed to isolate due to a positive test or illness, what challenges do you face?",,bit,,,"""0""=[Lost income or wages] |""1""=[Lost income or wages] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_iso_chal___7,"If you needed to isolate due to a positive test or illness, what challenges do you face?",,bit,,,"""0""=[People might blame me or treat me badly] |""1""=[People might blame me or treat me badly] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_iso_chal___8,"If you needed to isolate due to a positive test or illness, what challenges do you face?",,bit,,,"""0""=[Other] |""1""=[Other] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_iso_chal___9,"If you needed to isolate due to a positive test or illness, what challenges do you face?",,bit,,,"""0""=[None of the above] |""1""=[None of the above] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_iso_chal___98,"If you needed to isolate due to a positive test or illness, what challenges do you face?",,bit,,,"""0""=[Don’t know] |""1""=[Don’t know] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_pandemic_challenges_abod_2,Having a place to stay/live,,int,,,"""0""=[No, not a challenge] |""1""=[Yes, a minor challenge] |""2""=[Yes, this is a major challenge] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_pandemic_challenges_food_2,Getting enough food to eat,,int,,,"""0""=[No, not a challenge] |""1""=[Yes, a minor challenge] |""2""=[Yes, this is a major challenge] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_pandemic_challenges_wate_2,Having clean water to drink,,int,,,"""0""=[No, not a challenge] |""1""=[Yes, a minor challenge] |""2""=[Yes, this is a major challenge] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_protect___1,"To the best of your knowledge, which of the following can protect you and your family from COVID-19? (Mark all that apply)",,bit,,,"""0""=[Standing 6 feet from another person] |""1""=[Standing 6 feet from another person] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_protect___2,"To the best of your knowledge, which of the following can protect you and your family from COVID-19? (Mark all that apply)",,bit,,,"""0""=[Wearing a face mask] |""1""=[Wearing a face mask] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_protect___3,"To the best of your knowledge, which of the following can protect you and your family from COVID-19? (Mark all that apply)",,bit,,,"""0""=[Working from home] |""1""=[Working from home] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_protect___4,"To the best of your knowledge, which of the following can protect you and your family from COVID-19? (Mark all that apply)",,bit,,,"""0""=[Distance learning (or taking school classes over the computer or remotely)] |""1""=[Distance learning (or taking school classes over the computer or remotely)] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_protect___5,"To the best of your knowledge, which of the following can protect you and your family from COVID-19? (Mark all that apply)",,bit,,,"""0""=[Vaccination for COVID-19] |""1""=[Vaccination for COVID-19] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_protect___99,"To the best of your knowledge, which of the following can protect you and your family from COVID-19? (Mark all that apply)",,bit,,,"""0""=[Prefer not to answer] |""1""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_pto,Does your employer offer paid time off if you test positive?,,int,,,"""0""=[No] |""1""=[Yes] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_test_date_mdy,Date of COVID Test Information Collection,,date,,,,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_tst_reas,Why were you tested? (Select the primary reason for your latest test.),,int,,,"""1""=[Required for work] |""2""=[I had symptoms] |""3""=[I had contact with someone who tested positive or was sick] |""4""=[I had no symptoms, but wanted to know if I was infected] |""5""=[Other] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
covid_vaccine,Have you received a COVID-19 vaccine?,,int,,,"""0""=[No] |""1""=[Yes] |""98""=[Prefer not to answer] |""99""=[Don't know] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
cyberbully_others,"Since the coronavirus, I have seen a lot more cyberbullying of people of my race/ethnicity.",,int,,,"""1""=[Strongly disagree] |""2""=[Somewhat disagree] |""3""=[Neutral] |""4""=[Somewhat agree] |""5""=[Strongly Agree] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
cyberbully_self,"Due to the coronavirus, I have been cyberbullied because of my race/ethnicity.",,int,,,"""1""=[Strongly disagree] |""2""=[Somewhat disagree] |""3""=[Neutral] |""4""=[Somewhat agree] |""5""=[Strongly Agree] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
cyberbully_socialmedia,Negative social media posts against people of my race/ethnicity have increased because of the coronavirus.,,int,,,"""1""=[Strongly disagree] |""2""=[Somewhat disagree] |""3""=[Neutral] |""4""=[Somewhat agree] |""5""=[Strongly Agree] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
discrimination_ethnicity,"(13+) During your life, how often have you felt that you were treated badly or unfairly because of your race or ethnicity?",,int,,,"""1""=[Never] |""2""=[Rarely] |""3""=[Sometimes] |""4""=[Most of the time] |""5""=[Always] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
dob_mdy,Date of Birth,,date,,,,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
eligible_plans,Which of the following applies to your plans about the COVID vaccine for your child(ren)?,,int,,,"""1""=[My child(ren) is/are already vaccinated] |""2""=[I plan on getting the COVID vaccine for my child(ren) as soon as it is available] |""3""=[I plan on getting the COVID vaccine for my child(ren) eventually] |""4""=[I do not plan on getting the COVID vaccine for my child(ren)] |""5""=[I am unsure] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
employed_ew,"Are you considered an essential worker? An essential worker is someone who was required to go to work even when stay at home orders were in place ",,int,,,"""0""=[No] |""1""=[Yes] |""98""=[Unknown] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
employed_healthcare_2,"Would any of these describe where you work? If you work multiple jobs, select the closest match to your main job.",,int,,,"""0""=[No] |""1""=[Nursing care facilities] |""10""=[Construction] |""2""=[Visiting nurse or home health aide service] |""3""=[Building cleaning services] |""4""=[Public transportation] |""5""=[Corrections facility] |""6""=[EMT or paramedic services] |""7""=[Meat packing farm facility] |""8""=[Agriculture and food production facility] |""9""=[Grocery store] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
ethnicity_assumecovid,I worry about people thinking I have the coronavirus simply because of my race/ethnicity.,,int,,,"""1""=[Strongly disagree] |""2""=[Somewhat disagree] |""3""=[Neutral] |""4""=[Somewhat agree] |""5""=[Strongly Agree] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
ethnicity_covidlikely,People of my race/ethnicity are more likely to get the coronavirus.,,int,,,"""1""=[Strongly disagree] |""2""=[Somewhat disagree] |""3""=[Neutral] |""4""=[Somewhat agree] |""5""=[Strongly Agree] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
ethnicity_dangerous,(13+) I believe the country has become more dangerous for people in my racial/ethnic group because of fear of the coronavirus.,,int,,,"""1""=[Strongly disagree] |""2""=[Somewhat disagree] |""3""=[Neutral] |""4""=[Somewhat agree] |""5""=[Strongly Agree] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
ethnicity_healthunequal,People of my race/ethnicity will not receive coronavirus healthcare as good as the care received by other groups.,,int,,,"""1""=[Strongly disagree] |""2""=[Somewhat disagree] |""3""=[Neutral] |""4""=[Somewhat agree] |""5""=[Strongly Agree] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
ethnicity_jobloss,People of my race/ethnicity are more likely to lose their job because of the coronavirus.,,int,,,"""1""=[Strongly disagree] |""2""=[Somewhat disagree] |""3""=[Neutral] |""4""=[Somewhat agree] |""5""=[Strongly Agree] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
