Id,Label,Datatype,Enumeration
elig_smp_loss_smell,New loss of taste or smell at Eligibility Screen,integer,
elig_smp_other,Other Symptoms at Eligiblity Screen,integer,
vaccinated,Vaccination status at Baseline,integer,"""0"" =[Unvaccinated]|""1"" =[Vaccinated]"
devicenum,RADx Device Number,string,
vaccinerecorddose3company_elig,Which companys vaccine did you receive as your third dose? Eligibility Screen,string,
vaccinerecorddoses_elig,How many vaccine doses have you recieved? Eligibility Screen,integer,
vaccinerecorddose4company_elig,Which companys vaccine did you receive as your fourth dose? Eligibility Screen,string,
vaccinerecord_elig,Have you ever received a COVID-19 vaccine?,string,
vaccinerecorddose1date_elig,Date of first COVID-19 Vaccine Eligibility Screen,date,
vaccinerecorddose2company_elig,Which companys vaccine did you receive as your second dose? Eligibility Screen,string,
vaccinerecorddose3date_elig,Date of third COVID-19 Vaccine Eligibility Screen,date,
vaccinerecorddose2date_elig,Date of second COVID-19 Vaccine Eligibility Screen,date,
vaccineintent_elig,Do you intend to receive a vaccine for COVID-19? Eligibility Screen,string,
vaccinerecorddose1company_elig,Which companys vaccine did you receive as your first dose? Eligibility Screen,string,
setparticipanttype,Type of Participant (Adult or Child),string,
vaccinerecorddose4date_elig,Date of fourth COVID-19 Vaccine Eligibility Screen,date,
hearabout,How did you find out about this study?,string,
useful_signup,How useful were The instructions to sign up for the study (scale 1-5),integer,
useful_alerts,How useful were The Alerts from the app for study activities (scale 1-5),integer,
useful_appinstructions,How useful were The instructions within the app for completing the study activities (scale 1-5),integer,
useful_textmessages,How useful were The text messages from study staff reminding you to do study activities (scale 1-5),integer,
useful_support,How useful was live support from the study staff through the hotline (scale 1-5),integer,
useful_phonecalls,How useful were The phone calls from study staff reminding you to do study activities (scale 1-5),integer,
useful_testshipment,How useful were The experience of receiving tests delivered to your home (scale 1-5),integer,
enrollmentdt,Enrollment Date,date,
otc_result,OTC RESULT Study Day 1,string,
smp_nausea,"Feeling sick to your stomach, nausea, vomiting, or diarrhea Study Day 1",boolean,"""1"" =[Checked]"
smp_fever,Fever or Chills Study Day 1,boolean,"""1"" =[Checked]"
smp_headache,Headache Study Day 1,boolean,"""1"" =[Checked]"
smp_body_aches,Muscle or body aches Study Day 1,boolean,"""1"" =[Checked]"
smp_loss_smell,New loss of taste or smell Study Day 1,boolean,"""1"" =[Checked]"
smp_rash,Rash Study Day 1,boolean,"""1"" =[Checked]"
smp_sob,"Shortness of breath, difficulty breathing or chest discomfort Study Day 1",boolean,"""1"" =[Checked]"
smp_other,Other Symptoms Study Day 1,boolean,"""1"" =[Checked]"
smp_none,No Symptoms Study Day 1,boolean,"""1"" =[Checked]"
smp_abd_pain,Abdominal pain Study Day 1,boolean,"""1"" =[Checked]"
smp_runny_nose,"Congestion, sore throat, runny nose Study Day 1",boolean,"""1"" =[Checked]"
smp_cough,Cough Study Day 1,boolean,"""1"" =[Checked]"
smp_fatigue,Fatigue Study Day 1,boolean,"""1"" =[Checked]"
closecontactwhen,When were you in close contact with someone who tested positive for COVID-19? Study Day 1,string,
closecontactduration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 1,string,
contactduration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 1,string,
closecontacthousehold,Do you live in the same household as the person who tested positive for the COVID-19 virus? Study Day 1,string,
expertreadresult,Coordinator Interpretation of OTC Test Study Day 1,string,
nausea_starttime,"Feeling sick to your stomach, vomiting Day Symptoms Started Study Day 1",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
cough_starttime,Cough Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
fever_starttime,Fever  Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
congestion_starttime,"Congestion, sore throat, runny nose Day Symptoms Started Study Day 1",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
losssmelltaste_starttime,New loss of taste or smell Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
headache_starttime,Headache Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
fatigue_starttime,Fatigue Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
other_starttime,Other Symptoms Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
conjunctivitis_starttime,Conjuctivitis  Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
shortnessofbreath_starttime,"Shortness of breath, difficulty breathing or chest discomfort Day Symptoms Started Study Day 1",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
bodyache_starttime,Muscle or body aches Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
chills_starttime,Chills  Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
abdominalpain_starttime,Abdominal pain Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
nosymptoms_starttime,How long have you been without symptoms? Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
diarrhea_starttime,Diarrhea Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
skinrash_starttime,Rash Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetestlocation,Was your positive COVID-19 test result from a test you used in this study? Study Day 1,string,
recentpositivetest,"In the past 7 days, have you tested positive for COVID-19? Study Day 1",string,
roche_result,ROCHE RESULT Study Day 1,string,
orf_gene,ORF CT Value Study Day 1,decimal,
ngene,N gene CT Value Study Day 1,decimal,
testingdate,Testing and Study Date 1,date,
otc_result,OTC RESULT Study Day 2,string,
smp_nausea,"Feeling sick to your stomach, nausea, vomiting, or diarrhea Study Day 2",boolean,"""1"" =[Checked]"
smp_fever,Fever or Chills Study Day 2,boolean,"""1"" =[Checked]"
smp_headache,Headache Study Day 2,boolean,"""1"" =[Checked]"
smp_body_aches,Muscle or body aches Study Day 2,boolean,"""1"" =[Checked]"
smp_loss_smell,New loss of taste or smell Study Day 2,boolean,"""1"" =[Checked]"
smp_rash,Rash Study Day 2,boolean,"""1"" =[Checked]"
smp_sob,"Shortness of breath, difficulty breathing or chest discomfort Study Day 2",boolean,"""1"" =[Checked]"
smp_other,Other Symptoms Study Day 2,boolean,"""1"" =[Checked]"
smp_none,No Symptoms Study Day 2,boolean,"""1"" =[Checked]"
smp_abd_pain,Abdominal pain Study Day 2,boolean,"""1"" =[Checked]"
smp_runny_nose,"Congestion, sore throat, runny nose Study Day 2",boolean,"""1"" =[Checked]"
smp_cough,Cough Study Day 2,boolean,"""1"" =[Checked]"
smp_fatigue,Fatigue Study Day 2,boolean,"""1"" =[Checked]"
closecontactwhen,When were you in close contact with someone who tested positive for COVID-19? Study Day 2,string,
closecontactduration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 2,string,
contactduration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 2,string,
closecontacthousehold,Do you live in the same household as the person who tested positive for the COVID-19 virus? Study Day 2,string,
expertreadresult,Coordinator Interpretation of OTC Test Study Day 2,string,
nausea_starttime,"Feeling sick to your stomach, vomiting Day Symptoms Started Study Day 2",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
cough_starttime,Cough Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
fever_starttime,Fever  Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
congestion_starttime,"Congestion, sore throat, runny nose Day Symptoms Started Study Day 2",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
losssmelltaste_starttime,New loss of taste or smell Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
headache_starttime,Headache Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
fatigue_starttime,Fatigue Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
other_starttime,Other Symptoms Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
conjunctivitis_starttime,Conjuctivitis  Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
shortnessofbreath_starttime,"Shortness of breath, difficulty breathing or chest discomfort Day Symptoms Started Study Day 2",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
bodyache_starttime,Muscle or body aches Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
chills_starttime,Chills  Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
abdominalpain_starttime,Abdominal pain Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
nosymptoms_starttime,How long have you been without symptoms? Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
diarrhea_starttime,Diarrhea Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
skinrash_starttime,Rash Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetestlocation,Was your positive COVID-19 test result from a test you used in this study? Study Day 2,string,
recentpositivetest,"In the past 7 days, have you tested positive for COVID-19? Study Day 2",string,
roche_result,ROCHE RESULT Study Day 2,string,
orf_gene,ORF CT Value Study Day 2,decimal,
ngene,N gene CT Value Study Day 2,decimal,
testingdate,Testing and Study Date 2,date,
otc_result,OTC RESULT Study Day 3,string,
smp_nausea,"Feeling sick to your stomach, nausea, vomiting, or diarrhea Study Day 3",boolean,"""1"" =[Checked]"
smp_fever,Fever or Chills Study Day 3,boolean,"""1"" =[Checked]"
smp_headache,Headache Study Day 3,boolean,"""1"" =[Checked]"
smp_body_aches,Muscle or body aches Study Day 3,boolean,"""1"" =[Checked]"
smp_loss_smell,New loss of taste or smell Study Day 3,boolean,"""1"" =[Checked]"
smp_rash,Rash Study Day 3,boolean,"""1"" =[Checked]"
smp_sob,"Shortness of breath, difficulty breathing or chest discomfort Study Day 3",boolean,"""1"" =[Checked]"
smp_other,Other Symptoms Study Day 3,boolean,"""1"" =[Checked]"
smp_none,No Symptoms Study Day 3,boolean,"""1"" =[Checked]"
smp_abd_pain,Abdominal pain Study Day 3,boolean,"""1"" =[Checked]"
smp_runny_nose,"Congestion, sore throat, runny nose Study Day 3",boolean,"""1"" =[Checked]"
smp_cough,Cough Study Day 3,boolean,"""1"" =[Checked]"
smp_fatigue,Fatigue Study Day 3,boolean,"""1"" =[Checked]"
closecontactwhen,When were you in close contact with someone who tested positive for COVID-19? Study Day 3,string,
closecontactduration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 3,string,
contactduration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 3,string,
closecontacthousehold,Do you live in the same household as the person who tested positive for the COVID-19 virus? Study Day 3,string,
expertreadresult,Coordinator Interpretation of OTC Test Study Day 3,string,
nausea_starttime,"Feeling sick to your stomach, vomiting Day Symptoms Started Study Day 3",string,
cough_starttime,Cough Day Symptoms Started Study Day 3,string,
fever_starttime,Fever  Day Symptoms Started Study Day 3,string,
congestion_starttime,"Congestion, sore throat, runny nose Day Symptoms Started Study Day 3",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
losssmelltaste_starttime,New loss of taste or smell Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
headache_starttime,Headache Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
fatigue_starttime,Fatigue Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
other_starttime,Other Symptoms Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
conjunctivitis_starttime,Conjuctivitis  Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
shortnessofbreath_starttime,"Shortness of breath, difficulty breathing or chest discomfort Day Symptoms Started Study Day 3",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
bodyache_starttime,Muscle or body aches Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
chills_starttime,Chills  Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
abdominalpain_starttime,Abdominal pain Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
nosymptoms_starttime,How long have you been without symptoms? Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
diarrhea_starttime,Diarrhea Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
skinrash_starttime,Rash Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetestlocation,Was your positive COVID-19 test result from a test you used in this study? Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetest,"In the past 7 days, have you tested positive for COVID-19? Study Day 3",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
roche_result,ROCHE RESULT Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
orf_gene,ORF CT Value Study Day 3,decimal,
ngene,N gene CT Value Study Day 3,decimal,
testingdate,Testing and Study Date 3,date,
otc_result,OTC RESULT Study Day 4,string,
smp_nausea,"Feeling sick to your stomach, nausea, vomiting, or diarrhea Study Day 4",boolean,"""1"" =[Checked]"
smp_fever,Fever or Chills Study Day 4,boolean,"""1"" =[Checked]"
smp_headache,Headache Study Day 4,boolean,"""1"" =[Checked]"
smp_body_aches,Muscle or body aches Study Day 4,boolean,"""1"" =[Checked]"
smp_loss_smell,New loss of taste or smell Study Day 4,boolean,"""1"" =[Checked]"
smp_rash,Rash Study Day 4,boolean,"""1"" =[Checked]"
smp_sob,"Shortness of breath, difficulty breathing or chest discomfort Study Day 4",boolean,"""1"" =[Checked]"
smp_other,Other Symptoms Study Day 4,boolean,"""1"" =[Checked]"
smp_none,No Symptoms Study Day 4,boolean,"""1"" =[Checked]"
smp_abd_pain,Abdominal pain Study Day 4,boolean,"""1"" =[Checked]"
smp_runny_nose,"Congestion, sore throat, runny nose Study Day 4",boolean,"""1"" =[Checked]"
smp_cough,Cough Study Day 4,boolean,"""1"" =[Checked]"
smp_fatigue,Fatigue Study Day 4,boolean,"""1"" =[Checked]"
closecontactwhen,When were you in close contact with someone who tested positive for COVID-19? Study Day 4,string,
closecontactduration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 4,string,
contactduration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 4,string,
closecontacthousehold,Do you live in the same household as the person who tested positive for the COVID-19 virus? Study Day 4,string,
expertreadresult,Coordinator Interpretation of OTC Test Study Day 4,string,
nausea_starttime,"Feeling sick to your stomach, vomiting Day Symptoms Started Study Day 4",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
cough_starttime,Cough Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
fever_starttime,Fever  Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
