Id,Label,Datatype,Enumeration,Additional Missing Value Codes,source_file,source_directory
covid_headache_2,Headache,int,"""0""=[No] |""1""=[Yes] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
covid_myalgia_2,Muscle or body aches,int,"""0""=[No] |""1""=[Yes] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
covid_nausea_2,"Feeling sick to your stomach or vomiting, diarrhea",int,"""0""=[No] |""1""=[Yes] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
covid_olfactory_2,New loss of taste or smell,int,"""0""=[No] |""1""=[Yes] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
covid_runnynose_2,"Sore throat, congestion or runny nose ",int,"""0""=[No] |""1""=[Yes] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
covid_skinrash_2,Skin Rash,int,"""0""=[No] |""1""=[Yes] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
covid_test_collection_setting,Test Collection Setting,int,"""1""=[Clinic] |""2""=[Drive-through] |""3""=[Home] |""4""=[Mobile unit] |""5""=[Lab] |""6""=[Mail-in] |""7""=[Community location (e.g., church, school, community center, etc.)] |""90""=[Other, Specify] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
covid_test_performed_location,Test Performed Location,int,"""1""=[Clinic] |""2""=[Drive-through] |""3""=[Home] |""4""=[Mobile unit] |""5""=[Lab] |""6""=[Mail-in] |""7""=[Community location (e.g., church, school, community center, etc.)] |""90""=[Other, Specify] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
covid_test_specimen_type,Specimen Type,int,"""1""=[Anterior nasal swab] |""2""=[Mid-turbinate nasal swab] |""3""=[Nasopharyngeal swab] |""4""=[Oropharyngeal swab] |""5""=[Nasal lavage] |""6""=[Saliva] |""7""=[Sputum] |""8""=[Whole blood] |""90""=[Other, Specify] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
covid_test_study_setting,Study Setting,int,"""1""=[Community health center] |""2""=[Nursing home or long-term care facility] |""3""=[Prison or correctional facility] |""4""=[Public housing] |""5""=[Rural] |""6""=[Urban] |""7""=[School] |""8""=[In-home] |""90""=[Other, Specify] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
covid_test_type,Test Method Target,int,"""1""=[Antibody] |""2""=[Antigen] |""3""=[Nucleic acid/PCR] |""4""=[Nucleic acid/Isothermal] |""5""=[Molecular/host response] |""6""=[Biochemical marker (eg, pH)] |""90""=[Other, Specify] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
data_source,What is the source of these data?,int,"""1""=[Participant Direct Report] |""2""=[Secondary Medical Record Dataset] |""3""=[Mixed] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
employed_ew,"Are you considered an essential worker? An essential worker is someone who was required to go to work even when stay at home orders were in place ",int,"""0""=[No] |""1""=[Yes] |""98""=[Unknown] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
household_homeless,"Are you currently living in transitional housing, staying in a shelter, or experiencing homelessness?",int,"""0""=[No] |""1""=[Yes] |""98""=[Prefer not to answer] |""99""=[Don't know] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
jobloss_covid19_2,"Have you, or has anyone in your household, experienced a loss of employment income since the start of the COVID-19 pandemic (March 2020)?",int,"""0""=[No] |""1""=[Yes] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
language_english,Do you speak a language other than English at home?,int,"""0""=[No] |""1""=[Yes] |""98""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
language_home___1,What languages are spoken at home?,bit,"""0""=[Spanish] |""1""=[Spanish] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
language_home___2,What languages are spoken at home?,bit,"""0""=[Vietnamese] |""1""=[Vietnamese] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
language_home___3,What languages are spoken at home?,bit,"""0""=[Mandarin] |""1""=[Mandarin] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
language_home___4,What languages are spoken at home?,bit,"""0""=[Cantonese] |""1""=[Cantonese] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
language_home___5,What languages are spoken at home?,bit,"""0""=[Tagalog] |""1""=[Tagalog] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
language_home___6,What languages are spoken at home?,bit,"""0""=[Hawaiian] |""1""=[Hawaiian] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
language_home___7,What languages are spoken at home?,bit,"""0""=[Ilokano] |""1""=[Ilokano] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
language_home___8,What languages are spoken at home?,bit,"""0""=[Navajo] |""1""=[Navajo] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
language_home___90,What languages are spoken at home?,bit,"""0""=[Other] |""1""=[Other] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
race_ethn_race___1,What is your race?Mark one or more boxes AND print origins.,bit,"""0""=[American Indian or Alaska Native] |""1""=[American Indian or Alaska Native] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
race_ethn_race___15,What is your race?Mark one or more boxes AND print origins.,bit,"""0""=[Some other race] |""1""=[Some other race] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
race_ethn_race___2,What is your race?Mark one or more boxes AND print origins.,bit,"""0""=[Black or African American] |""1""=[Black or African American] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
race_ethn_race___3,What is your race?Mark one or more boxes AND print origins.,bit,"""0""=[Asian] |""1""=[Asian] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
race_ethn_race___4,What is your race?Mark one or more boxes AND print origins.,bit,"""0""=[Native Hawaiian or Other Pacific Islander] |""1""=[Native Hawaiian or Other Pacific Islander] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
race_ethn_race___5,What is your race?Mark one or more boxes AND print origins.,bit,"""0""=[White] |""1""=[White] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
race_ethn_race___99,What is your race?Mark one or more boxes AND print origins.,bit,"""0""=[Prefer not to answer] |""1""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
redcap_event_name,REDCap event name used to label longitudinal data,,,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
redcap_repeat_instance,REDcap repeating instance counter for instruments,,,"""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
self_reported_height_coded,How tall are you without shoes? Please choose the units you would like to use for height,int,"""1""=[Feet and inches] |""2""=[Meters and centimeters] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
self_reported_weight_units_2,Please choose the units you would like to use for weight,int,"""1""=[Kilograms] |""2""=[Pounds] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
test_accesseasy_2,It is easy to get tested for COVID-19.,int,"""0""=[Strongly disagree] |""1""=[Disagree] |""2""=[Neither disagree or agree] |""3""=[Agree] |""4""=[Strongly agree] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_avail,"How likely are you to get an approved COVID-19 vaccine when it becomes available? ",int,"""1""=[Very likely] |""2""=[Fairly likely] |""3""=[Not too likely] |""4""=[Not at all likely] |""5""=[Definitely not] |""97""=[Not applicable] |""98""=[Don't know] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_concerns_3___1,"Why would you NOT get a COVID-19 vaccine? ",bit,"""0""=[I'm allergic to vaccines] |""1""=[I'm allergic to vaccines] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_concerns_3___10,"Why would you NOT get a COVID-19 vaccine? ",bit,"""0""=[Other] |""1""=[Other] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_concerns_3___2,"Why would you NOT get a COVID-19 vaccine? ",bit,"""0""=[I don't like needles] |""1""=[I don't like needles] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_concerns_3___3,"Why would you NOT get a COVID-19 vaccine? ",bit,"""0""=[I'm not concerned about getting really sick from COVID-19] |""1""=[I'm not concerned about getting really sick from COVID-19] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_concerns_3___4,"Why would you NOT get a COVID-19 vaccine? ",bit,"""0""=[I'm concerned about side effects from the vaccine] |""1""=[I'm concerned about side effects from the vaccine] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_concerns_3___5,"Why would you NOT get a COVID-19 vaccine? ",bit,"""0""=[I don't think vaccines work very well] |""1""=[I don't think vaccines work very well] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_concerns_3___6,"Why would you NOT get a COVID-19 vaccine? ",bit,"""0""=[I don't trust that the vaccine will be safe] |""1""=[I don't trust that the vaccine will be safe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_concerns_3___7,"Why would you NOT get a COVID-19 vaccine? ",bit,"""0""=[I don't believe the COVID-19 pandemic is as bad as some people say it is] |""1""=[I don't believe the COVID-19 pandemic is as bad as some people say it is] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_concerns_3___8,"Why would you NOT get a COVID-19 vaccine? ",bit,"""0""=[I don't want to pay for it] |""1""=[I don't want to pay for it] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_concerns_3___9,"Why would you NOT get a COVID-19 vaccine? ",bit,"""0""=[I don't know enough about how well a COVID-19 vaccine works] |""1""=[I don't know enough about how well a COVID-19 vaccine works] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_reasons_3___1,Why would you get a COVID-19 vaccine?,bit,"""0""=[I want to keep my family safe] |""1""=[I want to keep my family safe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_reasons_3___2,Why would you get a COVID-19 vaccine?,bit,"""0""=[I want to keep my community safe] |""1""=[I want to keep my community safe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_reasons_3___3,Why would you get a COVID-19 vaccine?,bit,"""0""=[I want to keep myself safe] |""1""=[I want to keep myself safe] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_reasons_3___4,Why would you get a COVID-19 vaccine?,bit,"""0""=[I have a chronic health problem, like asthma or diabetes] |""1""=[I have a chronic health problem, like asthma or diabetes] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
vaccine_reasons_3___5,Why would you get a COVID-19 vaccine?,bit,"""0""=[My doctor told me to get a COVID-19 vaccine] |""1""=[My doctor told me to get a COVID-19 vaccine] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]",20230610_project8_DICT_origcopy_v1.csv,phs002872
