question_id,variable_name,datatype,label,value_constraints,source_file,source_directory,Digest (variable_name|source_file|source_directory)
0.0,symp__no_symp,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Please select all that apply.__I did not experience any flu-like symptoms","[nan, 'I did not experience any flu-like symptoms']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,1c88381dc7cef73097e807c0785952a982d0e8aae2938b8dd17846e9b5caeddb90b91f02bdd89f1fbdd885b38ba80f039c4a5e87588d9ea6f34fa147fdb07918
0.0,symp__other,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Please select all that apply.__Other (please specify)",[],data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,57669b3a9fba5559647b8f612786efce0e9003a34d2ceb529929add287cbc9fff942eddf20cce33608d958b63c10118a98a82a8a1969672c53bcee6e33fe0d26
0.0,symp__cough__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - Today","[nan, 'Today']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,d5b5632d91434e43ec73b8e8099fc1fd471c2b3aca113c5eb8519c9f5d666ed0dd752cc9301656bae99daaa02c4fd789378949c69082ea0aa223a5b8bd3da90d
0.0,symp__cough__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - Yesterday","[nan, 'Yesterday']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,ef2615b42a5a12d366c8d9bc309adbbf11f400451ab746a26b8dc976199319820494675ff2a8a64ded34cbe260a168948501c0fbfa81ed0e37898c0ca274b8a1
0.0,symp__cough__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - 2 days ago","[nan, '2 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,6e43afc152f27578d4b6d2d223185b5da935e57fbed2e599d4e89ec2e0db5c8090ce379ad7444227d80cb81eab52a700e88ad28a0bd050a26fac4f9215c67da4
0.0,symp__cough__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - 3 days ago","['3 days ago', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,22ffb41836fccd8f6ed776afa4a59f11ea9adf674d46c8b59c7907704393f8044114b4510eb151bdafc95c6d0588aeb2112cd6c3b0dcb8da35c915a734538583
0.0,symp__cough__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - 4 days ago","[nan, '4 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,038c11aa87fbaef2affc4308a7385626d23b0283adbbc9b72b09582990ad6f36a54d9ee171003df4d4eb29b3b59ffc18a509d9f4b7557ca3ac000fa09118b78e
0.0,symp__cough__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - 5 days ago","[nan, '5 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,6d27eeb5327a32f0f34343d6d2e98db979c759e22689f02648d5034fe9071a5d48ef29057e9891b112e074f7f9916749d549697d38adb791676b7667e0424a79
0.0,symp__cough__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - 6 days ago","[nan, '6 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,b55340959f3527fd7e087f7a8ad70a53c840bbc413c42470a45e2a9e78619276c1940c486a01dc6a9e7d260c29208a228a325595fc4f16ce0fa18667ca3b2630
0.0,symp__bodyache__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - Today","[nan, 'Today']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,e790e1291aa0ff4364f4ca30651c2087ec617f050661e74052b8362f2fce0ce76ae95a0ed9cb690a0af2919eaae318c52e1cbe17012be97f82eeaecc23bf38fa
0.0,symp__bodyache__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - Yesterday","[nan, 'Yesterday']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,6ac8b906ba2a08b45bd00b8b71988a8e0248795119f90e8cdad8933600e8da1cff3d149061209ffbe0df7965e43ff0c0f0db2deb14cedc7950239787483c0152
0.0,symp__bodyache__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - 2 days ago","[nan, '2 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,93b214ed0b661288028e958a969188a01451d7146cb5a81098eb6760c2f3c7ecc3d6acd08413a82ddc526dc7d7d8a2e158c6014cd18b27c9bfd8ac7f828c7a84
0.0,symp__bodyache__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - 3 days ago","[nan, '3 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,925cd6ec70c446591dcbd4de8ab76afafd21700a0f466b6f2e4c8c6aa65fbacdc9141e83c86dd0ef444f07e874fb06d294dfd784b92d6898d5339d42da87a87d
0.0,symp__bodyache__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - 4 days ago","['4 days ago', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,def9fae52f2642cb3c6dd02944f68a41da831b99db5b28afe35ee0ace119982db95d8ee7de8aafcee3ce2975970172be62cf3941b4f53452b7dc1bf8447eb55d
0.0,symp__bodyache__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - 5 days ago","[nan, '5 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,2e0818cfb3254bfda45f9e88f739b65e086c0afbf2213ecb206a9bd4b84528d532abb4db30e2d9c4844153f247814b0926ff8e4317182a4b3890a02051501c89
0.0,symp__bodyache__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - 6 days ago","[nan, '6 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,8e74d6ab6e0af71e87cc00442e20928a8f28236bfd8757b6173cce76c12e4740790d682c335e932dbe9239844ea1e3c58911c86e6601437af3b19fe4d3c5556a
0.0,symp__fever__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - Today","[nan, 'Today']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,db1757eeb4662a23b384dbf2a0218b3d4b06b261df0582241a801565876457ba1c91f794d5ff2d02912803c24e19891307b4a6688b32fa62a31d806a10e9ac97
0.0,symp__fever__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - Yesterday","[nan, 'Yesterday']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,01c4205144870a33099992c29a3d6339723d80c4f32413407250da4c894a1378154ac6ad3cc499a7c4ba1bba321baf74f1c8bb5f15dd5581454759da3bc4c768
0.0,symp__fever__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - 2 days ago","[nan, '2 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,aaa4b09d2d33dcc3bde99172afe05a20aa65001df3363883df87ea0248df809fac1fb295ee2503851c6d11ee184bd2f36629f1646e3f03246c325c09e373424c
0.0,symp__fever__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - 3 days ago","[nan, '3 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,e62971b2c3c7212f0f1e94e91a46ec5a40fdab034e8939fe1a5e2e4df54d628c3391678b266d9cd7c12dd29d448da8918617b5c0069285b1541a75779d994471
0.0,symp__fever__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - 4 days ago","['4 days ago', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,ae2e76162461343abd0be9d02b175934da8b8f3f9b0ab26eac063ade3558391a0a5f7bb6367a9230ba83e14f37e8aeef1b6382a5642ff99dc43ebdcbfc151a0d
0.0,symp__fever__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - 5 days ago","[nan, '5 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,3130b1dc987be0e5b3462b2affe9ae5498c87c35e83fae55eac0e7336be779a1d4526667b5f7f1d14c7d16d9b1807898a0e7e7397b66fed3ddb36d45ba993377
0.0,symp__fever__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - 6 days ago","[nan, '6 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,a7b61773d72437f0fbadefabc6b09764924702547a4a4a96cabfd595d09e789284a5b910894bf2d9aac16a11e4d31287080d1d7bbddcf4cb511fce7e568ffb87
0.0,symp__chills_shiver__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - Today","[nan, 'Today']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,f77286542cb056f565556c9de7668223df0fb1de555ac760042f44cdc4fd329bbe2ea8f69885457268891834f6cabd56005b0ca3659d878f8739ae99efc13d06
0.0,symp__chills_shiver__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - Yesterday","[nan, 'Yesterday']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,681a0004cdf59a61536778e5f02478c852a40f06f6eef5d19783e3d53aba6785f00f9e3c530390dd74271b877fc05fad8925b2675306cd3711d73193fcd1912b
0.0,symp__chills_shiver__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - 2 days ago","[nan, '2 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,57dc0557bbbd9f9fd88b2a3600f0a144bc96a6ef29707170fbd84eb5d068bfaa47eab6a2532aba7be03379da90c790d5df43412eb5553a91cd4a81bb2c0ce0e1
0.0,symp__chills_shiver__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - 3 days ago","[nan, '3 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,80930a1f7ff36fdd8be9fc96e574b5d032f13e42daf2eda4834bdd6154c6024fe9551025e96a5b972dc18af8592dcc535f43b46f9f1f4b0a8ac08a3a6d9c65af
0.0,symp__chills_shiver__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - 4 days ago","['4 days ago', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,1adf98d4a4888df2748cd8842af3c162d4edf2d2bdff04a4ff79a9553296206ef11f5a00297db19079f4464b49d9aa20743e08203d65d6538b3195e50c6164da
0.0,symp__chills_shiver__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - 5 days ago","[nan, '5 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,3bdb2c8f87befff68a94c831df7b591a02b3a2f305e4c63f4e6d2f67b146f5782b0b3a36c98c191ccfe7ac838483201fa4df1a4dc7495ee8b9bed7e364a8dc04
0.0,symp__chills_shiver__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - 6 days ago","[nan, '6 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,6434b284f856359bb0bf83b7c26960f9240ab35649b6a640c3e9fe6a1c0abd5be6a44031818bfeabd484964566b0e4b5620c4b626330e933d792092f1a980a7a
0.0,symp__sweats__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - Today","[nan, 'Today']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,3cce16fd2d08c4f438cb381e164a12b43d099a0601dd82b9bd9b7e38265c630defa9ed8e37d284836e4b7522f1bffe9c635e0a9d91175089fa1804e89962b7b1
0.0,symp__sweats__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - Yesterday","[nan, 'Yesterday']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,61834909407da524b0227104a841c6fc8b463da871a3908c2548220a883eefb7f319f18f8c7ab8b4a58ad70529e08bfaa05353f899ad3c906152985c2ab044db
0.0,symp__sweats__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - 2 days ago","[nan, '2 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,0a474423a9c12444be1d677f72b46747f101453bb42e8ad6d2f495e0467eb7633553e65f1684a249b966828dd435045dfc48816a18439f755e5cc8e3e07e9c41
0.0,symp__sweats__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - 3 days ago","[nan, '3 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,1081dcea2a275b6ac14fde5cc3dc21e4e1093bdb0daf0bcf94e3e47a88f55dae9c9a23da6bee2e71c62324e0a6af82ed0b0c1357ea895bfb49246b8ead852682
0.0,symp__sweats__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - 4 days ago","['4 days ago', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,407618d84c697eada5884a7ce8598e3262ce53292a72cc3e3481af76a6aff0571ca7871aab31581fb4fbde8f5bff50e9fdec359df83c4b62e490d2f0e55a2041
0.0,symp__sweats__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - 5 days ago","[nan, '5 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,093a4c5182729642bd93a955c018507112b78c1d74bb448d0952a9f2a9eb33de7105ed51bcd4c672b4e077a82035f3c0f5c488c3c68e25350e77121d2d7623de
0.0,symp__sweats__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - 6 days ago","[nan, '6 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,a5d33d1d9dbcb9e25b02167a428f53334ed890b8b7f8460b17a26cecf110c81fc30220ab90b7a1409cb42f36408ed3ad49244db8e38fac25aeb41cd5849871ac
0.0,symp__headache__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - Today","[nan, 'Today']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,d960e4a3728704763359a3595e2cb144bfbe44bec2258b363e9fb98efd21e4014412e64fbea7a45ebdd02f3d358a987c8b76f93c049d3378be6713c02b1c5876
0.0,symp__headache__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - Yesterday","[nan, 'Yesterday']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,75a5e0f2299367533f24ebf66600d64ea2a24d4e452429ac5126d577c0d2f9f392f174014c13e06317f807c4d1bfcbce452c7dc21226590d60d34c4fa6ef2c9f
0.0,symp__headache__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - 2 days ago","[nan, '2 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,2b9e11efd6c1eccdf6d26f03e8ebe1bda16246f76e90d6f75d0d4fcef3935e9bd47de056471ca34371076a9e462325cc38e4f9b135bb5839ff7e999fb5cc209c
0.0,symp__headache__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - 3 days ago","[nan, '3 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,555e9fad8287456369f751d26e0425582656ce46237366773b417de6557e98704e232e0cc8562f5086b286b364237cf9a668cc49fc2f0790712c69c9d7bde1e5
0.0,symp__headache__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - 4 days ago","[nan, '4 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,a97f167f4343a7636e70394c885de87833db89eb2105e5317408a7e403b7e3e9f21e8df55b16ebf30303638be2a6888cf02e1f118aab4e770cae2a8f94258f8d
0.0,symp__headache__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - 5 days ago","['5 days ago', nan]",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,5a5a2d425d9c27c16836b44b250d3b005a3b79d539b71e602b57dd96e2aa449bbe9c702754af3cceeccec9b44c8a7b8a69f09d64d65db3d7b1206bce2068f9a5
0.0,symp__headache__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - 6 days ago","[nan, '6 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,bca84526c45f7e9f32b7d1dbdc659e7052d3dc9fe1905a365831697aea497a1bd0393f93afbad086881565db715127e51cd7f35e582d7d9bc0fe1e8b463b6aa7
0.0,symp__sore_throat__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - Today","[nan, 'Today']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,7e36394e9e86af9cb4edfded55838f62591ceddf6642ada69357c97573e71076579babca438e1a5c9baea4d0caf8f98cfdabc7f0a63f60cb81bfb0ebca8fecaf
0.0,symp__sore_throat__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - Yesterday","[nan, 'Yesterday']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,0d34e9c65353d11bdf7a83a97ed0ef1408581ce75388cf61fb05d1b2ed95f3ef7580a3f1841d53bae77a4fd861eae58dcbd8837ebfc7f7b3ffa8206495ac1e25
0.0,symp__sore_throat__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - 2 days ago","[nan, '2 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,c52491a5dd31f5746370c91e2e72f73c416c6f2de914b8ba14e86644436e1bc4de6e974b77c9d5d462c5b425e07c163e537d0ea0771a89dc0adb5c7ec95fada5
0.0,symp__sore_throat__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - 3 days ago","[nan, '3 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,dddeeeb777bae1e1dfa75cdaf14a051967517b4f56b85448fa77e1a763c76baa92f7c6cf64364e2628142e06bdbf5b7082b3e967ae81ec447f532d5240eb719c
0.0,symp__sore_throat__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - 4 days ago","[nan, '4 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,35297b64ce7491a33451267cadcf30436e85e1c060cbc6caf0d97cff5d240dddca723dfd84b0ddbad8c917d6e406846bf139d866b8f680cdc9220c07ca59fa3e
0.0,symp__sore_throat__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - 5 days ago","[nan, '5 days ago']",data_dictionary.xlsx [LSFS - Flu].csv,RADx-DHT,cb3e3658d632d56732207351725cbb0061b9e691dc04320b51f20c923b78ee1e40ec41c347b37209273d59d388170c490003c300fac0e893c03bf0134a7218a1
