datatype,variable_name,description,value_constraints,source_file,source_directory,Digest (variable_name|source_file|source_directory)
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__fatigue_feeling_weak_or_tired,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Fatigue (feeling weak or tired)","[""""fatigue_feeling_weak_or_tired""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,6b3da3d1b74c13a2740f0594f4007017d28b66ceff7ccb158db635a8138036eb1e0083f25c326521db3200bb9ebafdd3d65311d014bf294cd19b9f34091f9e2c
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__headache,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Headache","[""""headache""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,fe4c3ea9dcd00644efa5a5c6340aa5ddcdd97598ef2dbc20048b13f23e316c01d91575455df77103017ffff6586c4036340a6484338900b8b2a81f0d5a0d9b22
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Nasal congestion (having a stuffy nose) or a runny nose","[""""nasal_congestion_having_a_stuffy_nose_or_a_runny_nose""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,22f276d949f911c2fbd55a28433b0051e8bebb0b6dd205439e21f9b7006eb0f3efce62d86eb73e3b77987142b00fd0990b3508dab8ff643cf385d0879660edc7
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__sneezing,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Sneezing","[""""sneezing""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,9bc942b8f7df4270ff6c3183838d4ebc5be116d24605dd8ceb8dc25cee9f2c68d9058cd349e5abbf3e4f33107ebbe53d6190c6c41bbbe0a62f4b789ae5cbbab6
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__nausea_feeling_like_you_wanted_to_throw_up_and_or_vomiting,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Nausea (feeling like you wanted to throw up) and/or vomiting","[""""nausea_feeling_like_you_wanted_to_throw_up_and_or_vomiting""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,7755777aaac61a9ddf11266f8c0f93c6d47b9e025f095938dda33082fb3983988c501711e2683320e7ba507daeb995933e6d7e10779b83c47df6896289268811
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__diarrhea,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Diarrhea","[""""diarrhea""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,3c7eb3aa851dcb52269ef3bebe426f89487f29c7ded616440b89f7d9287e49774f1e46cf358793e4276e1d59cca9dbac07fc8ecce089c565e80e3f1532a4a4aa
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__abdominal_stomach_or_belly_pain,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Abdominal, stomach, or belly pain","[""""abdominal_stomach_or_belly_pain""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,571cf9a1cab91c0e29e48710f15c392dbee57d099ea3e0307860952737788ae9338afe4c85bbca38be31882b04c839270a6c5ee2dad6e1c3ed1203102d980359
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__rash,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Rash","[""""rash""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,103d39f463513ba1ce60250f3fff5c633e3deecbb353ebdc4c292f6b16c9cb67fa1dc35a6d049a71d9c2ca6a78a172d37d9e884ca2c6a27fe5b2f3a788ad04e9
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__shortness_of_breath_or_difficulty_breathing,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Shortness of breath or difficulty breathing","[""""shortness_of_breath_or_difficulty_breathing""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,2c9fd19b1d1c21a51d9f87e1be55fc109e9b580a69fd9547fc2d92506bad8e807a407f2aae5c8961270c14285495bb2a28a4b6b1d2201fcbcdf7675fc85876f1
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__chest_pain_or_pressure_or_chest_discomfort,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Chest pain or pressure or chest discomfort","[""""chest_pain_or_pressure_or_chest_discomfort""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,c64d10d68b8e3600e42c5222824d3bf2243245c0e3bb5f92e17d6a225bfd900e5884d89f72b629344da5eac8e12f78edd01ed88208764a4b5e3f024bb7c7e3c0
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__new_loss_of_sense_of_smell_or_taste,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | New loss of?sense of smell or taste","[""""new_loss_of_sense_of_smell_or_taste""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,47dc1a4b194099d554f09f0b545b2d44c27c4fa4d33306c9deac96008b6b32849d4b795c493135f22fced84df353c62551caa616701d4dfc87428a348990caa5
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days__other,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, did you have any of the following symptoms? Symptoms could have been mild, moderate, or severe when you experienced them. Please select all that apply. | Other",,survey__weekly_survey_origcopy.csv,RADx-DHT,a7c0a429167a3983b695785270dc56721df7e8179f3515b193a1e9e1f309c468969897147a29a5fb5cdc894b49dee98d49dc987b2042125db13cfd1c4dbf064d
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__fever,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever","[""today"",""yesterday"",""2_days_ago"",""6_days_ago"",""3_days_ago"",""4_days_ago"",""5_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,5dc74956a165f89dfda95b9874e601209927106a7b46f14ab7b61598d38c371527185e6943dfadd1af2753cae8d2fbcb940931164cce24a3f3b9081b7550b0b0
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__feeling_hot_or_feverish_or_having_chills_or_shivering,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering","[""today"",""yesterday"",""6_days_ago"",""2_days_ago"",""3_days_ago"",""4_days_ago"",""5_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,a59b7954131039932fe6c1b83f9a62fcd468cfa413703a678c948c476d4aa9fa514a6662eb658545dec777e47e53834f0fc163c3d7d09eb5406952b662b2bfaf
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__cough,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Cough","[""3_days_ago"",""5_days_ago"",""6_days_ago"",""today"",""yesterday"",""4_days_ago"",""2_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,1f7c54b57449f011840d891fb2cfb268b51a6f3decb905cfa17674a40306015a648abe7bc84f8b94f3e1c71b6d5710151d74293c784afb0250c35351ea388a3b
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__sore_throat,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sore throat","[""today"",""3_days_ago"",""4_days_ago"",""yesterday"",""6_days_ago"",""2_days_ago"",""5_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,db791d8261d5c4402a8e5f7a5533562f5102b00f4f616dabdb9618940e1b57028b3168f8ddf252b151207d4028d47b61fa7a9e553aafdc7d7774cacc30558036
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__muscle_or_body_aches,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Muscle or body aches","[""4_days_ago"",""6_days_ago"",""today"",""yesterday"",""2_days_ago"",""3_days_ago"",""5_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,95818359a072e85bfffe75dfbad38ce84e7e5baf046d070d47d83cf7887ff91ddeb874059dd4a389a9432408ad1f2a7f7288a6eddb313b9cdfc161fd2c47a6f1
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__fatigue_feeling_weak_or_tired,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fatigue (feeling weak or tired)","[""yesterday"",""3_days_ago"",""4_days_ago"",""5_days_ago"",""today"",""2_days_ago"",""6_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,aaa044b9c9a3199ab75f32248e2824045e58aa1ef9457a2fae4c113fc7ea675dae42bba583200d4f1dd445490712054f01cef5140debef2b731cbc7e56ccb16d
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__headache,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Headache","[""today"",""2_days_ago"",""4_days_ago"",""5_days_ago"",""yesterday"",""6_days_ago"",""3_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,7528817bcb34389435f510de601ecb76a57678fd80fe48f588094edd089aa1dff4ba435e29dfadf4366adbe14874644205c1056de614c67279ab4ea1b30191ec
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__nasal_congestion_having_a_stuffy_nose_or_a_runny_nose,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nasal congestion (having a stuffy nose) or a runny nose","[""today"",""4_days_ago"",""2_days_ago"",""5_days_ago"",""6_days_ago"",""yesterday"",""3_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,58bf6cf7d1a1552dea86cda4ff46a49c1052a58a64a1ed8164a0d2325f5c6ba597f18fb11b5f894613de58886f3633b76051a714a65b6d1a80f362332cb5f294
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__sneezing,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Sneezing","[""today"",""yesterday"",""3_days_ago"",""4_days_ago"",""2_days_ago"",""5_days_ago"",""6_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,62929a97821c5fe5cd2b31041a62b921f87f7362404d00ea7bb809dd7c101b390b06f71629585f60e51f761c71d32799d9895f3cd99ce9cbb881a28eaa4b2cdd
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__nausea_feeling_like_you_wanted_to_throw_up_and_or_vomiting,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Nausea (feeling like you wanted to throw up) and/or vomiting","[""5_days_ago"",""6_days_ago"",""today"",""yesterday"",""2_days_ago"",""3_days_ago"",""4_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,420d9b55f9d9af25c6ca399f5e4a6a099b8ddd95251fc58343bce21b9d88ab4b4f7549cc54aab5acb850877ce9e927815170e0a47054bf4d5f5b4b3a72ec5777
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__diarrhea,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Diarrhea","[""6_days_ago"",""4_days_ago"",""today"",""2_days_ago"",""3_days_ago"",""5_days_ago"",""yesterday""]",survey__weekly_survey_origcopy.csv,RADx-DHT,6a7f0dd808a787565e2d0de41736685031411b10a6d542f687dcff2560a9fbef6528ee64ec813dc446d0829afae1fd0c953e5042815b35d414327062caa020cf
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__abdominal_stomach_or_belly_pain,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Abdominal, stomach, or belly pain","[""4_days_ago"",""5_days_ago"",""6_days_ago"",""today"",""yesterday"",""2_days_ago"",""3_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,cbaaa52e9f0007f3ea61d8cc50487c06c88faa19a0ea1f3a144489598b820487c4e5d3f3e44b1c693b98181d1d47d80ec7ad4028fc1c63f7d81a1f37907767ff
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__rash,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Rash","[""yesterday"",""2_days_ago"",""3_days_ago"",""4_days_ago"",""6_days_ago"",""today"",""5_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,0138b8e7122476cfe39b32492db456d93ab97cabfba885730021a900d83ac226be8ea703dc97fc03c4a0b1394f42cc1679b8d4b9861ed74bda701ad3160908b8
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__shortness_of_breath_or_difficulty_breathing,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Shortness of breath or difficulty breathing","[""4_days_ago"",""5_days_ago"",""yesterday"",""today"",""6_days_ago"",""2_days_ago"",""3_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,b7641d743cacbf4d6b1a2cadc2071f03af0ebb3f6e9ce6cc39fe4288e7709b5fa7c08136f78274ec6fd4663ea4f3be44ad1d2781d74ebb3d8c079a9de9db016f
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__chest_pain_or_pressure_or_chest_discomfort,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Chest pain or pressure or chest discomfort","[""today"",""yesterday"",""2_days_ago"",""3_days_ago"",""4_days_ago"",""5_days_ago"",""6_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,ad946335cf2dd940b7007b4d7b1cad9acf612cf54f61d1185df9f557e1d23b10815d60a3ecfe38425a08ea1e3dd6e1b2a7b110f8d586daefc6276711fd5a55c5
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__new_loss_of_sense_of_smell_or_taste,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | New loss of?sense of smell or taste","[""yesterday"",""2_days_ago"",""5_days_ago"",""today"",""4_days_ago"",""6_days_ago"",""3_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,f7bc7fd3a41f3b252880f8d98922103c2dac6918ae00cc39e4b8ce91e7fefff2d584db6e984794485ed5c589c1874bcba9fa80909b112e2b8fd1c445b3b0d18b
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days2__insert_text_from_other,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | [Insert text from Other]","[""3_days_ago"",""2_days_ago"",""4_days_ago"",""5_days_ago"",""today"",""yesterday"",""6_days_ago""]",survey__weekly_survey_origcopy.csv,RADx-DHT,daf96b88962a1b0c3694e849eb606bd3622100f9e7791a920daa3423df901f238de421748c8f7a0414c1aec2748191c07890e7b341d994a26145ac1841f61137
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | Today","[""""today""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,e85eb9f850406c5ff8f0e4b851256adfcf4f91965e81b30f059af0f87ec5cd04a51d93e9d0e2e041bc2ee29f88b0623adaf5733c7a498bfb8ebbd3e22850f2a3
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__yesterday,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | Yesterday","[""""yesterday""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,76675e4992a7ae89adbf0e0a43fa88baab66ca474f08b5e200b58ba743febfb122299583a862c5e43cd56d7673134662d40c97a6e5cbb1727f732873adface51
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__2_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 2 days ago","[""""2_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,1227a265e824f5eda62f472d5f1db540606d56e8d648bcd8db5d3abaebc5bc83b543b4cabf94e7bce13377be61e85746f6a0c1cd5650e1abe3e9d50ab4518bc3
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__3_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 3 days ago","[""""3_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,92649e598bbfdf90ce2acbf4a451e653045abbaccad5cfe0449977ff277a02a3e197d32c0a56ce80a82c4bc6d53dc53c032a57bc990b59453916d10080d4cacd
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__4_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 4 days ago","[""""4_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,1bbeee743296005ece28ccaa2f60434ff173b3fffcc1e63b73802983e5cee10fb62d681ca3dff7288e9f4f7b2a9249534023393c051b0d7c69961786d867951a
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__5_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 5 days ago","[""""5_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,b71df5bb80b0370ba71b8504ac74a8db42415fd98787f727368711b801d07189c6eeb2545927280591796efe307e67c914515f81eb35decb4e2d1db2781f5c2c
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__fever__6_days_ago,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Fever | 6 days ago","[""""6_days_ago""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,bf0b3cd4e08f457858549fc64ded19135c701ab80ce9788684fe01989c7c7ee129e1ae64056bb33e92f1a1abbc540e5d55a90e8780823fa0071401cb568ba5f1
text,we_d_like_to_know_more_about_the_symptoms_you_experienced_looking_back_over_the_past_7_days3__feeling_hot_or_feverish_or_having_chills_or_shivering__today,"We?d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. | Feeling hot or feverish or having chills or shivering | Today","[""""today""""]",survey__weekly_survey_origcopy.csv,RADx-DHT,3bc45b54f39be7d07b9947314d081b7cb17e7e5b97306f5880d93cf7316964b44bbb3180b88337ec4c72ac9f7189cc00f22aa51ef1b4e8586cc2160672a21aaa
