survey_name,survey_version,variable_name,label,required,datatype,value_constraints,source_file,source_directory,Digest (variable_name|source_file|source_directory)
Baseline Survey,7,flu_results,What was the result?,true,select one,Positive for the flu;Negative for the flu;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,e03f795bba9a40538a2b232030d1d27e6d747ac4eb455257eb87109d9c07cdcf276131effebea1877b627cb53c5b6425b74f4767bf5e017fb0fc246020fc4b2a
Baseline Survey,7,contact_pos,"Prior to the illness you believe was due to COVID-19, were you in physical contact with someone else that tested positive for the disease?",true,select one,Yes;No;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,c390aa7c4c6a4ff5f55b4150d25d216581c689ed8ccbe3fe669869dc936a9a3f516eb9085c1eb6cecf3893ad82da78e1233311eb286a12f6bca11e11330dcd75
Baseline Survey,7,contact_covid_sx,"Prior to the illness you believe was due to COVID-19, were you in physical contact with someone else with symptoms suggestive of COVID-19?",true,select one,Yes;No;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,a8f63bb6399b1e3282c6e1c64c2263a2afa78eb0ee1d150de4c49e87f61147d951814348d57b30eb20e517d4188fab08e37acdd02ec3ea0454632d223a0a805b
Baseline Survey,7,travel,"Prior to the illness you believe was due to COVID-19, had you traveled to a region known to have a high prevalence of COVID-19?",true,select one,Yes;No;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,9fe5e96864e5ba4689c76617f3bc1368be1b93bd884e7435d4b0d705df6cdb34444c37465dd03f647eb3c214f21e7b974d9ca55691b5b1fb1a69d34e4ba8a86d
Baseline Survey,7,seek_test,"During the illness you believe was due to COVID-19, did you seek to receive a test for active COVID-19 infection?",true,select one,Yes;No;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,a3fa8b64fef5c4a2cee7ebc72faaa36178366c0f6ec47b0bddcc0b2d0816e85b69c4db0913532c5d3ff7afa88046f848da1e3f896487268787c16ecb6fb84a86
Baseline Survey,7,test_outcome,What happened when you sought the coronavirus test?,true,select one,"I did receive a test, and it was positive.;I did receive a COVID-19 test for active infection, and it was negative.;I did receive a COVID-19 test for active infection, but do not know the results.;I was evaluated by a healthcare provider, but they did not believe the test was indicated.;I was evaluated by a healthcare provider and they wanted to order a test, but it was not available.;Other",survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,6b59e32ef272bed2843e4540477a98d02a1bf81fc75dedc8edf93e5fe30879fe81c84afb90d5d3fe2ea9eecf7f53d900163943449a55e94a2bbb17ad40723117
Baseline Survey,7,sx_continue,Do you continue to have symptoms due to the illness you believe to be due to COVID-19?,true,select one,Yes;No,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,47a38b48807bc878c96eecafaf2e827ec8311da2405c1ecc212cdcdafe4a623861ffd758451c8fe1cacafa37d7db41b822400808a1d3cb510b9831ec014ccbc3
Baseline Survey,7,last_date_sx,On what date did you last experience symptoms?,true,date,Date,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,b89b2a3f1c88fbda317d6a927dd311af6027778e70bc4666b9e6e0beee159c68e701f0c5dce05d3fd5e6054864a80b351bcd996867946334e9c455c140123f4c
Baseline Survey,7,other_rsn_suspect_inf,Are there other reasons not covered by this survey that lead you to believe you have been infected with the novel coronavirus?,true,select one,Yes;No;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,ae4519d6d3852997e1bab23c19dda9db9c34634731758aaf895887f7742e4dbc871694874970f5d713f2c7d85e6a3aaae4c5b14137e68ee1915c070b279e8e6e
Baseline Survey,7,other_rsn_suspect_inf_expl,Please explain.,true,string,String,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,b5013abe010ce86075aad80abc857d2f0fdc7107f0beff5e9d4f94afe2bcad3e35ee5e1081469a3c9b2cf6528f93bd16a9319562ae9e07a7fc21f62cb09a729f
Baseline Survey,7,when_active_test,About how many weeks ago was your test for active COVID-19 infection (virus)? Put 0 if this week.,true,integer,| weeks ago,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,70e0946557173d9ba070a02cd74ebabd625cbec6205c9c5c6ec95e98cf42805960c390abbf3d3ac67ba3b3584efab3d9f01b583669058aa3aa25626441a01a45
Baseline Survey,7,when_past_inf_test,About how many weeks ago was your test for past infection (antibody to the COVID-19 virus)? Put 0 if this week.,true,integer,|weeks ago,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,33938c9ace50f5021de97a69e93ddbc89bc575d80712ee0003f9e17d8121c833e0dd6cc6b0bf06bb85798c0bf65ae8f4e8f8462d5809e2d81feff1b058aec2de
Baseline Survey,7,active_result,Do you know the result of your test for active COVID-19 infection (virus)?,true,select one,"Yes, I was positive (the novel coronavirus WAS detected);Yes, I was negative (the novel coronavirus was NOT detected);Yes, the test was inconclusive;No, not yet",survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,3fa71a6721caff75b8b64c0eaa17b0b8c1644d4bec414318eeb085a874b5fead13b4b3228ef013710cf4ab1ee6e8aba32a4363cca88328df8546cb639a2a7bc9
Baseline Survey,7,past_inf_result,Do you know the result of your test for past infection (antibody to the COVID-19 virus)?,true,select one,"Yes, I was positive (antibody to COVID-19 WAS detected suggesting past exposure);Yes, I was negative (antibody to COVID-19 was NOT detected suggesting NO past exposure);Yes, the test was inconclusive;No, not yet",survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,f8553ead4447f007f76822acaa8b62ec9315ef172d90802bffc331d44aa2ac4871b0495f17dbe5268b2c36039cbaf054e24b7c7a0be81e8ccec030bf1494cd69
Baseline Survey,7,why_active_test,Why was the test for active COVID-19 infection (virus) performed? CHECK ALL THAT APPLY,true,select any,I had symptoms concerning for COVID-19 infection (including hospitalization for COVID-19);I was exposed to someone with suspected or confirmed COVID-19;Prior to a medical procedure or hospitalization that was unrelated to COVID-19;It was offered through my healthcare provider as part of routine screening (not related to symptoms or pregnancy);It was part of screening for my pregnancy;I am a healthcare worker and it is offered or mandated by my employer;As part of a research study;It was required by my work;Part of a public health effort;I obtained it on my own;Not sure or other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,86d25fefb48cd396cc6efcf0af8748d1cb756e931eed3e15eec452aeb963cec6df5a8935deed46a941b5f3210a3fa9b0bd6b4c2482f9e922cd6256196591b915
Baseline Survey,7,why_past_inf_test,Why was the test for past infection (antibody to the COVID-19 virus) performed?  CHECK ALL THAT APPLY,true,select any,I had symptoms concerning for COVID-19 infection (including hospitalization for COVID-19);I was exposed to someone with suspected or confirmed COVID-19;Prior to a medical procedure or hospitalization that was unrelated to COVID-19;It was offered through my healthcare provider as part of routine screening (not related to symptoms or pregnancy);It was part of screening for my pregnancy;I am a healthcare worker and it is offered or mandated by my employer;As part of a research study;It was required by my work;Part of a public health effort;I obtained it on my own;Not sure or other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,7f9412d63fb8eb9a27da532dd8015fbe8ba7eb9f822d5fc5b30c9cf22301960281ceb1bad79f410f69795e10dec60dca63b82bb2d655cdf3feb17da08ffee030
Baseline Survey,7,employment,Which of the following describes your primary area of employment?,true,select one,"Healthcare;Education;Retail;Transportation;Arts, entertainment, and recreation;Hospitality and food services;Finance and insurance;Scientific and technical services;Utilities;Construction;Manufacturing;Other",survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,ba5be4733e4be55d5a5443a193c9a2a1c85eb8b2cf341af64c2a32a57d949b2d71229b25ddfc983490d531b2bf4902134161872f8bdcf37b2508e6b096612bae
Baseline Survey,7,essential,Are you currently considered an essential worker?,true,select one,Yes;No;I don't know;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,b30218af63de4265d39a81b896f6567ef88fb28978b41eb107ee618b98f33b02854a2ed4b24fa29b98d9505b7c4df91e40ee0ce67263a0f715d04ac024e7e5d0
Baseline Survey,7,infected_in_county,Are you aware of any novel coronavirus (the virus causing COVID-19) infected individuals in your COUNTY (or local area equivalent if your area does not have counties)?,true,select one,Yes;No,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,25e6bc22b894915ee6e182efcf3b57758653e0f9aefcb990b0caca5479cc8ced6fd9c6d31c7d5e4f45ef316f2a519d19809ae5248953494b84fed9ce91c44ad5
Baseline Survey,7,worried_health,How worried are you that the health of you or your loved ones will be affected by the novel coronavirus (the virus causing COVID-19)?,true,select one,Extremely worried;Very worried;Somewhat worried;A little worried;Not worried at all,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,9b9aa75eac46f25c52e782cca0aedc71548447c828a70383f3ee0c4b65befa56e3f52c7ccf44ce74ff5c3822181cbd5de42310e6fb65281f92c66549f782429a
Baseline Survey,7,localgovt_restrictions,Has your local government issued or continued any of the following restrictions? CHECK ALL THAT APPLY,true,select any,"School closures;Restricted gatherings at (or closed) bars, restaurants, and/ or theaters;Restricted gatherings  of a certain number of individuals;Recommended working from home or not working;Shelter in place (required to stay home except for essential activities);Other restrictions",survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,b360123318c8db0ec3e8bef46c1dc6015056469de11323af7cb64a657876edc3c54ac1807751ce5105f767d99976ec952e9538bddd3857dc2245854b065edcbd
Baseline Survey,7,hand_washing_practices,How have your hand hygiene practices (washing hands and/or using hand sanitizer) changed since learning about the novel coronavirus (the virus causing COVID-19)?,true,select one,I wash or sanitize my hands MUCH MORE  frequently than before;I wash or sanitize my hands SOMEWHAT MORE frequently than before;I wash or sanitize my hands A LITTLE MORE frequently than before;I have not made any changes;I wash or sanitize my hands A LITTLE LESS  frequently than before;I wash or sanitize my hands SOMEWHAT LESS frequently than before;I wash or sanitize my hands MUCH LESS frequently than before,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,92b1f7b887bd00c56dfffa19ef2592cfa0dd8b0f4ddcbf019ec462fecf34d29f4abd2193d56333527ea406edbbf93e1b27a596f6ee818e59064ca36b466c3b99
Baseline Survey,7,sanitized_phone,Have you sanitized your mobile phone (such as by using sanitizing wipes or hand sanitizer) since learning of the novel coronavirus (the virus causing COVID-19)?,true,select one,Yes;No;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,80dbd991b265d3770b96e5f18a156c4beb0b5dd281f40e7d3811476cf8a6b377fd0bf33cb6223f430818b82e9fffb2cbf388177fc4f03357abaa7077b2eb345b
Baseline Survey,7,household,"What is the number of individuals who, during the past month, normally live in your household. This would include yourself, as well as any other adults and children. Make sure to include family members as well as people who are not related to you. This would also include people who normally live in your household, but who are away travelling temporarily.",true,integer,Integer,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,d11ca1e0626c05eef9807ceca22e6dfed9f36c938e44375ee39f5437f392e84af673f226ec9f88caa4458b3f489deee695918d682d9949d5a2af49ce005617c3
Baseline Survey,7,seperate_rooms,"How many separate rooms are in the place where you live? INCLUDE bedrooms, kitchens, living rooms, etc. EXCLUDE bathrooms, porches, balconies, foyers, halls, or unfinished basements.",true,integer,Integer,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,ec0c778191b89e4a87021bc15b34e7680cb0ddff2172d8b82f78df0471de5ee91c969917341b05910b531acf27608f0d54bf55bdeb009dad5b5a0227b4ec5a92
Baseline Survey,7,children_live_with_you,Do any school-aged (K-12 or equivalent) children live with you?,true,select one,Yes;No;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,775d54a5b371b3e4109c20fd6ccad14a6c8d76ded62343d4ae120a3f5a049f35e6f7e067de97d6d22db6339d1203cb49d1ed49a5ec9ab27d17e3977f67876f67
Baseline Survey,7,college_child_live_wih_you,Do you have a college-aged child (under the age of 25) who usually does not live in your home but who has returned home and is living in your house because of the coronavirus pandemic?,true,select one,Yes;No,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,13a9e15ba688efdaef67ff711d01be590cb445a7e14c1a60d9d13bcdc43f08341b85ad73fed5a9bb01801c22c045167f6719c3f3f472caad467a782820b27fd2
Baseline Survey,7,date_returned,What date did they return? (Your best guess is fine.),true,date,|MM/DD/YYYY,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,cb801b5f07974c7f82316e4e1582e8c20eec6b646a6c5d484a9a3138ba61a5f624b5bb5b7a385d7dfc691a4747a7c3b17260bb911063c05f81ef84798090039f
Baseline Survey,7,school_attended,What school were they attending?,true,string,|School,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,7b48da1c0dfde591c68d0bd3ec245ed39d0f8700e45cba0a73c7e9ab7a5c8fdf4412b78998c2eefab7a5afe63ca38928e4e6cab07f84dbde6875b1aef402ece1
Baseline Survey,7,school_located,Where is the school located?,true,select one,Not a U.S. State;Alabama;Alaska;Arizona;Arkansas;California;Colorado;Connecticut;Delaware;District of Columbia;Florida;Georgia;Hawaii;Idaho;Illinois;Indiana;Iowa;Kansas;Kentucky;Louisiana;Maine;Maryland;Massachusetts;Michigan;Minnesota;Mississippi;Missouri;Montana;Nebraska;Nevada;New Hampshire;New Jersey;New Mexico;New York;North Carolina;North Dakota;Ohio;Oklahoma;Oregon;Pennsylvania;Rhode Island;South Carolina;South Dakota;Tennessee;Texas;Utah;Vermont;Virginia;Washington;West Virginia;Wisconsin;Wyoming,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,60dd4b5d2b6ac53337a1eadb26d434ea27c5f32289b4e431b8136d208549ffb94c763b2a000dd1e7f913a00c7b2a8b284fd62b58a185955865b16d194575fbf7
Baseline Survey,7,contact_elderly_person,Do you live with or have continued regular in-person contact with an elderly person (over 65 years of age) or someone susceptible to illness (being immunocompromised or having a pre-existing medical condition)?,true,select one,Yes;No;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,d8d4c77a6febfd10e64a300e649f13ea668deadb8f08baf021a83d19cd4eed39ba52eebe78611eca14eb867c423c26e06e82aa1ae51a76ec1eeaccbca6ad2cd0
Baseline Survey,7,pets,Do you have any pets at home?,true,select one,Yes;No;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,9482176395bbc6a33591098715f85bf020a915ebef1f3283f60bafd3ee7b3633bafc27605719a3f0a0d458647f4180eb24d038f1a14d358fd69f4176831d3cea
Baseline Survey,7,what_pets,What pets live with you (CHECK ALL THAT APPLY):,true,select any,Dog(s);Cat(s);Bird(s);Reptile(s);Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,eb2d1217e2f0fcf15b759ae39936da0ffadd2dd98b00ce553d10e28d7a3501adeec03364efcefecbf8e690e3550d9f2a65635368ee7d6139425e624ebaf0392e
Baseline Survey,7,flu_shot,Did you have a flu shot (influenza vaccine) in the past year?,true,select one,Yes;No;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,1ce8acd4e0275aee640267855bd3c7b73082ccadd62d472baf0b9f89fa2e8fde60cddaf27440739ec521438dd8a57f5a9952bfa0dd9b444e3f1c693fc4e2817f
Baseline Survey,7,cold_flu_sx,Have you had cold or flu symptoms (enough that you would say that you had a cold or the flu)  in the past year?,true,select one,Yes;No,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,1709e21230d2ea26ed1d99eb1df6afb737cb87067cb7a75776cedb2d37316bfdcbc00ac6ab8187a6801e7613c2f2e54e72d9da4d46f2de11038d36e00c8926dc
Baseline Survey,7,how_many_illnesses_fever,How many cold or flu illnesses in the past year were associated with a fever (Temperature > 101.3 F or > 38.5 C)?,true,select one,None;1-3;4-6;More than 6,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,54af7af5c27d21ec5d9a1be7dd3a727a436565691f695306ffb612ba365aff1e1e7cf1cbad353a5b881edb84cbdca242002c4a2c9763e033105f8050d09e59f0
Baseline Survey,7,last_illness_fever,When was the last one?,true,integer,|weeks ago,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,f0061c97a9c6799a860417a608b122bd29cc4eb5a0f77c20a196591a11999c47c0158bdc498fe632010762f8eec7b2bc6f595f8b4c73b3ef6ef4eabed5cbab24
Baseline Survey,7,how_many_illnesses_nofever,How many cold or flu illnesses in the past year were NOT associated with a fever (Temperature > 101.3 F or > 38.5 C)?,true,select one,None;1-3;4-6;More than 6,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,d9296bbaf714cc8b6c8bfc0240f98905123ff2bc471a842bbdbda8ba69b82226d5858a08692e5d359ac013f24d450c46d2375a09e0adf3d46c486b7d272bc48b
Baseline Survey,7,last_illness_nofever,When was the last one?,true,integer,|weeks ago,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,976d74953561d951b11a1027e34370bd2c542636f3fe99227a1497db2b18ccee403a2c6109bc49dac149d4b5200b17d2fe6341457d8e4af30402b6b6065f8d98
Baseline Survey,7,avg_excercise_past_year,"On average, how often have you exercised (enough to breathe heavily and/or sweat) over the past year?",true,select one,Never or rarely;Less than once a month;More than once a month but less than once a week;About once a week;More than once a week but less than 4 times a week;4 or more times a week;Other,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,1a29896c884fc5e62eddc85bb8a48ab46388012b4b9b4cb4bba42455a5e44a2686793ed572a5e8523d158afea0fcdaedd0640c2c8f5565ab9331deb9747bd71c
Baseline Survey,7,height,What is your height in inches?,true,integer,|inches,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,923167737d2ac700d19fbc3d1c1fb89a9b2af74007653a6d7ff60849bf942391494352123b3e4c4cd8383def2d7e17e33b2f9c226f7dfff45ee8158407a1e29c
Baseline Survey,7,weight,What is your weight in pounds?,true,integer,|pounds,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,0c508899ec097602e6a579db1aa1323df52e91cdbeebb97014e5126e834654f1226e837beef37ceb1e7d0dbbe44243b9051fe8b2a6665cfc8ce73c6f749f0cfd
Baseline Survey,7,drinks_alcohol,"IN THE PAST WEEK: How many drinks of alcohol (one drink = one standard glass of wine, can of beer, or shot of hard liquor) did you consume?",true,integer,|drinks,survey_data_dictionary_origcopy.csv - Baseline Survey.csv,RADx-DHT,4d0b2f85e551a3784e00a97aaf0606a911ff3508044e0e2b92ce12956658451d11ed2e8adf34c6ae29bf5d519d699ce4e7fe2afda33be2e5075a748c391b2ff5
