question_id,variable_name,label,datatype,value_constraints,source_file,source_directory,Digest (variable_name|source_file|source_directory)
0.0,postal_code,,long,Zip code is trimmed to only include first 3 digits,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,62d917e35ca75299e6e75cb9435c5970eb0d60a6c74d484fbd130770b5bbbe39c12de8c4cead0d90ff7316d3536f85b0633a53719e6169e7be948c4a3c3abb89
0.0,sex,,string,"['male', 'female', 'other_non_binary', 'pna', nan]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,ca102c3b42744bce4a61814a8287a82b7785142468bd276222159e9924365eab50874b67f0e47b80baccf3d0e162885858493245f6733e5192592892f0e4de39
0.0,pregnancy,,string,"['skipped', 'no', 'yes', 'pna']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,d27f2eabecfd2aebf48015f6fec38040e5de3eef4773a5bde4e520460f9cf02dc46d23de77cb80e99c6a27c69048f28c4e8aba0102a39d3db9c3ba7a5b36c354
0.0,height,,double,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,60eef74bf26cd1bd6ac81777fc86680597ac500a122eefae7cb660faf253ac2b0648a549307910d9a6be8c6bcddefed12628efb63d121c8e10e0ff0bccd3be4e
0.0,weight,,long,,data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,736007701c130514d605332610cbbfdb40e7291da008c370e897f6218571f0037efc6277b3b60fdf5545ddc9461e6adac833010b6d8738923a04d959498a7310
0.0,ethnicity,,string,"['hispanic_latino', 'not_hispanic_latino', 'pna']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,1ec0e519a04b66805fccf5a99ac0d8c4807627aa5e2f9c787607c37ab97ecc0f75958028b07ee64f826ccf384a4b5eb9895e47ef93af00fbec7a0b6de9da8798
0.0,race__american_indian_alaska_native,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,a865bc682472d774d48f3fc5365f18da6623e965c2bc00d94522272c60a07db021a2ea1e6bbcc7cf88b6e1d36d355a53bc991030393b136161ec7ee01366eb29
0.0,race__asian,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,9ec9861fcada7916b4a8008d7431db66cfdd59ec4386e7adb1dbebd378911db8e280163aaf0878a4f5fc823b7fbe012d4fb830ca83a11aa6fc0a3ebd5f760957
0.0,race__black_african_american,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,935028e4aa64f844ccd902a4d0f119373c8262b657a854d588c76dbfe0d14372e447ef2b616898bac5df7de1af222ae43e1c6d7b36947a1b2d074fbc3f69eccd
0.0,race__pacific_islander,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,c59458713e853063d14f57dd089a152602ba7daf4f557ca2ce2fb9a34f3e4190a9a27f9762a4982e16e043a3040767036663d2f1f035e51cc798da67c6763fa9
0.0,race__white,,boolean,"[True, False]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,d863b3c24a097447836942d0e7f4f9bbba605ea01b99058f0bcdc9dc801a65956566f5bbf2f132cb3e06ff942cd12f2f7c726bdbb0be8cb10ef2b222b3a9c971
0.0,race__other,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,476a624a730e6a5c513a5a800361656834cc3d2253bd6255c6aa91d83305f510d9c9e3429b5b207fec0585f012c52516c82c694e480d7a5b1cf5c67ea08f471d
0.0,race__skipped,,boolean,[False],data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,2c01991b5ad6483c3c098e1f2743d913bf3cea13f955e7384b4519a75fab9bd46416a59b7c61b82f78d19117b7a4f73669b028011cb46f7c63bb133dfcdc0d46
0.0,race__not_answered,,boolean,[False],data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,8b3827758d194f752622b9886b8fe720e9d6b1bcab2ba616f096ad9a5b626babfa773b482828ace96f5cfbcac26575233d215f719f2b5f05fa1235955048a77b
0.0,education,,string,"['college', 'some_college', 'doctorate', 'graduate_degree', 'training', 'hs', 'pna', 'no_hs']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,7e7791fafd0b2e36470230ff86d128aca0f3b88b3d1bbb9b29803d9faacc14aaf01ec76eca945ea2b6e95e2c27699a3c2e1e658eb5e4a82b54675f931e09c79e
0.0,income,,string,"['50_74', '75_99', '100_149', '150_or_more', '35_49', '25_34', 'less_than_25', 'pna']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,601b6c12c9fec38d2b5218c1bda26768423fa3cee76189eecfd1da1b31973fead0db92d549538ae1570905145c284bf1e0b8d1ea20ac18b74509b18141e4b6fe
0.0,employment,,string,"['employed_full_time', 'employed_part_time', 'sick_leave_disability', 'self_employed', 'retired', 'other', 'student', 'homemaker', 'unemployed']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,75f8e5d4bc12e93cdc949cf0dfc4c7bd0a020bf6139eb631bef8c00fcb4ea680b1fbab362dd483af94fa72c86915beb7a5a38da03f55a4aba656460b0cc76c84
0.0,conditions__asthma,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,76f3f4e52b85db10975705122994b4da814326771a81e7cd5a533db45f0fe303b5d5b2353dd4cee9640cb5313b1c4dd115fb20e2d669a12b6254cfba50afe9ac
0.0,conditions__cancer,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,a40d835f3f31aa38a0ec7d2507e465ddeff2935f41d26f9776779e8589f5b75e384034571cd660a1e19871fed4822b3b32d43c227edf9e6bce94a1b06908028c
0.0,conditions__chronic_kidney_disease,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,db987a10d6210e9072317e63f9df38751ace4acefbad1bc8c056c301ff0612463f0767a773a330582b2c16237e7a0a65dd64ecae11f44da1445f1222e823e09d
0.0,conditions__copd,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,871e44e843e88a4286b32d7dd84a58fba8795fab5061bc62d03e3fbb9bf99dbdc855b241f1fc529fd096db14f1bec6ce01b9090df97c6771081c3042b8868918
0.0,conditions__depression,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,32b52c248b0b6b09c5e6b845b162ee58c12227286914c6d4c1a9d75c54eafa74339f4cd3147264e310617d62244730eabd3cfbb001faa2961717d5097935a996
0.0,conditions__diabetes_with_complications,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,b0aeedde52488135997c2c165bca7ad0a19406447b8b9d5bddb2267b451eea592bd469821c89e0db17e4671348ac343c30419e2ccc0c8e418d5fa93625677c00
0.0,conditions__diabetes_without_complications,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,ef39cd25b8256b1813b54c6346e05c73348ab4864c64ee123cd263c483938863ddbdb5a6c908352277d9fa1baba03c03a19c2193eb3ccc95209e7e7035a53bce
0.0,conditions__general_anxiety,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,2c418019b59b1395d5724bc4c7494356d93fab94a96a50f510b76ebc0b262cf92f5247536bc2fe44754720e81ec0cbcca37fee6a02649e0afe49f483531cf637
0.0,conditions__heart_disease,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,b285ce79a984164c00be474166a39e400b7e660cc816a9f8278697e0002d9fcd535f8a4505734a2b4a38044b80a7a8ebb7d786c38a9edaa105a8c222475e12de
0.0,conditions__hypertension,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,0979e7e72e9f70cadc6ec48b225fb842598890491cca12bd71f77e112f23122dd6e169e778bceae0ac09ab5c7e2f09857cba1d0f2c088aeeed3a0a0197d3ba70
0.0,conditions__immune_condition,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,abbb65e82f93eb6c2cfa14c755356656d7994cb83c509a0f0765f4dde87b6daa1458ecfe5ca0da03f4bd054c350aab2a808ca68b0c27facafa18d9eedde761f2
0.0,conditions__liver_disease,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,0fb74aeaa8ca84f9b3724dc48af2071b949ba9ba5b6e44a681183b57a02a467f781817cddf72ba2501fcb2e4967ebc67811488fa6de6247f426490390e62c713
0.0,conditions__not_answered,,boolean,[False],data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,94eaf74707960fa2bce06490ec6557269767da5df177166114314870b1b62e1cc8fe335348dc6b0ac0e210bc0df9ad70e55426765381d9f853901d2c59b32305
0.0,conditions__pneumonia,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,5bdd0effc7ae4b661d9981181293fa18c3e85b72588c21f02bc3fb58533f5b61a397d061b9d8af349a703af3046d3b7e543afd57ae78bd2c60ff230198106839
0.0,conditions__other,,boolean,"[False, True]",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,5df0e2c3c1a76e1e630643a711cefd4ba65b1d07caca5fb221ac7bac552d7a6cfe459acd699dcbf7db3964d79f70cc6409e5495a566020840dcefafe674af494
0.0,conditions__skipped,,boolean,[False],data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,479f115ea86cf61560837d87ce695df9415f3b3b72990a2c16b99401938d7a027ba674d9300dd38e699c8cfdaffd53b9ec54fe589c00779508fe97705521d38d
0.0,covid_diagnostic,,string,"['no_not_tried', 'yes_tested', 'no_unavailable', 'no_not_eligibile']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,56c5e7de3bbfb3b652849459d9ebbcad2662e1136359e7363497f399fa20de64404f3dcf42244f9a33e2b9e353c7e64251af37798edf15ed8e9d4b09665bb14c
0.0,test_date,,string,[],data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,49612469e93b646669e5a629f00f4e2765febc1c2b62fcea9b221d7567646ab3cd67207f8c648ea57250b6f446302d75a220d17f8a1b3656721d488642de28a5
0.0,location_test,,string,"['skipped', 'hospital_or_clinic', 'drive_through_facility', 'other', 'at_home_testing_kit']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,c513a27a4f41e832c900be10932723a36eb82e025adbff3052cbe63444cd27a41de2c75ef13e5e148fa43e431f41c5a4e36d0baa85dc19736e972086370d0a53
0.0,type_of_test__blood_test,,string,"['skipped', 'false', 'true']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,beacfb01fc0a44b284ccb4ea4c3a54d8c6f0016b2ba9b4f76ff795e0e71bc195979f6578e0cf77da52b5a5acafd3fb8889db2e9ae49a54e4962d379a7ce7b503
0.0,type_of_test__dont_know,,string,"['skipped', 'false', 'true']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,cf7e9f3d0dddd8d0d0981367b11f180003811ebad41f9a66cd09fc3ef10f4e54e4d98ebbfbcd82f55900ee97524b13084fe4c526349eecd102c7fc75fbb6b615
0.0,type_of_test__nasal_swab,,string,"['skipped', 'true', 'false']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,55bbdba6de735ca9d7d25a5be077544e1919e61647411478b40b7dad022bb0608f6d6e745306f208609fe455ac0ca04704ca24b633cff27075c34db854e12cd6
0.0,type_of_test__spit_tube,,string,"['skipped', 'false', 'true']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,e295f805847545888fe0c18550bce18b8117636f1d5e1e3ff76f3da3386d41f1b36907aa1e400c86d27dcb9820ae14c384633b20d31cc393c9c1cf7c4962d98c
0.0,type_of_test__symptoms_only,,string,"['skipped', 'false', 'true']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,b07b968b213deb9f9a50917d242239a9c156c4a9a4418e410b3a44073398bce2fd5d59652ac30adfaa006d04644fd37f4d73149089e475bd055a9ede21c57a41
0.0,type_of_test__throat_swab,,string,"['skipped', 'false', 'true']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,14f1d9e1d38e31f8e19664c0ec2769aec9955075623f141f7a3567027cbcc4e2d603e71c98c76204c99a91b69e3597cb9380b5f5415b9aee8d131db251589962
0.0,type_of_test__other,,string,"['skipped', 'false', 'true']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,e7912ef000772e8c3e31fe02256f709e9dcd2040991e6272b5d6f4f240054d1d9c8e909e7967dd069fddb281b26301a0d9de05524c91b715bf0b6a8d1eba1038
0.0,type_of_test__not_answered,,string,"['skipped', 'false']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,c3cbce1058062c629dc966586f3115a723cbd8606b811c85038be8cb2e33cfb44d0afe9c5dea542742eddb34020fafac871a5c9bc6fde75a25c4a70ba7c6b182
0.0,test_result,,string,"['skipped', 'positive_covid', 'negative_covid', 'waiting_for_results', 'inconclusive']",data_dictionary.xlsx [C19EX - Screener].csv,RADx-DHT,a9e0ad145927f054590153befbefc12d58b2c5ac958fc064fb8a50e4ab9135ded8b422a3a89b5f66bce5f60744b3cf51b99e5a62967bb19b0a82d7eccae99bf6
