survey_name,survey_version,variable_name,label,required,datatype,value_constraints,source_file,source_directory,Digest (variable_name|source_file|source_directory)
Weekly COVID-19 Citizen Science Survey,10,contact_tracing,Were you contacted by anyone to talk about “contact tracing” (finding other people who might have been exposed to you while you were sick)?,true,select one,Yes;No;I don't know,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,b8c020f3434f4acd35e3aa871fe1bb83d47eaf90a958e24cb5fad93416c3fed71dabd5cb212b1bd700d4239c3124181589eacd1c4565cb74034d468b61dab1f4
Weekly COVID-19 Citizen Science Survey,10,past_test_date,WHEN DID YOU TAKE THE TEST for past infection (antibody to the COVID-19 virus)? (It's okay to guess if you are unsure),true,date,Date,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,8924ae9c8a4cec080cf3151f8e0be0dd1ef82d0dacea6b3d93fe959b263b787d48f8f55d7a966eed6d6e6792b8645de5e6d9d35260c9d6a53a9d392f1fe29880
Weekly COVID-19 Citizen Science Survey,10,past_inf_result,Do you know the result of your test for past infection (antibody to the COVID-19 virus)?,true,select one,"Yes, I was positive (antibody to COVID-19 WAS detected suggesting past exposure);Yes, I was negative (antibody to COVID-19 was NOT detected suggesting NO past exposure);Yes, the test was inconclusive;No, not yet",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,4698a0bdd460c18fbc9308ab2203eaa0eeff5484da5c1ae1f816f58d1322f6a21bbd273b8aea09f73bd9cc7c613207145c13424cc206a1d435ead58a6089eaf6
Weekly COVID-19 Citizen Science Survey,10,past_result_date,WHEN DID YOU GET THE RESULTS from your test for past infection (antibody to the COVID-19 virus)? (It's okay to guess if you are unsure),true,date,Date,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,bff3813c2ea709de2073881c66c5a56363cad7b2e2f5943a4257aa42705fe20a7986541673d4b36dc75dfb64c1a1218eafed3fe313c4a55f2aca48ec03bf78e6
Weekly COVID-19 Citizen Science Survey,10,why_active_test,Why was the test for active COVID-19 infection (virus) performed? CHECK ALL THAT APPLY,true,select any,I had symptoms concerning for COVID-19 infection (including hospitalization for COVID-19);I was exposed to someone with suspected or confirmed COVID-19;Prior to a medical procedure or hospitalization that was unrelated to COVID-19;It was offered through my healthcare provider as part of routine screening (not related to symptoms or pregnancy);It was part of screening for my pregnancy;I am a healthcare worker and it is offered or mandated by my employer;As part of a research study;It was required by my work;Part of a public health effort;I obtained it on my own;Not sure or other,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,395a29319ea8dad4e7b46d73ab73092b8fb56cbca9a6ba6538c3dd301011e7383158ddd814e5d9dff150ba8d2bc4cf971311a8f72506da4e1e8600a5ff2c04f4
Weekly COVID-19 Citizen Science Survey,10,why_past_inf_test,Why was the test for past infection (antibody to the COVID-19 virus) performed?  CHECK ALL THAT APPLY,true,select any,I had symptoms concerning for COVID-19 infection (including hospitalization for COVID-19);I was exposed to someone with suspected or confirmed COVID-19;Prior to a medical procedure or hospitalization that was unrelated to COVID-19;It was offered through my healthcare provider as part of routine screening (not related to symptoms or pregnancy);It was part of screening for my pregnancy;I am a healthcare worker and it is offered or mandated by my employer;As part of a research study;It was required by my work;Part of a public health effort;I obtained it on my own;Not sure or other,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,14e9856fb5c090f6fda81501946f26ae51aa62232f2131d6487085d6af7ada26e5f6b1dd9f87a9ca951a744ec856decff97d8564daae23b155a54b4d90f34b9e
Weekly COVID-19 Citizen Science Survey,10,worried_health_past_week,"Over the past WEEK, how worried have you been that the health of you or your loved ones will be affected by the novel coronavirus (the virus causing COVID-19)?",true,select one,Extremely worried;Very worried;Somewhat worried;A little worried;Not worried at all,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,5626c323784c84334d5be1c67302d9dec673bfd43169c6546930f1ef6641007e7f3f594adf45687ec33652764c5dcea41c9b858ad303501a189bccab2551a93e
Weekly COVID-19 Citizen Science Survey,10,freq_wash_hands,"Over the past WEEK, on average, how often have you washed or sanitized your hands?",true,select one,More than 10 times per day;5-10 times per day;2-4 times per day;About once per day;Less than once per day,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,899d3d7e5c22d302bbd3b2628a45c61da18ce96d7118537c309504f7a94e599f2b6fbd4fbf5335c0872a43360b944e7a7de1580b58884d9fd5fb7fe1bbb52d54
Weekly COVID-19 Citizen Science Survey,10,gym,"Over the past WEEK, how many times have you visited a gym?",true,integer,Integer,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,56578b196565c709f97407cca5728a4defb99942eb34175c044d8233dc38c733e8e8108ca1c281e768a1b27b8616dc1430cde1317975ab4d5c47e483f72d3972
Weekly COVID-19 Citizen Science Survey,10,restaurant,"Over the past WEEK, how many times have you visited a restaurant (not for takeout)?",true,integer,Integer,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,da9eed31a25704d3ac1327097ad6955ad22902242895999f7b637575446ffffac85f4d93cbf25c0c1e6009993e3f28c87a2ee26f87143f8a3a532a2fc2eac1f4
Weekly COVID-19 Citizen Science Survey,10,restaurant_indoors,"Over the past WEEK, how many times did you eat INSIDE a restaurant (not outdoor seating)?",true,integer,Integer,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,29043e91df5a22eec1724b9aae1889fd5001403bcb84ec26b287976d03413e284d0000c858f668d98a7f764c33cc5b115cef0fc4d31c669f5a38602f75d8baa3
Weekly COVID-19 Citizen Science Survey,10,bar,"Over the past WEEK, how many times have you visited a bar?",true,integer,Integer,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,6a1a2b1af4488f1e83244f24d05ae1518ec0b0d0b2961a4be0ad2fc06eb01f3c07f65a4b59882ac9cec7ee853c59c4474d6e4c05ed601fb2ca70c2e0564287a9
Weekly COVID-19 Citizen Science Survey,10,movie_theater,"Over the past WEEK, how many times have you visited a movie theater?",true,integer,Integer,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,ec40f8a0406d39abb4c22cebdd17cffb9af5774918cf6bc3f5911c4c64679ef0bf19bcdcd96c820a7cc02b7c3876f44951ba425d5241e0bcaa3df5a9c32e8440
Weekly COVID-19 Citizen Science Survey,10,grocery_pharmacy,"Over the past WEEK, how many times have you visited a grocery store or pharmacy?",true,integer,Integer,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,b83ee0e0ecd177bdeedcbff5be22f829928ac60c5622a73e758da42a8619882549c518a888081d28c9c61149d12b4ff3e1b3442ec69fbf02b5542cdd6f100442
Weekly COVID-19 Citizen Science Survey,10,transport,"Over the past WEEK, how many times have you ridden on public transportation such as a bus, train, or plane?",true,integer,Integer,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,a68e091bc7dee3cdbca2a58f1d962ab816cb70b5a9d7ae77a533e38071511e28c66f584ef30664fb5bcf87127ceeafad38a1f60a9e8d1a557acb88b6cb20a79f
Weekly COVID-19 Citizen Science Survey,10,event_more_than_10ppl,"Over the past WEEK, how many times have you visited an event with more than 10 people?",true,integer,Integer,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,e8761d618eae9de291dc9bbee7532091d91f603460e522a9e2ad8443ff41b74331aa8fd2a39ce191cd3363cf23b493fb438b87b9f48d591400371cee969d322d
Weekly COVID-19 Citizen Science Survey,10,excercise_past_week,"Over the past WEEK, how many times have you exercised for more than 20 minutes (enough to breathe heavily and/or sweat)?",true,integer,Integer,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,aa781e9a9d00dcaa201e221f751d8a811d34278fbb5c3ab57b38e40325072292a3324afb758c520c8470651f13d10db903c223358633d365099aa437eae17814
Weekly COVID-19 Citizen Science Survey,10,govt_restrictions_past_week,"Over the past WEEK, has your local government issued or continued any of the following restrictions? (CHECK ALL THAT APPLY)",true,select any,"School closures;Restricted gatherings at (or closed) bars, restaurants, and/ or theaters;Restricted gatherings  of a certain number of individuals;Recommended working from home or not working;Shelter in place (required to stay home except essential activities);Other restrictions;None of the above;Wearing masks when out in public;I don't know",survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,318107af99f3555978138581cfa9a70d3936ebff75d5bd5d4784b53915cb428af31e9c427be85947488251cd41369ce1c66b30869e145ab890d479bf1e4092fe
Weekly COVID-19 Citizen Science Survey,10,avg_sleep_past_week,"Over the past WEEK, on average, how many hours did you sleep per night?",true,integer,|hours per night,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,6f7d92847c8246abdc34e8c37bffff2fb52bacbd230d4166d356940d8c9095b503c95d496880ed74d50f98b881ca95ffc72c7bd619b1b7db2a69da361b875098
Weekly COVID-19 Citizen Science Survey,10,wear_mask,"Over the past week, how often did you wear a mask (any kind of covering over your mouth and nose) when you’re out in public? ",true,select one,Never;Sometimes;Most of the time;I did not go out in public this past week;Always,survey_data_dictionary_origcopy.csv - Weekly COVID-19 Citizen Science Survey.csv,RADx-DHT,78b92885196bc86eb53c1f84a794df8c462130ef98f02a20d55d581a02bf3a402de4621e7ea950a4136441d0244bfb6ab2732a9a56a5d506a26ed43bd122b5f4
