Id,Section,ui,Label,Enumeration,Notes,min,max,branching_logic,Unit,CDE Reference
health_status,Health Status,radio,"Would you say that (your) health in general is excellent, very good, good, fair or poor?","1, Excellent | 2, Very good | 3, Good | 4, Fair | 5, Poor",,,,,,RADx-rad Minimum CDE
protocol_id,Technology Metadata,text,Unique name or identifier for biosensor protocol,,example: ddPCR_SARS-CoV-2,,,,,RADx-rad DCC
technology_platform,Technology Metadata,text,Abbreviation or short label for technology,,example: ddPCR,,,,,RADx-rad DCC
technology_description,Technology Metadata,text,Short description of technology,,example: Droplet Digital PCR,,,,,RADx-rad DCC
technology_reference,Technology Metadata,url,"URL of publication, preprint, or website that describes technology",,,,,,,RADx-rad DCC
analyte_type,Technology Metadata,list,Type of analyte(s) or target(s) to be detected,antigen | viral RNA | virus | antibody | human IgA | human IgG | human IgM | neutralizing antibody | EV RNA | VOC,example: virus,,,,,RADx-rad DCC
signal_detection,Technology Metadata,category,Type of signal generated by the methods or assay,amperometric | chemiluminescent | chromatographic | colorimetric | displacement | fluorogenic |  gas-chromatograpic | impedimetric | MS peak area | olfactory perception | Raman scattering intensity | voltammetric,example: amerometric,,,,,RADx-rad DCC
measurement_type,Technology Metadata,list,Name of the quantity or quantities being measured by the technology,,example: peak area,,,,,RADx-rad DCC
surface,Technology Metadata/Immobilization,text,Type of plate or electrode used in the methods or assay,,examples: polystyrene | gold electrode | carbon electrode,,,,,RADx-rad DCC
capture_nanobody_id,Technology Metadata/Nanobody,text,Unique identifier or catalog number of nanobody given by supplier,,,,,,,RADx-rad DCC
capture_nanobody_clonality,Technology Metadata/Nanobody,category,Clonal state of the nanobody,monoclonal | polyclonal,,,,,,RADx-rad DCC
capture_nanobody_modification,Technology Metadata/Nanobody,text,Name of modification attached to the nanobody,,example: SH,,,,,RADx-rad DCC
capture_nanobody_modification_role,Technology Metadata/Nanobody,category,Role of the modification,capturing | capturing + detection | detection | immobilization,,,,,,RADx-rad DCC
capture_nanobody_expression_system,Technology Metadata/Nanobody,category,Expression system used to express nanobody,human-recombinant-baculovirus | human-recombinant-E.coli | human-recombinant-yeast| human-recombinant-mamalian | cameloid-recombinants-mamalian,,,,,,RADx-rad DCC
capture_nanobody_host_organism_name,Technology Metadata/Nanobody,text,Host species is the animal in which the nanobody was generated.,,example: llama,,,,,RADx-rad DCC|https://www.ncbi.nlm.nih.gov/taxonomy
capture_nanobody_host_organism_taxonomy_id,Technology Metadata/Nanobody,text,NCBI taxonomy id for the host organism,,example:  9844,,,,,RADx-rad DCC|https://www.ncbi.nlm.nih.gov/taxonomy
capture_nanobody_target_organism_name,Technology Metadata/Nanobody,text,Target organism name of the capture nanobody,,example: SARS-CoV-2,,,,,RADx-rad DCC|https://www.ncbi.nlm.nih.gov/taxonomy
capture_nanobody_target_organism_taxonomy_id,Technology Metadata/Nanobody,text,NCBI taxonomy id for target organism,,example: 2697049,,,,,RADx-rad DCC|https://www.ncbi.nlm.nih.gov/taxonomy
capture_nanobody_source,Technology Metadata/Nanobody,text,Supplier of the nanobody or nanobody conjugate or publication DOI link,,,,,,,RADx-rad DCC
cohort_id,Clinical,text,Identifier for groups of patients,,,,,,,RADx-rad DCC
date_enrolled,Clinical,date,Date when patient was enrolled in the  study and the samples were collected,,,,,,,RADx-rad DCC
covid_test_type,Covid Testing,radio,Test Method Target,"1, Antibody | 2, Antigen | 3, Nucleic acid/PCR | 4, Nucleic acid/Isothermal | 5, Molecular/host response | 6, Biochemical marker (eg, pH) | 90, Other, Specify",,,,,,RADx-UP Testing Core
covid_test_specimen_type,Covid Testing,radio,Specimen Type,"1, Anterior nasal swab | 2, Mid-turbinate nasal swab | 3, Nasopharyngeal swab | 4, Oropharyngeal swab | 5, Nasal lavage | 6, Saliva | 7, Sputum | 8, Whole blood | 90, Other, Specify",,,,,,RADx-UP Testing Core
covid_test_specimen_collector,Covid Testing,radio,Specimen Collector,"1, Self-collect | 2, Health Care Provider collected | 90, Other, Specify",,,,,,RADx-UP Testing Core
covid_test_result,Covid Testing,radio,Test result,"1, Positive | 2, Negative | 3, Failed | 4, Lost | 90, Other",,,,,,RADx-UP Testing Core
specimen_type,Assay Results,text,Specimen type used in assay,breath | hand odor | plasma | saliva | skin,example: saliva,,,,,RADx-rad DCC
assay_result,Assay Results,category,"Measured result. If other, specify result in assay_result_other",positive | negative | failed | lost | other,example: positive,,,,,RADx-rad DCC
assay_readout,Assay Results,float,Numerical assay readout,,example: 0.7,,,,,RADx-rad DCC
assay_readout_unit,Assay Results,text,Unit of assay_readout,,example: F,,,,,RADx-rad DCC
assay_readout_description,Assay Results,text,Description of assay readout type,,example: capacitance,,,,,RADx-rad DCC
cohort_size,Clinical Performance,integer,Number of subject in a cohort (see cohort_id) used to calculate metrics,,,,,,,RADx-rad DCC
true_positives,Analytical/Clinical Performance,integer,True Positives (TP). The number of subjects/specimens with true positive test results,,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
false_positives,Analytical/Clinical Performance,integer,False Positives (FP). The number of subjects/specimens with false positive test results,,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
true_negatives,Analytical/Clinical Performance,integer,True Negatives (TN). The number of subjects/specimens with true negative test results.,,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
false_negatives,Analytical/Clinical Performance,integer,False Negatives (FN). The number of subjects/specimens with false negative test results,,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
clinical_sensitivity,Clinical Performance,float,The proportion of subjects with the target condition in whom the test is positive; calculated as 100xTP/(TP+FN). Used for comparison with a reference (Gold) standard.,,PCR is Gold standard for COVID-19. For comparison with a non-reference standard use percent agreement metrics.,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_sensitivity_ci_percent,Clinical Performance,float,Percent used to define two-sided confidence interval for clinical sensitivity.,,Example: 95,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_sensitivity_ci_min,Clinical Performance,float,Lower bound of confidence interval for clinical sensitivity.,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_sensitivity_ci_max,Clinical Performance,float,Upper bound of confidence interval for clinical sensitivity.,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_specificity,Clinical Performance,float,The proportion of subjects without the target condition in whom the test is negative; calculated as 100xTN/(FP+TN).,,PCR is Gold standard for COVID-19. For comparison with a non-reference standard use percent agreement metrics.,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
clinical_specificity_ci_percent,Clinical Performance,float,Percent used to define two-sided confidence interval for clinical specificity.,,Example: 95,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_specificity_ci_min,Clinical Performance,float,Lower bound of confidence interval for clinical specificity.,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
clinical_specificity_ci_max,Clinical Performance,float,Upper bound of confidence interval for clinical specificity.,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
positive_predictive_value,Clinical Performance,float,The proportion of test positive patients who have the target condition; calculated as 100xTP/(TP+FP),,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf|https://www.medcalc.org/calc/diagnostic_test.php
positive_predictive_value_ci_percent,Clinical Performance,float,Percent used to define two-sided confidence interval for positive predicted value.,,Example: 95,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
positive_predictive_value_ci_min,Clinical Performance,float,Lower bound of confidence interval for positive predicted value,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
positive_predictive_value_ci_max,Clinical Performance,float,Upper bound of confidence interval for positive predicted value,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
negative_predictive_value,Clinical Performance,float,The proportion of test negative patients who do not have the target condition; calculated as 100xTN/(TN+FN),,,,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf
negative_predictive_value_ci_percent,Clinical Performance,float,Percent used to define two-sided confidence interval for negative predicted value.,,Example: 95,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
negative_predictive_value_ci_min,Clinical Performance,float,Lower bound of confidence interval or negative predicted value,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
negative_predictive_value_ci_max,Clinical Performance,float,Upper bound of confidence interval or negative predicted value,,,,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php
