Id,Section,ui,Label,Enumeration,Notes,min,max,branching_logic,Unit,CDE Reference,source_file,source_directory
post_o2,Health Status,,Post-treatment oxygen saturation,,,,,,,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
ktv,Health Status,,Kt/V,,,,,,,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
o2_admin,Health Status,,Total oxygen administered during treatment,,,,,,,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
fdd_to_draw_dt,Health Status,,First dialysis date to  laboratory specimen draw date,,,,,,mm/dd/yyyy,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
covid_pcr,Health Status,,COVID PCR test result value,,,,,,free text,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
covid_igg,Health Status,,COVID IgG test result value,,,,,,free text,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
covid_igm,Health Status,,COVID IgM test result value,,,,,,free text,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
albumin,Health Status,,Albumin value,,,,,,g/dL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
creatinine,Health Status,,Creatinine value,,,,,,mg/dL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
chloride,Health Status,,Chloride value,,,,,,mEq/L,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
bun,Health Status,,BUN value,,,,,,mg/mL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
sodium,Health Status,,Sodium value,,,,,,mEq/L,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
tsat,Health Status,,TSAT value,,,,,,%,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
potassium,Health Status,,Potassium value,,,,,,mEq/L,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
ferritin,Health Status,,Ferritin value,,,,,,ng/mL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
urr,Health Status,,URR value,,,,,,%,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
npcr,Health Status,,NPCR,,,,,,,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
pth,Health Status,,PTH value,,,,,,pg/mL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
total_calcium,Health Status,,Total calcium value,,,,,,mg/dL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
platelets,Health Status,,Platelets value,,,,,,10000/uL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
phosphorus,Health Status,,Phosphorus value,,,,,,mg/dL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
hgb,Health Status,,Hemoglobin value,,,,,,g/dL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
wbc,Health Status,,WBC value,,,,,,10000/uL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
monocytes,Health Status,,Monocyte value,,,,,,%,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
eosinophils,Health Status,,Eosinophil value,,,,,,%,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
basophils,Health Status,,Basophil value,,,,,,%,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
lymphocytes,Health Status,,Lymphocyte value,,,,,,%,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
neutrophils,Health Status,,Neutrophil value,,,,,,%,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
hepb_absag,Health Status,,Hepatitis B surface antigen value,,,,,,m[IU]/mL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
hepb_antihbc,Health Status,,Hepatitis B core antibody value,,,,,,m[IU]/mL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
hepb_antihbs,Health Status,,Hepatitis B surface antibody value,,,,,,m[IU]/mL,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
nlr,Health Status,,Neutrophil-to-Lymphocyte Ratio,,,,,,,,rad_016_067-01_DICT_origcopy_v1.csv,phs002657
