Id,Label,Datatype,Enumeration
elig_smp_loss_smell,New loss of taste or smell at Eligibility Screen,integer,
elig_smp_other,Other Symptoms at Eligiblity Screen,integer,
Vaccinated,Vaccination status at Baseline,integer,"""0"" =[Unvaccinated]|""1"" =[Vaccinated]"
devicenum,RADx Device Number,string,
VaccineRecordDose3Company_elig,Which companys vaccine did you receive as your third dose? Eligibility Screen,string,
VaccineRecordDoses_elig,How many vaccine doses have you recieved? Eligibility Screen,integer,
VaccineRecordDose4Company_elig,Which companys vaccine did you receive as your fourth dose? Eligibility Screen,string,
VaccineRecord_elig,Have you ever received a COVID-19 vaccine?,string,
VaccineRecordDose1Date_elig,Date of first COVID-19 Vaccine Eligibility Screen,date,
VaccineRecordDose2Company_elig,Which companys vaccine did you receive as your second dose? Eligibility Screen,string,
VaccineRecordDose3Date_elig,Date of third COVID-19 Vaccine Eligibility Screen,date,
VaccineRecordDose2Date_elig,Date of second COVID-19 Vaccine Eligibility Screen,date,
VaccineIntent_elig,Do you intend to receive a vaccine for COVID-19? Eligibility Screen,string,
VaccineRecordDose1Company_elig,Which companys vaccine did you receive as your first dose? Eligibility Screen,string,
SetParticipantType,Type of Participant (Adult or Child),string,
VaccineRecordDose4Date_elig,Date of fourth COVID-19 Vaccine Eligibility Screen,date,
HearAbout,How did you find out about this study?,string,
Useful_SignUp,How useful were The instructions to sign up for the study (scale 1-5),integer,
Useful_Alerts,How useful were The Alerts from the app for study activities (scale 1-5),integer,
Useful_AppInstructions,How useful were The instructions within the app for completing the study activities (scale 1-5),integer,
Useful_TextMessages,How useful were The text messages from study staff reminding you to do study activities (scale 1-5),integer,
Useful_Support,How useful was live support from the study staff through the hotline (scale 1-5),integer,
Useful_PhoneCalls,How useful were The phone calls from study staff reminding you to do study activities (scale 1-5),integer,
Useful_TestShipment,How useful were The experience of receiving tests delivered to your home (scale 1-5),integer,
EnrollmentDt,Enrollment Date,date,
otc_result,OTC RESULT Study Day 1,string,
smp_nausea,"Feeling sick to your stomach, nausea, vomiting, or diarrhea Study Day 1",boolean,"""1"" =[Checked]"
smp_fever,Fever or Chills Study Day 1,boolean,"""1"" =[Checked]"
smp_headache,Headache Study Day 1,boolean,"""1"" =[Checked]"
smp_body_aches,Muscle or body aches Study Day 1,boolean,"""1"" =[Checked]"
smp_loss_smell,New loss of taste or smell Study Day 1,boolean,"""1"" =[Checked]"
smp_rash,Rash Study Day 1,boolean,"""1"" =[Checked]"
smp_sob,"Shortness of breath, difficulty breathing or chest discomfort Study Day 1",boolean,"""1"" =[Checked]"
smp_other,Other Symptoms Study Day 1,boolean,"""1"" =[Checked]"
smp_none,No Symptoms Study Day 1,boolean,"""1"" =[Checked]"
smp_abd_pain,Abdominal pain Study Day 1,boolean,"""1"" =[Checked]"
smp_runny_nose,"Congestion, sore throat, runny nose Study Day 1",boolean,"""1"" =[Checked]"
smp_cough,Cough Study Day 1,boolean,"""1"" =[Checked]"
smp_fatigue,Fatigue Study Day 1,boolean,"""1"" =[Checked]"
CloseContactWhen,When were you in close contact with someone who tested positive for COVID-19? Study Day 1,string,
CloseContactDuration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 1,string,
ContactDuration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 1,string,
CloseContactHousehold,Do you live in the same household as the person who tested positive for the COVID-19 virus? Study Day 1,string,
ExpertReadResult,Coordinator Interpretation of OTC Test Study Day 1,string,
Nausea_StartTime,"Feeling sick to your stomach, vomiting Day Symptoms Started Study Day 1",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Cough_StartTime,Cough Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Fever_StartTime,Fever  Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Congestion_StartTime,"Congestion, sore throat, runny nose Day Symptoms Started Study Day 1",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
LossSmellTaste_StartTime,New loss of taste or smell Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Headache_StartTime,Headache Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Fatigue_StartTime,Fatigue Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Other_StartTime,Other Symptoms Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Conjunctivitis_StartTime,Conjuctivitis  Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
ShortnessOfBreath_StartTime,"Shortness of breath, difficulty breathing or chest discomfort Day Symptoms Started Study Day 1",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
BodyAche_StartTime,Muscle or body aches Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Chills_StartTime,Chills  Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
AbdominalPain_StartTime,Abdominal pain Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
NoSymptoms_StartTime,How long have you been without symptoms? Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Diarrhea_StartTime,Diarrhea Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
SkinRash_StartTime,Rash Day Symptoms Started Study Day 1,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetestlocation,Was your positive COVID-19 test result from a test you used in this study? Study Day 1,string,
recentpositivetest,"In the past 7 days, have you tested positive for COVID-19? Study Day 1",string,
roche_result,ROCHE RESULT Study Day 1,string,
orf_gene,ORF CT Value Study Day 1,decimal,
ngene,N gene CT Value Study Day 1,decimal,
testingdate,Testing and Study Date 1,date,
otc_result,OTC RESULT Study Day 2,string,
smp_nausea,"Feeling sick to your stomach, nausea, vomiting, or diarrhea Study Day 2",boolean,"""1"" =[Checked]"
smp_fever,Fever or Chills Study Day 2,boolean,"""1"" =[Checked]"
smp_headache,Headache Study Day 2,boolean,"""1"" =[Checked]"
smp_body_aches,Muscle or body aches Study Day 2,boolean,"""1"" =[Checked]"
smp_loss_smell,New loss of taste or smell Study Day 2,boolean,"""1"" =[Checked]"
smp_rash,Rash Study Day 2,boolean,"""1"" =[Checked]"
smp_sob,"Shortness of breath, difficulty breathing or chest discomfort Study Day 2",boolean,"""1"" =[Checked]"
smp_other,Other Symptoms Study Day 2,boolean,"""1"" =[Checked]"
smp_none,No Symptoms Study Day 2,boolean,"""1"" =[Checked]"
smp_abd_pain,Abdominal pain Study Day 2,boolean,"""1"" =[Checked]"
smp_runny_nose,"Congestion, sore throat, runny nose Study Day 2",boolean,"""1"" =[Checked]"
smp_cough,Cough Study Day 2,boolean,"""1"" =[Checked]"
smp_fatigue,Fatigue Study Day 2,boolean,"""1"" =[Checked]"
CloseContactWhen,When were you in close contact with someone who tested positive for COVID-19? Study Day 2,string,
CloseContactDuration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 2,string,
ContactDuration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 2,string,
CloseContactHousehold,Do you live in the same household as the person who tested positive for the COVID-19 virus? Study Day 2,string,
ExpertReadResult,Coordinator Interpretation of OTC Test Study Day 2,string,
Nausea_StartTime,"Feeling sick to your stomach, vomiting Day Symptoms Started Study Day 2",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Cough_StartTime,Cough Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Fever_StartTime,Fever  Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Congestion_StartTime,"Congestion, sore throat, runny nose Day Symptoms Started Study Day 2",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
LossSmellTaste_StartTime,New loss of taste or smell Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Headache_StartTime,Headache Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Fatigue_StartTime,Fatigue Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Other_StartTime,Other Symptoms Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Conjunctivitis_StartTime,Conjuctivitis  Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
ShortnessOfBreath_StartTime,"Shortness of breath, difficulty breathing or chest discomfort Day Symptoms Started Study Day 2",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
BodyAche_StartTime,Muscle or body aches Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Chills_StartTime,Chills  Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
AbdominalPain_StartTime,Abdominal pain Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
NoSymptoms_StartTime,How long have you been without symptoms? Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Diarrhea_StartTime,Diarrhea Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
SkinRash_StartTime,Rash Day Symptoms Started Study Day 2,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetestlocation,Was your positive COVID-19 test result from a test you used in this study? Study Day 2,string,
recentpositivetest,"In the past 7 days, have you tested positive for COVID-19? Study Day 2",string,
roche_result,ROCHE RESULT Study Day 2,string,
orf_gene,ORF CT Value Study Day 2,decimal,
ngene,N gene CT Value Study Day 2,decimal,
testingdate,Testing and Study Date 2,date,
otc_result,OTC RESULT Study Day 3,string,
smp_nausea,"Feeling sick to your stomach, nausea, vomiting, or diarrhea Study Day 3",boolean,"""1"" =[Checked]"
smp_fever,Fever or Chills Study Day 3,boolean,"""1"" =[Checked]"
smp_headache,Headache Study Day 3,boolean,"""1"" =[Checked]"
smp_body_aches,Muscle or body aches Study Day 3,boolean,"""1"" =[Checked]"
smp_loss_smell,New loss of taste or smell Study Day 3,boolean,"""1"" =[Checked]"
smp_rash,Rash Study Day 3,boolean,"""1"" =[Checked]"
smp_sob,"Shortness of breath, difficulty breathing or chest discomfort Study Day 3",boolean,"""1"" =[Checked]"
smp_other,Other Symptoms Study Day 3,boolean,"""1"" =[Checked]"
smp_none,No Symptoms Study Day 3,boolean,"""1"" =[Checked]"
smp_abd_pain,Abdominal pain Study Day 3,boolean,"""1"" =[Checked]"
smp_runny_nose,"Congestion, sore throat, runny nose Study Day 3",boolean,"""1"" =[Checked]"
smp_cough,Cough Study Day 3,boolean,"""1"" =[Checked]"
smp_fatigue,Fatigue Study Day 3,boolean,"""1"" =[Checked]"
CloseContactWhen,When were you in close contact with someone who tested positive for COVID-19? Study Day 3,string,
CloseContactDuration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 3,string,
ContactDuration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 3,string,
CloseContactHousehold,Do you live in the same household as the person who tested positive for the COVID-19 virus? Study Day 3,string,
ExpertReadResult,Coordinator Interpretation of OTC Test Study Day 3,string,
Nausea_StartTime,"Feeling sick to your stomach, vomiting Day Symptoms Started Study Day 3",string,
Cough_StartTime,Cough Day Symptoms Started Study Day 3,string,
Fever_StartTime,Fever  Day Symptoms Started Study Day 3,string,
Congestion_StartTime,"Congestion, sore throat, runny nose Day Symptoms Started Study Day 3",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
LossSmellTaste_StartTime,New loss of taste or smell Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Headache_StartTime,Headache Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Fatigue_StartTime,Fatigue Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Other_StartTime,Other Symptoms Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Conjunctivitis_StartTime,Conjuctivitis  Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
ShortnessOfBreath_StartTime,"Shortness of breath, difficulty breathing or chest discomfort Day Symptoms Started Study Day 3",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
BodyAche_StartTime,Muscle or body aches Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Chills_StartTime,Chills  Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
AbdominalPain_StartTime,Abdominal pain Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
NoSymptoms_StartTime,How long have you been without symptoms? Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Diarrhea_StartTime,Diarrhea Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
SkinRash_StartTime,Rash Day Symptoms Started Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetestlocation,Was your positive COVID-19 test result from a test you used in this study? Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
recentpositivetest,"In the past 7 days, have you tested positive for COVID-19? Study Day 3",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
roche_result,ROCHE RESULT Study Day 3,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
orf_gene,ORF CT Value Study Day 3,decimal,
ngene,N gene CT Value Study Day 3,decimal,
testingdate,Testing and Study Date 3,date,
otc_result,OTC RESULT Study Day 4,string,
smp_nausea,"Feeling sick to your stomach, nausea, vomiting, or diarrhea Study Day 4",boolean,"""1"" =[Checked]"
smp_fever,Fever or Chills Study Day 4,boolean,"""1"" =[Checked]"
smp_headache,Headache Study Day 4,boolean,"""1"" =[Checked]"
smp_body_aches,Muscle or body aches Study Day 4,boolean,"""1"" =[Checked]"
smp_loss_smell,New loss of taste or smell Study Day 4,boolean,"""1"" =[Checked]"
smp_rash,Rash Study Day 4,boolean,"""1"" =[Checked]"
smp_sob,"Shortness of breath, difficulty breathing or chest discomfort Study Day 4",boolean,"""1"" =[Checked]"
smp_other,Other Symptoms Study Day 4,boolean,"""1"" =[Checked]"
smp_none,No Symptoms Study Day 4,boolean,"""1"" =[Checked]"
smp_abd_pain,Abdominal pain Study Day 4,boolean,"""1"" =[Checked]"
smp_runny_nose,"Congestion, sore throat, runny nose Study Day 4",boolean,"""1"" =[Checked]"
smp_cough,Cough Study Day 4,boolean,"""1"" =[Checked]"
smp_fatigue,Fatigue Study Day 4,boolean,"""1"" =[Checked]"
CloseContactWhen,When were you in close contact with someone who tested positive for COVID-19? Study Day 4,string,
CloseContactDuration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 4,string,
ContactDuration,How much time did you spend within 6 feet of the person who tested positive for the COVID-19 virus? Study Day 4,string,
CloseContactHousehold,Do you live in the same household as the person who tested positive for the COVID-19 virus? Study Day 4,string,
ExpertReadResult,Coordinator Interpretation of OTC Test Study Day 4,string,
Nausea_StartTime,"Feeling sick to your stomach, vomiting Day Symptoms Started Study Day 4",string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
Cough_StartTime,Cough Day Symptoms Started Study Day 4,string,"0=[Today] |""1""=[1 day ago]|""2""=[2 days ago]|""3""=[3 days ago]|""4""=[4 days ago]|""5""=[5 days ago]|""6""=[6 days ago]|""7""=[7 days ago]|""8-14""=[8-14 days ago]|""14+""=[More than 14 days ago]"
