Id,Label,Datatype,Enumeration,source_file,source_directory
technical,I think that I would need the support of a technical person to be able to use this system.,integer,"""1""=[Strongly Disagree]|""2""=[Disagree]|""3""=[Neutral]|""4""=[Agree]|""5""=[Strongly Agree]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
integrated,I found the various functions in this system were well integrated.,integer,"""1""=[Strongly Disagree]|""2""=[Disagree]|""3""=[Neutral]|""4""=[Agree]|""5""=[Strongly Agree]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
quick,I would imagine that most people would learn to use this system very quickly.,integer,"""1""=[Strongly Disagree]|""2""=[Disagree]|""3""=[Neutral]|""4""=[Agree]|""5""=[Strongly Agree]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
cumbersome,I found the system very cumbersome to use.,integer,"""1""=[Strongly Disagree]|""2""=[Disagree]|""3""=[Neutral]|""4""=[Agree]|""5""=[Strongly Agree]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
confident,I felt very confident using the system.,integer,"""1""=[Strongly Disagree]|""2""=[Disagree]|""3""=[Neutral]|""4""=[Agree]|""5""=[Strongly Agree]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
learn,I needed to learn a lot of things before I could get going with this system.,integer,"""1""=[Strongly Disagree]|""2""=[Disagree]|""3""=[Neutral]|""4""=[Agree]|""5""=[Strongly Agree]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
promoter,Would you recommend this system to someone else?,integer,"""1""=[Definitely Yes]|""2""=[Probably Yes]|""3""=[Unsure]|""4""=[Probably Not]|""5""=[Definitely Not]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
inconsistency,I thought there was too much inconsistency in this device.,integer,"""1""=[Strongly Disagree]|""2""=[Disagree]|""3""=[Neutral]|""4""=[Agree]|""5""=[Strongly Agree]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
adverse_what_1,What adverse event occurred?,integer,"""1""=[Epistaxis (Nose Bleed)]|""2""=[Nasal Pain]|""3""=[Headache]|""4""=[Ear Discomfort]|""5""=[Rhinorrhea (Runny Nose)]|""6""=[Vomiting]|""7""=[Excessive Bleeding (Dried Blood Spot)]|""8""=[Nausea]|""9""=[Fainting]|""10""=[Dizziness]|""11""=[Diaphoresis (Excessive Sweating)]|""12""=[Vasovagal Reaction]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
date_start_1,Date that the adverse event started?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
date_end_1,Date that the adverse event ended?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
severity_1,What was the level of severity of this adverse event?,integer,"""1""=[Mild]|""2""=[Moderate]|""3""=[Severe]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
action_taken_1,What was the action taken?,integer,"""0""=[None]|""1""=[Study Intervention Stopped]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
attribution_1,Was this adverse event attributable to research?,integer,"""0""=[Unrelated]|""1""=[Unlikely]|""2""=[Possible]|""3""=[Probable]|""4""=[Definite]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
outcome_1,What was the outcome?,integer,"""1""=[Recovered]|""2""=[Ongoing]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
expected_1,Was this adverse event expected?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
serious_1,Was this adverse event serious?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
adverse_what_2,What adverse event occurred?,integer,"""1""=[Epistaxis (Nose Bleed)]|""2""=[Nasal Pain]|""3""=[Headache]|""4""=[Ear Discomfort]|""5""=[Rhinorrhea (Runny Nose)]|""6""=[Vomiting]|""7""=[Excessive Bleeding (Dried Blood Spot)]|""8""=[Nausea]|""9""=[Fainting]|""10""=[Dizziness]|""11""=[Diaphoresis (Excessive Sweating)]|""12""=[Vasovagal Reaction]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
date_start_2,Date that the adverse event started?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
date_end_2,Date that the adverse event ended?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
severity_2,What was the level of severity of this adverse event?,integer,"""1""=[Mild]|""2""=[Moderate]|""3""=[Severe]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
action_taken_2,What was the action taken?,integer,"""0""=[None]|""1""=[Study Intervention Stopped]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
attribution_2,Was this adverse event attributable to research?,integer,"""0""=[Unrelated]|""1""=[Unlikely]|""2""=[Possible]|""3""=[Probable]|""4""=[Definite]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
outcome_2,What was the outcome?,integer,"""1""=[Recovered]|""2""=[Ongoing]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
expected_2,Was this adverse event expected?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
serious_2,Was this adverse event serious?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
adverse_what_3,What adverse event occurred?,integer,"""1""=[Epistaxis (Nose Bleed)]|""2""=[Nasal Pain]|""3""=[Headache]|""4""=[Ear Discomfort]|""5""=[Rhinorrhea (Runny Nose)]|""6""=[Vomiting]|""7""=[Excessive Bleeding (Dried Blood Spot)]|""8""=[Nausea]|""9""=[Fainting]|""10""=[Dizziness]|""11""=[Diaphoresis (Excessive Sweating)]|""12""=[Vasovagal Reaction]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
date_start_3,Date that the adverse event started?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
date_end_3,Date that the adverse event ended?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
severity_3,What was the level of severity of this adverse event?,integer,"""1""=[Mild]|""2""=[Moderate]|""3""=[Severe]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
action_taken_3,What was the action taken?,integer,"""0""=[None]|""1""=[Study Intervention Stopped]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
attribution_3,Was this adverse event attributable to research?,integer,"""0""=[Unrelated]|""1""=[Unlikely]|""2""=[Possible]|""3""=[Probable]|""4""=[Definite]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
outcome_3,What was the outcome?,integer,"""1""=[Recovered]|""2""=[Ongoing]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
expected_3,Was this adverse event expected?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
serious_3,Was this adverse event serious?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
adverse_what_4,What adverse event occurred?,integer,"""1""=[Epistaxis (Nose Bleed)]|""2""=[Nasal Pain]|""3""=[Headache]|""4""=[Ear Discomfort]|""5""=[Rhinorrhea (Runny Nose)]|""6""=[Vomiting]|""7""=[Excessive Bleeding (Dried Blood Spot)]|""8""=[Nausea]|""9""=[Fainting]|""10""=[Dizziness]|""11""=[Diaphoresis (Excessive Sweating)]|""12""=[Vasovagal Reaction]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
date_start_4,Date that the adverse event started?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
date_end_4,Date that the adverse event ended?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
severity_4,What was the level of severity of this adverse event?,integer,"""1""=[Mild]|""2""=[Moderate]|""3""=[Severe]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
action_taken_4,What was the action taken?,integer,"""0""=[None]|""1""=[Study Intervention Stopped]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
attribution_4,Was this adverse event attributable to research?,integer,"""0""=[Unrelated]|""1""=[Unlikely]|""2""=[Possible]|""3""=[Probable]|""4""=[Definite]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
outcome_4,What was the outcome?,integer,"""1""=[Recovered]|""2""=[Ongoing]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
expected_4,Was this adverse event expected?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
serious_4,Was this adverse event serious?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_risk_1,Did the deviation put the participant at risk and/or negatively affect primary study aims?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_date_occured_1,Date that the deviation occurred?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_date_noted_1,Date that the deviation was noted?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_risk_2,Did the deviation put the participant at risk and/or negatively affect primary study aims?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_date_occured_2,Date that the deviation occurred?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_date_noted_2,Date that the deviation was noted?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_risk_3,Did the deviation put the participant at risk and/or negatively affect primary study aims?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_date_occured_3,Date that the deviation occurred?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_date_noted_3,Date that the deviation was noted?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_risk_4,Did the deviation put the participant at risk and/or negatively affect primary study aims?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_date_occured_4,Date that the deviation occurred?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dev_date_noted_4,Date that the deviation was noted?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
covid_vax,Have you ever received a COVID-19 (SARS-CoV-2) vaccine?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
covid_vax_co,Which companys COVID-19 vaccine did you receive?,integer,"""1""=[Astrazeneca]|""2""=[Janssen]|""3""=[Moderna]|""4""=[Novavax]|""5""=[Pfizer]|""77""=[Dont Know]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
covid_vax_doses,How many vaccine doses have you received?,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
covid_vax_date_dose1,What was the date of your first COVID-19 vaccine (OK to guess if unsure)?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
covid_vax_date_dose2,What was the date of your second COVID-19 vaccine (OK to guess if unsure)?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
covid_tx_prev,Have you previously received any of the following treatments for COVID-19?,integer,"""0""=[I Have Never Received A Treatment For Covid-19]|""1""=[Dexamethasone]|""2""=[Remdesivir (Veklury)]|""3""=[Casirivimab & Imdevimab (Regn-Cov2)]|""4""=[Bamlanivimab (Ly-Cov555)]|""5""=[Monoclonal Antibodies (Antibodies Made In A Laboratory)]|""6""=[Convalescent Plasma (Antibodies Collected From People)]|""77""=[I Have Received A Treatment For Covid-19, But I Do Not Know The Name]|""99""=[Other Therapy Specifically Treating Covid-19]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
covid_tx_curr,Are you currently receiving any of the following treatments for COVID-19?,integer,"""0""=[I Am Not Currently Receiving A Therapy For Covid-19]|""1""=[Dexamethasone]|""2""=[Remdesivir (Veklury)]|""3""=[Casirivimab & Imdevimab (Regn-Cov2)]|""4""=[Bamlanivimab (Ly-Cov555)]|""5""=[Monoclonal Antibodies (Antibodies Made In A Laboratory)]|""6""=[Convalescent Plasma (Antibodies Collected From People)]|""77""=[I Am Currently Receiving A Treatment For Covid-19, But I Do Not Know The Name]|""99""=[Other Therapy Specifically Treating Covid-19]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
known_exposure,"In the past two weeks, have you been in close contact (within 6 feet for more than 15 minutes) with anyone who recently (within 1 week of your exposure) tested positive for COVID-19 virus?",integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
known_exposure_days,How many days ago were you exposed to someone who recently tested positive for the COVID-19 virus?,decimal,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
standard_test,Standard Test Assigned,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
stand_cycle_time_1,What is the cycle threshold value?,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
stand_cycle_time_2,What is the cycle threshold value?,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
sus_score,SUS Score,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
covid_vax_co2,Which companys COVID-19 booster vaccine did you receive?,integer,"""1""=[Astrazeneca]|""2""=[Janssen]|""3""=[Moderna]|""4""=[Novavax]|""5""=[Pfizer]|""77""=[Dont Know]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
covid_vax_co3,Which companys COVID-19 second booster vaccine did you receive?,integer,"""1""=[Astrazeneca]|""2""=[Janssen]|""3""=[Moderna]|""4""=[Novavax]|""5""=[Pfizer]|""77""=[Dont Know]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
household_sx_past_48_hrs,"IN THE PAST 48 HOURS, has ANYONE (other than you) in your household had ANY of those symptoms?",integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
assay,PCR Assay used,string,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
stand_tar1,Standard Target 1,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
stand_tar2,Standard Target 2,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_sample_success,Was the VENOUS BLOOD sample collection successful?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
sal_sample_success,Was the SALIVA sample collection successful?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dbs_sample_success,Was the DRIED BLOOD SPOT sample collection successful?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
mt_sample_success,Was the MID-TURBINATE sample collection successful?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
np_sample_success,Was the NASOPHARYNGEAL sample collection successful?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
why_dbs_samp_not_collec,Why was the DRIED BLOOD SPOT Research Test collection not successful?,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dbs_performed,The DRIED BLOOD SPOT sample collection was performed by:,integer,"""1""=[Study Staff]|""2""=[The Participant, Supervised By Study Staff]|""10""=[Parent/Guardian]|""11""=[Pediatric Participant]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dbs_time,At what date and time was the DRIED BLOOD SPOT sample collected?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dbs_location,What was the sample collection location of the DRIED BLOOD SPOT Research Test?,integer,"""1""=[Left Thumb]|""2""=[Right Thumb]|""3""=[Left Index Finger]|""4""=[Right Index Finger]|""5""=[Left Middle Finger]|""6""=[Right Middle Finger]|""7""=[Left Ring Finger]|""8""=[Right Ring Finger]|""9""=[Left Pinky Finger]|""10""=[Right Pinky Finger]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
dbs_concern,Were there any concerns about the DRIED BLOOD SPOT sample collection?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
mt_performed,The MID-TURBINATE sample collection was performed by:,integer,"""1""=[Study Staff]|""2""=[The Participant, Supervised By Study Staff]|""10""=[Parent/Guardian]|""11""=[Pediatric Participant]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
mt_time,At what date and time was the MID-TURBINATE sample collected?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
mt_location,What was the sample collection location of the MID-TURBINATE Research Test?,integer,"""1""=[Left]|""2""=[Right]|""3""=[Both]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
mt_medium,What type of transport medium is in the tube that the MID-TURBINATE swab was placed in?,integer,"""1""=[Dry (No Transport Medium)]|""2""=[Vtm]|""3""=[Saline]|""4""=[Ethanol]|""5""=[Utm]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
mt_medium_oth,What was the other medium in the tube that the MID-TURBINATE swab was placed in?,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
mt_concern,Were there any concerns about the MID-TURBINATE sample collection?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
np_performed,The NASOPHARYNGEAL sample collection was performed by:,integer,"""1""=[Study Staff]|""2""=[The Participant, Supervised By Study Staff]|""10""=[Parent/Guardian]|""11""=[Pediatric Participant]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
np_time,At what date and time was the NASOPHARYNGEAL sample collected?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
np_location,What was the sample collection location of the NASOPHARYNGEAL Research Test?,integer,"""1""=[Left]|""2""=[Right]|""3""=[Both]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
np_medium,What type of transport medium is in the tube that the NASOPHARYNGEAL swab was placed in?,integer,"""1""=[Dry (No Transport Medium)]|""2""=[Vtm]|""3""=[Saline]|""4""=[Ethanol]|""5""=[Utm]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
np_medium_oth,What was the other medium in the tube that the NASOPHARYNGEAL swab was placed in?,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
np_concern,Were there any concerns about the NASOPHARYNGEAL sample collection?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
sal_performed,The SALIVA sample collection was performed by:,integer,"""1""=[Study Staff]|""2""=[The Participant, Supervised By Study Staff]|""10""=[Parent/Guardian]|""11""=[Pediatric Participant]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
sal_time,At what date and time was the SALIVA sample collected?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
sal_concern,Were there any concerns about the SALIVA sample collection?,integer,"""0""=[No]|""1""=[Yes]|""77""=[Dont Know]|""88""=[Refused/Na]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_time,At what date and time was the VENOUS BLOOD sample collected?,datetime,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_location,What was the sample collection location of the VENOUS BLOOD Research Test?,integer,"""1""=[Left Antecubital]|""2""=[Right Antecubital]|""3""=[Left Arm]|""4""=[Right Arm]|""5""=[Left Hand]|""6""=[Right Hand]|""99""=[Other]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_type_tube_green,Which blood collection tubes were used? Light green top tube (lithium heparin),boolean,""".""=[Unchecked]|""0""=[Unchecked]|""1""=[Checked]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_type_tube_gold,Which blood collection tubes were used? Gold top tube (serum separator),boolean,""".""=[Unchecked]|""0""=[Unchecked]|""1""=[Checked]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_type_tube_red,Which blood collection tubes were used? Red top tube (serum separator),boolean,""".""=[Unchecked]|""0""=[Unchecked]|""1""=[Checked]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_type_tube_oth,Which blood collection tubes were used? Other,boolean,""".""=[Unchecked]|""0""=[Unchecked]|""1""=[Checked]",dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_count_tube_green,How many LIGHT GREEN top tubes were collected?,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_count_tube_gold,How many GOLD top tubes were collected?,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_count_tube_red,How many RED top tubes were collected?,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_type_tube_oth_specify,What was the other tube type?,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_count_tube_oth,How many OTHER tubes were collected?,integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
vb_volume,What was the approximate volume of blood collected? (ml),integer,,dictionary_tier2_3_2023-03-28_v1.csv,phs002736
