Id,Label,Terms,Datatype,Unit,Enumeration,Additional Missing Value Codes
race_ethn_islander_detail_2,,,bit,,"""0""=[Native Hawaiian] |""1""=[Native Hawaiian]  $ ""0""=[Other Pacific Islander] |""1""=[Other Pacific Islander]  $ ""0""=[Samoan] |""1""=[Samoan]  $ ""0""=[Chamorro] |""1""=[Chamorro] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
recentyear_covidtest,What year did you have your most recent COVID-19 test?,,int,,"""1""=[2019] |""2""=[2020] |""3""=[2021] |""4""=[2022] |""5""=[2023] |""6""=[2024] |""7""=[2025] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
self_reported_weight_units,Please choose the units you would like to use for weight,,int,,"""1""=[Kilograms] |""2""=[Pounds] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
test_accesseasy,It is easy to get tested for COVID-19.,,int,,"""0""=[Strongly disagree] |""1""=[Disagree] |""2""=[Neither disagree or agree] |""3""=[Agree] |""4""=[Strongly agree] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
test_accesswhere,I know where I can get COVID-19 testing in my community.,,int,,"""0""=[Strongly disagree] |""1""=[Disagree] |""2""=[Neither disagree or agree] |""3""=[Agree] |""4""=[Strongly agree] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
vaccine_concerns_3,"Why would you NOT get a COVID-19 vaccine? ",,bit,,"""0""=[I'm allergic to vaccines] |""1""=[I'm allergic to vaccines]  $ ""0""=[Other] |""1""=[Other]  $ ""0""=[I don't like needles] |""1""=[I don't like needles]  $ ""0""=[I'm not concerned about getting really sick from COVID-19] |""1""=[I'm not concerned about getting really sick from COVID-19]  $ ""0""=[I'm concerned about side effects from the vaccine] |""1""=[I'm concerned about side effects from the vaccine]  $ ""0""=[I don't think vaccines work very well] |""1""=[I don't think vaccines work very well]  $ ""0""=[I don't trust that the vaccine will be safe] |""1""=[I don't trust that the vaccine will be safe]  $ ""0""=[I don't believe the COVID-19 pandemic is as bad as some people say it is] |""1""=[I don't believe the COVID-19 pandemic is as bad as some people say it is] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
vaccine_reasons_3,Why would you get a COVID-19 vaccine?,,bit,,"""0""=[I want to keep my family safe] |""1""=[I want to keep my family safe]  $ ""0""=[I want to keep my community safe] |""1""=[I want to keep my community safe]  $ ""0""=[I want to keep myself safe] |""1""=[I want to keep myself safe]  $ ""0""=[My doctor told me to get a COVID-19 vaccine] |""1""=[My doctor told me to get a COVID-19 vaccine]  $ ""0""=[I believe life won't go back to normal until most people get a COVID-19 vaccine] |""1""=[I believe life won't go back to normal until most people get a COVID-19 vaccine]  $ ""0""=[Other] |""1""=[Other] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
work_closecont,Does your work require you to be in close contact (i.e. within 6 ft) with others?,,int,,"""1""=[Yes, all of the time] |""2""=[Yes, most of the time] |""3""=[Some of the time] |""4""=[Rarely] |""5""=[Not at all] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
work_ppe,"In your workplace, do you have access to necessary personal protective equipment (PPE)? ",,int,,"""1""=[Yes, all of the time] |""2""=[Yes, most of the time] |""3""=[Some of the time] |""4""=[Rarely] |""5""=[Not at all] |""6""=[Not applicable] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
work_wash,"In your workplace, do you have access to necessary facilities to wash?",,int,,"""1""=[Yes, all of the time] |""2""=[Yes, most of the time] |""3""=[Some of the time] |""4""=[Rarely] |""5""=[Not at all] |""99""=[Prefer not to answer] ","""-9999""=[Reason Unknown] |""-9960""=[This information was not provided by the originator (participant or sensor)] |""-9985""=[Data was invalid (wrong format, wrong or unknown units, not parseable, or impossible value)] |""-9944""=[This element (question or variable) was not presented to user for collection (reason unspecified)]"
