variable_name,section_header,ui,label,value_constraints,field_note,units,CDE Reference,source_file,source_directory,Digest (variable_name|source_file|source_directory)
limit_of_quantitation,Analytical Performance,float,"Limit of Quantiation (LOQ). The minimum amount or concentration of analyte in the test sample that can be quantified with acceptable precision. Concentration units must be specified in the ""Units"" column! For quantiative tests.",,"Armbruster DA, Pry T. Limit of blank, limit of detection and limit of quantitation. Clin Biochem Rev. 2008 Aug;29 Suppl 1(Suppl 1):S49-52. PMID: 18852857; PMCID: PMC2556583.",,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,1ca639126112fb42fd3c3ed5eb0a1a365a9875b9a2b2c3aa13ad9bb58649c396da1c24cbf80691b8ed78c7f42d66bd274b0849d3cca26e8972587850041d8e01
limit_of_quantitation_unit,Analytical Performance,text,Concentration unit for limit_of_quantitation,,,,"RADx-rad DCC ",RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,832e36920646cc43edd7f4078b46c94160e2637d44d63f6878742144dd2f8a7218787ade96851ffb83edd081c9c6ddf610a5c30161c02f8dcf8fb8446e836f4a
limit_of_quantitation_sn_ratio,Analytical Performance,float,Signal to noise ratio used to define the limit of quantification in standard deviations.,,Example: 5,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,9ba7b7bceb9cfc00be5d6e89b857016e15ab89bb102548a023f47eb8fc920e93dd7ca849f28a2077c0fe5e18c52b939e603538acd78fe54906381169f3921477
limit_of_quantitation_detail,Analytical Performance,text,Description of how limit of quantition was determined.,,"
COVID-19 Home Test was tested with up to a concentration
of 106.43 TCID 50 /mL of heat inactivated SARS-CoV-2 virus
(USA-WA1/2020 Isolate). Source: https://www.fda.gov/media/144592/download.",,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,e95362ddf2b29842df046f65f4e7f70334012971c5b2222727bba9a433896fc7a5452bd0f0114459e3460363d3ee46eb65cec4f300500b9fa8224e9be59db1d8
dynamic_range_min,Analytical Performance,float,Dynamic range min is the  lowest concentration of an analyte that can be reliably detected by the assay.,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,dd7e3c47cab58545feb60995f401f1336671f4c4ae3e64678d075f74509b19268a8e46cbf3e4cb7820d2fd9497e28cbf34e733e1b419f0b06b58201acb0dc408
dynamic_range_min_unit,Analytical Performance,text,Unit of dynamic range minimum value,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,3ab77445a09d04908c143c023449d787ba4e6aece7c2c7a92d65e210adf760ccefbc6e8d59e880cfdd555a70437ccfde1f96b986b63ee18b3da9c1dd5094d3d7
dynamic_range_max,Analytical Performance,float,Dynamic range ax is the heighest concentration of an analyte that can be reliably detected by the assay.,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,161d26ebb8919b2b5625302530966154ee2b5912afa83a287589462ad26be5959db68c091b46c0f7958f124c1edbab3b18dc7c627889e1c0154fd845af95c5e7
dynamic_range_max_unit,Analytical Performance,text,Unit of dynamic range maximum value,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,0a7a8375539340f7f4b4727ad96b5478027ab4823b4804efa50e519b14f22755ef78f0738b4296b06ba55c91b853e343c60cd3b0efffaa9786380c0c1d1d7a59
high_dose_hook_effect,Analytical Performance,text,Description of high dose hook effect.,,Example: No high dose hook effect was observed when the Ellume COVID-19 Home Test was tested with up to a concentration of 106.43 TCID 50 /mL of heat inactivated SARS-CoV-2 virus (USA-WA1/2020 Isolate). Source: https://www.fda.gov/media/144592/download.,,RADx-rad DCC|https://www.olink.com/faq/what-is-the-high-dose-hook-effect/,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,177f53d3ed101a0b920813213ca8131b0682aac71b7805309627ef820dd4b6dd6b200ea3133b92fbffe3ec85956bee8db7ac05a9f906e409bdabdba7297c3fc2
non_clinical_sensitivity,Analytical Performance,float,The proportion of system-based positives; calculated as 100xTP/(TP+FN). Used for comparison with a VQA standard.,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,0fe061ec972337985976b86595ab535136d3c486a3ad78353c4fad8328abeff38121d55bac2da2872630066a7cf3877213cc16866ffcae96bbbc196098e5f15d
non_clinical_selectivity,Analytical Performance,float,The proportion of system-based negatives; calculated as 100xTN/(TN+FP). Used for comparison with a VQA standard.,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,8ba20a6205ae7c303ab3037e3d0d1a52705237cc7b2d873ef75e78dc8f3fefacb56852996551b9ba772d260f04466494047efcefe1b6c12771c78004e879b50a
area_under_the_roc_curve,Analytical/Clinical Performance,float,ROC-based performance. AUC under ROC curve.,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,9649f8f6d1bea93e46971afaa42cb394340da34664b5cde2097f95504f9e49061800f216308a7480219ed06cc16934f2ed0fcd1e8e53b2ca0ca774c3b86b9bea
roc_x_values,Analytical/Clinical Performance,list,List of false positive rate values (1-specificity),,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,a811ec6cfe207f28baafc84d98baafb1e486cd34c0d163784d8d50774007844ae3a27122dc64d032bda20e936a83a52d998d16aa91c7d5239d0eaa2541fafeea
roc_y_values,Analytical/Clinical Performance,list,List of true positive rate values (sensitivity),,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,1ee2dde649e85fd3bd16fcbaa5523d9c2896daef07b70b0c3ceb34c486ce8d995580ea5e197522f7988ae3e03907b3e91400c8e654c4b921e11fc0f2e72508b4
analytical_sensitivity,Analytical Performance,float,Analytical sensitivity is defined as the slope of the calibration curve.,,"Armbruster DA, Pry T. Limit of blank, limit of detection and limit of quantitation. Clin Biochem Rev. 2008 Aug;29 Suppl 1(Suppl 1):S49-52. PMID: 18852857; PMCID: PMC2556583; https://www.youtube.com/watch?v=8Pe3k3fJNe8",,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,a1b736826e4d1914ef4647e74c8665c8b1aeec5ba5cc2f81909d3f72fa905b381cdf37544965f6ae00fe73f9e18dacb672dacda26976938397e1e667a33e655f
analytical_sensitivity_unit,Analytical Performance,text,Unit of analytical sensitivity,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,be3c575bc00b856e2b412241c411a2472285e126c8e5c724f6d70e87d547e429a902397c2faa7ef6cff9c3af0af5db38de7db8f976a92e93ae69bf1a442cb320
analytical_inclusivity,Analytical Performance,text,Impact of variants/mutations on test results. Specificity with respect to variants/mutations compared to wildtype,,Analysis can be in silico and wet testing,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,07adf74447f66e23a4d589de3c66af79c1a9c1422542b6e0f224da3c3c1f939f6760e4ace0e55392283b165afdeb94c56fc05f818e6bcc547b766f7819bd179d
cross_reactivity_organism,Analytical Performance,text,Name of organism tested for cross-reactivity against target organism,,Example: Human coronavirus OC43,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,fa286a65134c3f78a21b62d86447db1d19912a9070afd9a3ed27a7828a5083fb2f40335e2ddf1918dce0b190a2b4735eab9ecd2496c0d9703a69735e5d0b2adb
cross_reactivity_organism_concentation,Analytical Performance,float,Concentration of cross-reacting organism.,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,4023843aecacb71ff6ea071d6b6f114c627c960cb12aa9ba7167dcec75a993dff79b7bbeb1222992292e1ff2aae9c58fef28aa807b2d8ff205de79af8c8797d5
cross_reactivity_organism_concentation_unit,Analytical Performance,text,Concentation unit used for cross-reacting organism.,,Example: copies/ml,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,ae8ea9d1d012130ca3b92ec5945251f2ab2b9ae5e63e9fa0912d2c56a39b9bfc91879a6fba2f342d22a842f0c95d875e1827b8d9b93f9af53e5550dee9584478
cross_reactivity_result,Analytical Performance,category,Result of cross-reactivity test against target organism. A positive results indicates that cross-reacting organism gives a positive signal.,positive | negative | inconclusive,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,83d3341d82e8a4d11fa13446703979bed8474a42e4605999a7d8a4f6ab0d5fa00fb3b60ac4211ca9c1595b09e616826389a66408b32bf72d479661e943e61ae6
cross_reactivity_detail,Analytical Performance,text,Description of observed cross-reactivity.,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,88e23f5ee06201ee9628b4748aacc16c161f4b947fef87cb3cf33dd4089229b6c3daed7222e6b7d08b7268e24a341da340d82cfa4b9b84dc7aba36e05be8b094
interfering_substance,Analytical Performance,text,Name of the interfering substance.,,Example: Menthol,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,bac339d1e41065055f589fd9d75e1a512bba47ddeac9d49bebbaf41f4e6cb83a4f435b633b638c0fec01a068754667a1b9ba9862f5b4670884eb1cbd0fa38e32
interfering_substance_provider,Analytical Performance,text,Name of the entity that provided the interfering substance.,,Example: Sigma Aldrich,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,7123588f876d78218655ce7d7349c2329e1ef51aedad840f5baa97e9d19b3761c6e7b590d931027bc9bfbbd027a660473e2ea967bd5a4911afb2ba5a50467ad1
interfering_substance_concentration,Analytical Performance,list,Concentration of the interfering substance.,,Example: 1.5,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,b054d2f4e843c360ebe0a9824f2a4545fac1c1fba34613d9c7461182bf35a4c5d2caa0fccdf0a9b60e8cbb93e09af75cff6d5901b47b7e9e0b48449de9b86a37
interfering_substance_concentation_unit,Analytical Performance,text,Concentration unit  used for interfering substance.,,"Examples: mg/ml, %v/v",,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,a25385e023db215b418a604215bc8b2701ad741ed9fce832a81853cf14db4a29071c28ba248b0502ad7663eabe40543611e420746367da8440c58632eea6f76a
interfering_substance_detail,Analytical Performance,text,Description of observed interference.,,"Example:  There was no interference of SARS-CoV-2 detection
observed from any of the substances tested except for
bleach which was shown to interfere at the initial
concentration of 1% v/v tested. Further testing indicated that
the highest bleach level the test system could tolerate was
0.2% v/v. Source: https://www.fda.gov/media/144592/download.",,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,b3677b59356352f5c460da8eaba5ab3496a2aaad34c5c4fd338fbfee1e5bb22f0862202885c4f7e4cdf394eddf2a3ce08f9b71c9292deab3fd55e2f6aea1e8b2
positive_percent_agreement,Analytical/Clinical Performance,float,Positive Percent Agreement (PPA). The proportion of non-reference standard positive subjects in whom the new test is positive.,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,36bd444d43129fedf10d4cb644b78c73bdbd062c934fa27eccb6a9c8432a1aa183bf6abd93417133a63ac36a98de335ec64be1999bf2f71491b759c3b2796e69
negative_percent_agreement,Analytical/Clinical Performance,float,Negative Percent Agreement (NPA). The proportion of non-reference standard negative subjects in whom the new test is negative.,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,c72834157fbf1ecfdf05da21a12267d1c8c19514855c4d8711c306b0a182ccbc8bde99f7de12d4315ad66e363d98ad28745cc0990a1732914cca5581e6d66919
overall_percent_agreement,Analytical/Clinical Performance,float,"Percentage of total subjects where the
new test and the non-reference standard agree.",,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,ae3e587d3fcfb6a71a5ce4488cc81bd9e37ea7a1c63d6a02c91a825f84b225ae6878171137b3db3487c4d7ffdd24133d916b63a08d84018dce76a0387b7f5c1c
target_condition,Clinical Performance,text,"A particular disease, a disease stage, health status, or any other identifiable condition within a patient, such as staging a disease already known to be present, or a health condition that should prompt clinical action, such as the initiation, modification, or termination of treatment.",,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,266e107faf0c0f11317294e41de5eaec6170fbd984aa8c7b5fbe68769cb53a4528f76065ce9245c3e2c5b89c33a26035cba47f744466a9a9413cde107d9cf0fe
reference_standard,Clinical Performance,text,"The best available method for establishing the presence or absence of the target condition; the reference standard can be a single test or method, or a combination of methods and techniques, including clinical follow-up.",,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,3a4344a481418fb05d49060961344aec24d5e062ef7033cbc022930289c348e2bc1ccd6130344ef846da0e718c9c20542c7b46fae2d3055e35f73f8859e9884e
study_population,Clinical Performance,text,The subjects/patients (and specimen types) included in the study,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,a154b8d7a096e6a8754ac32c0a70d489db5038cc35e5b18774340d91374afcdc486ced08e3fe69cf5053ff45ccf9844545efa4733ea387abfc073022398ea877
stratification,Clinical Performance,text,"Stratification of subjects, e.g., days since onset of symptoms, asymptomatic vs. symptomatic, co-infections, PCR Cycle Threshold, n x LOD concentration ranges for contrived samples",,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,3e475d2179bba73a27a17b330df9c9cd212f891a1b0bc02ea19f704539110952c5ff05b4a35c541829bcf4e709a30602d4984f0bb392a5629653a58a347954f4
cohort_id,Clinical Performance,text,Identifier for a grouping of patients,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,a30f26295c41ced8bb9494247f0db3a11b76ac8f63e3e0765e84a54971962141a0d9876e6271bb24e407e1444b4974f1fc73e5951d4c9ad3a271e45b8b5666ce
cohort_size,Clinical Performance,integer,Number of subject in a cohort (see cohort_id) used to calculate metrics,,,,RADx-rad DCC,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,caac9dd06e119d73e24f3f67378f7399cfb677d5e177132b2a34da44c32dc7fa474d5ebd66265a15b546e1b25ae4e9dbe407fd7fd09ccb58071da26afc8fde7e
true_positives,Clinical Performance,integer,True Positives (TP). The number of subjects/specimens with true positive test results,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,044930665e37c95d80d5cb02a45acbc21ed2517e433764f18bc27381a4fa1a3dd6aea36e0ffd1b25b2e7c0a266988749b9a4df2946dcd4dcc5d047575ae9f60a
false_positives,Clinical Performance,integer,False Positives (FP). The number of subjects/specimens with false positive test results,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,f385420eb821e2a9d7433642cc35511cdee01f41b219337a80901e4ea18c3411232315053ec121a7e3a1ef3fe2987c55a69fea75b7347290dd72404daf1021dd
true_negatives,Clinical Performance,integer,True Negatives (TN). The number of subjects/specimens with true negative test results.,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,87b972224f97d6a462917d2e4e69869d2abc9ad8ea7ae6d2b36756dd5b43a941404064d1384d1deb9160b310f408ec822da63b933d4832f919272ce9e5a33ade
false_negatives,Clinical Performance,integer,False Negatives (FN). The number of subjects/specimens with false negative test results,,,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,0aa5825bd0beb4218974c0d36c9fca22a255a36658796edbcf75bf6ccd05ac56e035a1b9c03218157f46de7e3c03214fea4a77e3ab99cae15dee840e6291b303
clinical_sensitivity,Clinical Performance,float,The proportion of subjects with the target condition in whom the test is positive; calculated as 100xTP/(TP+FN). Used for comparison with a reference (Gold) standard.,,PCR is Gold standard for COVID-19. For comparison with a non-reference standard use percent agreement metrics.,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,19d135d864938ca56f796da04bbdfae00f49b1c5d1391d025d22d009de6b07eebbe6f7f03280546c91917e61984b0d963cf8e9ad5336b71baab396ae8e769c52
clinical_sensitivity_ci_percent,Clinical Performance,float,Percent used to define two-sided confidence interval.,,Example: 95,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,eafcb952964817387f2a240e72ad181af601bd19519c9d443d4f915f6852fa90a52122e6536ef8208e5df46d000464e323fecd542e589f1853d321066c62c430
clinical_sensitivity_ci_min,Clinical Performance,float,Lower bound of confidence interval.,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,e1a2375ee6d7d3c1f9828bb5f7f498c30ff4e02d500b63ccba476995dd9ce4e69690bf33cedec76123566ea5212db292acf83be2666109d83fa817f0a93fe412
clinical_sensitvity_ci_max,Clinical Performance,float,Upper bound of confidence interval.,,,,RADx-rad DCC|https://www.medcalc.org/calc/diagnostic_test.php,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,9aa22562f4c02537026eb3bb7ebc1a8f3962d783cda492ec916bb3be50340c085f6beaf0c6afacad09a818373196cc60d5533c7563ae9c3f40c1f2017a5012d2
clinical_specificity,Clinical Performance,float,The proportion of subjects without the target condition in whom the test is negative; calculated as 100xTN/(FP+TN).,,PCR is Gold standard for COVID-19. For comparison with a non-reference standard use percent agreement metrics.,,RADx-rad DCC|https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,RADx-rad_Performance_Metrics_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template_v.csv,RADx-rad,465577679c886ec310a3f201ea028a0ca593751361802c7827c6067f54fc08b25426c7810db538af5595b4f67670994104b005f4bdb63376191c43fcc4119bc8
