variable_name,section_header,ui,label,value_constraints,field_note,units,CDE Reference,source_file,source_directory,Digest (variable_name|source_file|source_directory)
reference_standard,Clinical Performance,text,"The best available method for establishing the presence or absence of the target condition; the reference standard can be a single test or method, or a combination of methods and techniques, including clinical follow-up.",,,,https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,196500fd7eb1d27b564e067c398a0b92069b9bd930491e805030547e66eca912c8bb582af86db79f20a980ba08dbddf0754c1ffb4e07d7d38582d69105a9d40c
study_population,Clinical Performance,text,The subjects/patients (and specimen types) included in the study,,,,https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,c6d251d296f92f3d912cf10146f32a6369ff3dc8aaefd92012255306737b53ca4ad27488737c7d8106348b0e5a59146446fe46afd1f3014c93e7e6fb9c9c2555
stratification,Clinical Performance,text,"Stratification of subjects, e.g., days since onset of symptoms, asymptomatic vs. symptomatic, co-infections, PCR Cycle Threshold, n x LOD concentration ranges for contrived samples, number of subjects in each category in a separate data elements.",,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,58449e1fbf6bdc4315a445b08949a8a89131326e57eeca08d5f499ac86e86655a276a1d998b76af1747dcbcfe1ab9d00758a07ec667401549e88b9abe86d17c9
true_positives,Clinical Performance,integer,True Positives (TP). The number of subjects/specimens with true positive test results,,,,https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,09f8b6c76fd9cd212ac581271af25e617ec1347b5027779da195dc0fe03d5b2d8e17a2eda421b1d4fda325a5a3868c62799ea8b699bd8d3da5921d9e689b68ab
false_positives,Clinical Performance,integer,False Positives (FP). The number of subjects/specimens with false positive test results,,,,https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,20804184902a74a391bfaafd1b11d2606e9ac01b684471ad4b2cc3d44fb144a873c037d5c10710b90acf58925f125d8ac3121fe7062334bdd4e1d8bf55973bba
true_negatives,Clinical Performance,integer,True Negatives (TN). The number of subjects/specimens with true negative test results.,,,,https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,e9ca4dd3bdec7af2a93220d9a81143e4ecc98209674a9b488fe9f44f5d276ac5b8772c1716230b562fe1dad196e94a2782a3557a757e74576073ddf6432bb6d9
false_negatives,Clinical Performance,integer,False Negatives (FN). The number of subjects/specimens with false negative test results,,,,https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,53a74706ea6a00ff1ea64d67d428914a6a22bf1128535145f8284a8b358c868e99459faf4cc804a910463a2093099c9cedf86e5616f67d9cdf41b27d956d2e6e
clinical_sensitivity,Clinical Performance,float,The proportion of subjects with the target condition in whom the test is positive; calculated as 100xTP/(TP+FN). Used for comparison with a reference (Gold) standard.,,PCR is Gold standard for COVID-19. For comparison with a non-reference standard use percent agreement metrics.,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,5e0413e68ac249ef580a24ef47dff1f3950c27650b0f9d71fe76f093e67a966cec6e75f1c7cc23c73e614feb4201497e89bdd0d5641502d8f63724927bb62133
clinical_sensitiviy_ci_percent,Clinical Performance,float,Percent used to define two-sided confidence interval.,,Example: 95,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,8e6d5710ea231b7f861ee81a0c72bc1bb76ad4cb91f00de48f2f72c8e6c4009ff17bb916cac40d98de7939935a21ab435d5f6d1b6aa950ebda58d1075a0e2a85
clinical_sensitivity_ci_min,Clinical Performance,float,Lower bound of confidence interval.,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,4776bdd447ed28212c89795d4d65786699b9aded08fff8fdc687969d32e681a6294af48419d9b799bd98ea0ffdfc9a0369581337ca68df0baaff6d596ad72c2e
clinical_sensitvity_ci_max,Clinical Performance,float,Upper bound of confidence interval.,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,0df82bddec4209f5a3fdfe51c8e0c7cd1238f76b80b2723220a7dacbf2b6632b2f5c3a036a071d1c8cd3e3fa4e05a9c37bdbd9ebdef318a0b7e79cd123313c52
clinical_specificity,Clinical Performance,float,The proportion of subjects without the target condition in whom the test is negative; calculated as 100xTN/(FP+TN).,,PCR is Gold standard for COVID-19. For comparison with a non-reference standard use percent agreement metrics.,,https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,02464e031f227a55e167438e2208b12da144c62d003cdbe14ce4e08c69d124ef041b3269ee98ce5c1bdc2b9ab02a0198dc6817f039fc0696b3b3e0fa6f26ef31
positive_predictive_value,Clinical Performance,float,The proportion of test positive patients who have the target condition; calculated as 100xTP/(TP+FP),,,,https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,7a499fb5f45d766ae8afc40ddc979cc5b4f935282a33fe8e49b8fa3c10ae4a0280fb0c75886b51915bb572c818aeb37c178d52757524b18f5036e72f692cc52f
negative_predictive_value,Clinical Performance,float,The proportion of test negative patients who do not have the target condition; calculated as 100xTN/(TN+FN),,,,https://www.fda.gov/files/medical%20devices/published/Guidance-for-Industry-and-FDA-Staff---Statistical-Guidance-on-Reporting-Results-from-Studies-Evaluating-Diagnostic-Tests-%28PDF-Version%29.pdf,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,cef0102ca17914f9772341d2d99148a3b780ba08f626c0abdf81b0a489b90647e4c1c8fcbdf52f2048f74021e26e7cd7b82b2e7e98beffcdd3ad90e0bcce82fb
clinical_cutoff,Clinical Performance,float,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,d75bc279205473cd449449fd124508e1d554ab010a0e84b782e62a6a7b22542b06dfda9db50da83a20e4f62bdd3d8f8332281ab4cdb59fb3398b9d51e4c981fa
invalid_test_rate,Clinical Performance,float,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,123f0090f4a59161c3d90fa357bded4425833a65780228f34c05cc98f115be411cfa5a59f79f87939eee287ad63ca74021b6aecaed49dfb1ac2ef2432a46ca14
invalid_test_detail,Clinical Performance,text,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,5cf05d595f578d158e5f4ffb21fe61597bb614a937763e5c4d6a1481f741cef7ca2c712873d0be5e51e1ce9e21d6302a7ab0d5c0c6d3d4a40171a97cfa28516c
turnaround_time,Clinical Performance,integer,TAT,,,minutes,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,8eebe247afe316c2830bd5e3e0fda132a339c9c127476f0942e2735f1a015a7eca44e6604e8a1d7d6c5b72f6e2f090074b123dfe99910efccac63ca894bc1db6
price_per_test,Clinical Performance,float,,,,usd,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,d900002f28590f57cbaec84f410f72a2dc07f5eb06bdd74cf3c58e80916c5de923524a559c0e948e1921d7ef72c0e3fc715a3805eb7d2c645695a9de0bb9a307
calibration curve,Clinical Performance,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,9bc4b2611780b18af8b3d485fbce0a0b1b292d73eb9943453ad9a03cd8b261a126af6e98a85cf3da1f8bd9dac34b0918918263e978863a0cba49ef9bced6a8c6
quality control samples,Clinical Performance,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,0c12fc5042d4fac5c4f6e746fdcc6d0faa202026fc2c5c8a14b9b1d67b3d00946bc228d5b95d7260ca8b374bde3d6edf726ff5d93c3e0270375a2239f701c816
selectivity and specificity,You have clinical_ sensitivity and specificity - do you need a separate one for analytical selectivity and specificity?,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,0f18ec9e284f270ae1c20fc96ff74e134dd54e9f5930c88135b145373a34eaf5439af536b8662bd1ba46c27c6043f73ae7b63a7165947eb29bcecfcf3c1f74e8
sample size impact,This came up yesterday in Gail's meeting too,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,31f76aa4ce234e15986b3832e0c77299c0c978e4519be33d8392129de98b59a9ba7e321f4c7160476233ca14c1cd3663d3598698df9e58951a71a688637bbbc6
"accuracy, precision, and recovery",Accuracy is accounted for through specificity and sensitivity - how about precision?,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,6ad70e270c0ae3dd075f0f41a92ed185e9c916e1c34aaf324a932e31076097392b52c13560c6176c70c8f344c0476b4652fca3ec374fda7d8c8edf0ad3678fcf
stability,This came up yesterday in Gail's meeting too,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,6e4ea18fe92ea00240f56c2c739a0fc739019c074e5f8149c99374e4370420caa85118fa8e68432898143b7589054ab48f71172a27b76a133fa20813e66b686b
dilution effects,This came up yesterday in Gail's meeting too,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,8ca6f38f09c40462585a8b38528d1a1fafcd28bd07666e625639f70fec98faf94a1d69db42b27329f43720d87b349bc886493db33ca671669918dd099ffefbb2
partial and cross validations,Cross is covered how about partial?,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,0cd83278d0741c8be5721ac273784b57de9629be081008ae65d2a70b65c3ba42d0350bebcc892d8ccad485934f08060cd4bbac27fd15ce8dec9e5757408557e2
linearity,This could be important when you have multiple maxima and minima,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,2a9f16661cdcc33072a55fa90359da1be500d8f65391a5ed0970d25c24cad8f496dc9e0e61aebd5280c4229e77edf2b8b31fd1898c8d89e862a2335d9caaee5b
"repeatability,",This is important,,,,,,,Performance_Metrics_Data_Element_Template_v000.xlsx [RADxrad_Data_Element_Template_v].csv,RADx-rad,83b53ec4cb66c91a442e507cd010ed9c4a239cf9acca9f3b1729dbd322ae153350e0a85ef5794c6b38cbde1027d6397f1de526d8869abe3845dd769a89add6a3
