variable_name,section_header,ui,label,value_constraints,field_note,units,CDE Reference,source_file,source_directory,Digest (variable_name|source_file|source_directory)
gisaid_id,Target,text,GISAID isolate id of the original isolate,,example: EPI_ISL_751801,,RADx-rad DCC|https://www.gisaid.org,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,702a0796ef520d8e6d919e68f6971b3c7f70132985d73270ccb7e1389ab7ed708240b9a4a8fd875ec000a045cff474406fc5212611ed7eaed6106877058b3d48
gisaid_clade,Target,text,GISAID clade for SARS-CoV-2 variant,,example: GRY,,RADx-rad DCC|https://www.gisaid.org,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,c0616f6153eadbd239c360571d6c36a5f9ac11c73541a70d0f1156742c74b2101072066e23c3440e385badce9ad96bcb3a1fff43720691f3cc3b2d1fe399a5d2
nucleotide_db_id,Target,text,"Nucleotide Sequence Database id, e.g., GenBank or ENA id of the original isolate",,example: MN985325.1,,RADx-rad DCC|https://www.ncbi.nlm.nih.gov/genbank|https://www.ebi.ac.uk/ena,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,3bb8bcea92a13135eafce60cb11d89bc1c91b883d620ea6655399b4aa10e8bd113bec15eabe4b9721cd1068b64718f9273635fb12661193e4f51ba40a9d62daf
pango_lineage,Target,text,Pango lineage for SARS-CoV-2 variant,,example: B.1.1.7,,RADx-rad DCC|https://cov-lineages.org,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,cc66e5de22534a13f63dfa023e685642220fe494d5960ee0cd3215997ac82fccb4ed723696e6e75c27824c57a754055ffcaf58aa67e2879043a203f1114e6e2e
who_label,Target,text,WHO label for SARS-CoV-2 variant,,example: Alpha,,RADx-rad DCC|https://www.who.int/en/activities/tracking-SARS-CoV-2-variants,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,6159af06e3d71591b3f959e4b50e543debde9a672a326bdb063b4abfd785404b9f64016905db6a9c63c7527528e80f77764a8d826efedf66733f25c28a2cd852
target_analyte_type,Sample,list,Type of analyte(s) or target(s) to be detected,antigen | genomic RNA | inactivated virus | live virus | pseudovirus | antibody,example: antigen,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,75d32048e89d79db00af81082844a838fc80ff0de81cfa147a5daf2871f107d9990a014d4fda51198cdd8025bafd701ab8b84994028ba22ddad2a9b6e38e07f0
antigen_name,Sample/Antigen,text,UniProt preferred protein name,,example: Spike glycoprotein,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,763a4a379395090241e9d1a747d80dae490f137fc915608d8da0748111b42c8ac9f6eda0fbef1957891c6ce379cb7b2be9223402bf4dfa48ca24b62c4128301b
antigen_id,Sample/Antigen,text,"Protein Sequence Database id, e.g., UniProt accession number or NCBI GenPept id",,examples: P0DTC2|YP_009724390.1,,RADx-rad DCC|https://www.uniprot.org/|https://www.ncbi.nlm.nih.gov/protein,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,b15efb30c63110a5d0cc4560e43a0398b6ceae1525173c0c9084ac19aa0b27fa066ed8a0359e8cd1493086a01a54fb3cfad1560949e875dec9667a613219ee69
antigen_sequence,Sample/Antigen,sequence,Protein sequence if  protein sequence database id is unavailable,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,b01e83a23ca7c0392d4f19e2c5557198a6359e107e141628b080f23de07f4366ff1ac6fb37955894f303e50669656789fa2ae179bb4850b74eab94bab71b02f5
antigen_nterminal_tag,Sample/Antigen,text,Name of tag attached to N-terminal,,example: HIS,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,d31f17c09956a51c52874bcc0b99c40e7db86ea5f7d9a8dff8dd192503e30b8e0f6025217f7c9bffa4c6e8f50af04b5c841ae159e21d3bc20c188f6c9251b9be
antigen_cterminal_tag,Sample/Antigen,text,Name of tag attached to C-terminal,,example: HIS,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,8643ded9b8430e43c4d6e40d2d4f814e707df6d75397e25c29395410cdcfc5830a889ba999b2bbf9a58313264235d3ee08d2913aa47aaa34591502fa268deca2
antigen_region,Sample/Antigen,text,Domain or subunit name,,examples: S1|Receptor Binding Domain,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,0a8edf81f8ad09edde2d2903a65c94858bf9d2d641cc6d1f77d8d97213050da8f50612f9d8f76a2ae07e28185e57aa8acb238fc351b442688f4757382239bc73
antigen_region_start,Sample/Antigen,integer,Start residue number of region,,example: 16,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,04a2a327712dbeedbe474e98699a760d988c076366f440207107b8e63148f067a460f5d49f5936d7f2177de20a3bc8a83f45c2da67773f3201569c16a3c78aea
antigen_region_end,Sample/Antigen,integer,End residue number of region,,example: 685,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,45f5676892844f069f3bd0256d60ce9c3e6a1a565d7131a3ea67ad48792e67ff61f53e71ca2cfa3548b7c3067d1e8aa7286a5edb29524bbeac9ad63dd9b1f8e1
antigen_expression_system,Sample/Antigen,text,System used to express protein,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,e2d8bfa2832a53b2b94c91642d37e3a323a5a655473fa929a1b9b173b7612c7d49aa61b367f639ceaba6f50f1566e26c28d52c12ec0bc385cebf4f0f519984a7
antigen_formulation,Sample/Antigen,text,Formulation of antigen,,"example: Lyophilized from sterile PBS, pH 7.4.",,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,0393030ccb045e76cb431071974a7c7b9bcbb45ef5ab67a8ce2173753961ed498582795047c41582c9cfd6262cc99fc0277ce0443d3e8f86d22947ec4377164a
antigen_source,Sample/Antigen,text,Supplier of antigen or publication,,example: Sino Biological,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,b9bd78ab85c002d7ac7221aac9c526e0ddb75b0de2f52829bab0bf81d7b111a5f4be87a34c7c94fbed896d76f72b18102a0b54324dc6d4a799d2e2268cfdf570
antigen_source_url,Sampe/Antigen,url,URL of supplier catalog page or publication DOI link,,example: https://www.sinobiological.com/recombinant-proteins/2019-ncov-cov-spike-40591-v08h,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,f81b387e671a1bf12fb4dad6b729f5be5474c3195617ca97820c5442af4ef7f81b66cf0d357f4a96c4553e9b738b7a13d7af0ea6c41ab94d0ade236789a19444
antigen_concentration,Sample/Antigen,float,Protein concentration,,example: 1.0,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,55f0d8d6390c607d431f5a84ac92f811972f56df6e6b08999afdd1dcd72e7e7d39b5545db9420c79d3b4da458d738a9c87000c8082ff4acf42d070a328838f6c
antigen_concentration_unit,Sample/Antigen,text,Unit of protein concentration,mM | uM| nM | pM | fM,example: nM,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,4201089400910c6cb3975ca65671f2e9a471ced571aac397effbbffd60108252ceb2eafc43ad793ee1144df95da8534ac0888f8714e03b149a8a9080067a7af3
virus_sample_id,Sample/VQA panel,text,"Identifier for virus sample, for VQA panels this is the QR code, for BEI the catalog number",,"examples: XXXX-XXXX-XXXX-XXXX (VQA panel),  NR-52286 (BEI Resources)",,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,45c46f27a13f90692938242db8cf0945eb35aa537ea813b46d18b0cc4513b0a9787ab4eec42159828e384d65b87c84506727a54588251a466e1f435489c91a79
virus_batch_number,Sample/VQA panel,text,Batch and or/lot number of virus sample,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,6cae4bf2e26acbb2786caede596fcaecadde686503fd6cffefaa01860500fcf00fa4038cdd484272c32867d72650259f42068f19e2b3e4a53dacf10e9ed64de4
virus_sample_formulation,Sample/VQA panel,text,Formulation of virus sample,,"example: Strain diluted in cell culture
media (DMEM + 1% FBS + 10mM HEPES + 50 units/ml Penicillin and 50 ug/ml Streptomycin).",,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,b486de9ac2c78cbdcd7a79ce117b7271232f439c47cddc94c4ade93386a76f6a3710806f0062d208cfba1aacb8eb49e26323b444aa911af6db0d0c7b3d0f128e
virus_sample_provider,Sample/VQA panel,text,Provider from where the inactivated virus sample was procured from,,examples: UCSD|BEI Resources|ATCC,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,95e18e01be490bd4279ece4119e7fa6887d5f980e87a2fd6e9bfea49daabab08ab30673aabad6f549fdb12aea08ebb27709acc6a914d227aa41c900b256b427a
virus_sample_provider_url,Sample/VQA panel,url,URL of supplier catalog page or publication DOI link,,example:  https://www.beiresources.org/Catalog/animalviruses/NR-52281.aspx,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,c360ef84c4f19271ae34db5ee4cdfbd924732f46b67ade6aa4da8b0c2516b160a41074f1507c5c74ab31769f00da509dba3a636ce08d7bd93c8ebd0445ae4979
virus_source,Sample/VQA panel,text,Source of the live virus,,"examples: BEI Resources, UCSD ",,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,3fc76699ef7b2bff7c8f94944ed89ca9b361f48e7a54ebcb1d5a14450a1a82c470ae450945b0edfbb6599e7880b0bd5da2bd58ea969d8c53add5c16d39cfa720
virus_location,Sample/VQA panel,text,Location where the virus sample was collected,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,1b7f014d25afe74bedf099c77a1695323a9373eac83c4135e1fa9cb7099c450423e3805bab97c361333649d4d67346079b1fea77bca222d2ec0c2cff59a89b77
virus_sample_type,Sample/VQA panel,category,Type of virus sample,inactivated virus|life virus,example: inactivated virus,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,949dbaa0dbe0f21c19e94541f1702a8d407e109999f5b7047cc425bdb16b5f42e5b4c148a04224708b9f7a9d3405085cd3bd1cf5fcdd4e0b16679fd39faa88cc
virus_sample_inactivation_method,Sample/VQA panel,category,Method of virus inactivation,UV | heat | Gamma-irradiated,example: heat,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,be68a60444a02832541ba0aca4b1db6e54d9f0dcc98f2ba1581a6c3efe2b9123eded57d7b595aa98cf8050c0d4203382be7b67c0442eff844034eed65d18be55
virus_sample_formulation,Sample/VQA panel,text,Formulation (media) of virus sample,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,b486de9ac2c78cbdcd7a79ce117b7271232f439c47cddc94c4ade93386a76f6a3710806f0062d208cfba1aacb8eb49e26323b444aa911af6db0d0c7b3d0f128e
virus_sample_concentration,Sample/VQA panel,float,Concentration of virus (gene copies/ml),,example:  1.48E+10,copies/ml,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,2732918742a59d8fdf2a9f820b1f05c3c74e405085087986e3e34451e1c768ce7e0024f24886c0ca60baadb197f4ca6d4a03392910d93752793991023be2a5e7
virus_sample_concentration_reference_gene,Sample/VQA panel,text,Reference gene used to determine concentration of virus,,example: N,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,72644fe9cddc9fe0d098ba2a3812659e7a78bd1bf74bbcb4f444c0d48492752229af18da5efeeaabc09687468ca3105cd86cbe0cbccc86bdaae6eeb14741e894
virus_sample_genome_equivalents,Sample/VQA panel,float,Genome equivalents in virus sample,,example: 4.9E+09,copies/ml,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,1303e9bf16dfcf98a57b5d716078964def8d08c0ef1533282d58bd061800f660e7189c2d2d51e92ec9944a677534ba73325ca1f77bfb95e378ee6209dcd89dae
virus_sample_genome_equivalents_reference_gene,Sample/VQA panel,text,Reference gene used to determine genome equivalents,,example: ORF1a,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,07a7d77d96c3a7582450050015ca2779183718698a321ab3492bb7ce21aca3dceb12455c7df3b9e98d7f6f51050a2b6bdff070511bc0f86721c898eefe31deb2
virus_preinactivation_tcid50,Sample/VQA panel,float,Tissue Culture Infectious Dose 50% (TCID50) endpoint is the 50% infectious endpoint in cell culture. The TCID50 is the dilution of virus that under the conditions of the assay can be expected to infect 50% of the culture vessels inoculated. (TCID50/ml),,example: 2E+07,tcid50/ml,RADx-rad DCC|https://www.beiresources.org,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,511e965826d43835e2bf19d0c89ef6aff6462662c60976006f323852b707ef706c5bc21bdec694a5bd6088f06160e2057e679e2653a6d2e8fbfe48f8f56a648e
virus_sample_grow_cell_line,Sample/VQA panel,text,Cell line used for producing virus,,example: Caco2,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,81fcd150025c295533dee3db2ca781dd2b80eadd0ca1d87b8689974707b83729449790f590bd12ea0810f68f11a333019e024b95e5944eae3114a3808cbcc0d4
neutralizing_antibody_id,Sample/Antibody,text,Unique identifier or catalog number of antibody given by supplier,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,88308fecd05ca383608a093d4dcd2908ce4c3803f341b9efc22c18b9acbe6a54b68a98d975c3d8c819d1a98d68e570fc40ca42fe2bf33e55a1b49706f70fd829
neutralizing_antibody_name,Sample/Antibody,text,Name of the antibody,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,13461ed6322fde884bf18616d4392535ff17cc8faf7eb2a6ebeb9e9020f13c7567554ff6f1c2f484ee39354ba81082654a3b33469a46b3981f0b4dbee0988cf4
neutralizing_antibody_description,Sample/Antibody,text,Description of the antibody,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,99d4ed2cbe68fd63c45c16b90e443441478dae3ef06f92bb46db3cdb18193a7cfc2bc4d0977224e4c5d2ea0909948d3774bc4c4d474156abede27e45770e9dba
neutralizing_antibody_clonality,Sample/Antibody,category,Clonal state of the antibody,monoclonal | polyclonal,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,527f99286a27ee72f264a9c5eac5beb2dba2f300dc5feab25013cf9259a63028b6310d7052c0bb2e061c558f9b5898c140b178c65df2d521a24161c5d4b14c3f
neutralizing_antibody_clone,Sample/Antibody,text,Name of the antibody clone,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,55638cb88083950b9406819504cae1e3a3640d99f878942cffc895b69b893e330d8f6f9f63b6f17705a61e2eca896a1427241bab296e4a713fba2ba730cd50dc
neutralizing_antibody_modification,Sample/Antibody,text,Name of modification attached to the antibody,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,3a71df8bfd6da6ddd57b520ca8a658ad69ecd2e4c798a1e314317636bbba7a8038088b8f174938bb87dd0e807f196325ed9643a6dd1d3c675cf55972d9b4ebc3
neutralizing_antibody_modification_role,Sample/Antibody,category,Role of the modification,capturing | capturing + detection | detection,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,fcc11080a0cae03efedfb781f407f5aea3e90106a43beadc982413435677d8c44e2a0a8ec8d5b34cc8411d12dc08e785a7a3b72aa05269bfbb77aec7c4eb7dbc
neutralizing_antibody_sequence,Sample/Antibody,sequence,Protein sequence of the antibody,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,be0199931ed32ce73e292ac1ef031d37e9c60673de8f85aeee970feda87ca232da4c71bc2e3927b91654a0b7231e95ed3a58c68ea81c120713e80ac50d2c5432
neutralizing_antibody_expression_system,Sample/Antibody,category,Expression system used to express antibody,human-recombinant-baculovirus | human-recombinant-E.coli | human-recombinant-yeast| human-recombinant-mamalian,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,c14b0fac126a8dcda9663d1202f67d6206b245b999f710ab0be19812d2c3acb69ceb0192755e8d1caa0301221d466b9cfd81666a3701cb9ff8c49ac64d073dcd
neutralizing_antibody_formulation,Sample/Antibody,text,Formulation of antibody,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,84dbb30484e836d0949ac0465ffa940f698a084b1c883a62f2019880f9191572648015c027520610614c11258b1801f6d6d3f67e0c41f26a2a3f068e88ed171f
neutralizing_antibody_source,Sample/Antibody,text,Supplier of the antibody or antibody conjugate or publication DOI link,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,00429fca505982d055427b97e0d519820015e694199c3947f557c14a837e6bcd0e48b5d46da7243cc81e9279b2e9fb071dfbb49dd2bc879ad0566df6514c8cd9
neutralizing_antibody_source_url,Sample/Antibody,url,URL of supplier catalog page or publication DOI link,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,e50ecb284957788c5725fcef123cd167320138a72f52dfeff9d0f06783c8b1350cfb7a9a917e41ee3d5d3d117249d1909644a1ab58f0ef4c8d62d3b1d4b418ef
standard_antibody_id,Sample/Antibody,text,Unique identifier or catalog number of antibody given by supplier,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,50ee55e972ee508e7397b78dc8a8b9d8edd6aebe95bbcfdcf921cb3c52fb63846a3b230147dca586301593cf9c524e9a77faa878754c83bc4989d846bcbfeb5f
standard_antibody_name,Sample/Antibody,text,Name of the capture antibody,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,2bbdaeef3ec5aed0d4036abcdda001e79af52799d8dcceaa42d1e76fc41eb1eb47a26c4913591c1fdac612097a18dfbc22c5e08093777179c948c0338ae66d78
standard_antibody_clonality,Sample/Antibody,category,Clonal state of the antibody,monoclonal | polyclonal,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,61d1e357e09f702a789d4f15e187e0b22927eb621bad42daf0a53b0f4668f39aaeafc551423178e5518ca90b78450354c6fd7058cb70fdc1a5666bf4ca983043
standard_antibody_clone,Sample/Antibody,text,Name of the antibody clone,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,e48ff308829fcee2d7fe5412aebb0933cc34716ced55c0a4d7f5ce2272b87f13326ced45af3fba8d97ff77b8b452b7b16af8d119860e4c16cb7eab22f8f29fdf
standard_antibody_modification,Sample/Antibody,text,Name of modification attached to the antibody,,,,RADx-rad DCC,RADx-rad_Spiked_Sample_Data_Element_Template_v000.xlsx - RADx-rad_Spiked_Sample_Data_Elements.csv,RADx-rad,b7cd820fa2c54cd95331c2635a88618e3358a772cc373b388aa402bae3418cb1a1021c68ab36ce8a8d4f336ab657d14d1cc10b12f514602e3da338178cc908bc
