variable_name,section_header,ui,label,value_constraints,field_note,units,CDE Reference,source_file,source_directory,Digest (variable_name|source_file|source_directory)
voc_compound_inchikey,VOC,text,InChIKey of compound (unique identifier for data linking),,Example: CSCPPACGZOOCGX-UHFFFAOYSA-N,,RADx-rad DCC|https://pubchem.ncbi.nlm.nih.gov/|https://iupac.org/who-we-are/divisions/division-details/inchi/,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,f941733c1ba01ba9b884b9599ab76372284277c9d8d60ad7704f4e0be7af1cfb2b2ed1cd1085b922930ad16607c2ae403379b8f6fb3d811119e8b9da1f197317
voc_compound_concentration,VOC,float,Concentation of compound,,,nmol/l,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,c31d4628d08a9197c0eeac4c64f056ed370e797da1a7c7861f63e1e9744ffd36f380874e121ed2944dfd307c5ff618533e4314eb8c1950512516699d0b0cd2bb
voc_compound_retention_time,VOC,float,Retention time,,,,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,8845a87fa266432d8133725813435013e448d2c8a31be38aee42454a47606365ec88eeab249637df59ca67d61bf75f77111b368e3a397c6af8f7a97f9c16ba2c
voc_compound_retention_time_unit,VOC,float,Unit of retention time,,Example: s,,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,3cd37f315144558f0f4faa2dfa54c75e97ede27dedea947a0cbd5898785e22b2edf8dc63b3d66ba08c09bdd8d665a4ad46cafb0a51f027b9088d6cd19dd2d09c
voc_compound_detail,VOC,text,Comments about the detection of compound,,Example: probable compound based on retention time,,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,0bcf77bae9c918cdb831243347e9456ca7603e489c202be5fd26b9d25f822374e4aeb8eb5c92e1806a588c7107717f55118604f9e54d26fe733efa2ea08d979a
voc_relative_abundance,VOC,float,The relative abundance of a VOC in a sample.,,,,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,13341ef9d24722d57f714a8512241001a7e230c2754bb048f58333a16aa21a047a16d3fe1344c0b62f56f6435bed11e306e1b0d4ad5a00e1b80e8f87937a19ac
peak_id,VOC,text,Unique identifer for the peak in a mass spectrum defined by the mass and retention time.,,Example: peak_1,,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,6be317e38e4da3606c8537b0dc66b99d715b8f224fb228b528e54b902fff06728bd3e1911b2ba71aba7ead3f4a79ce4bab7c5a6137b8654fd42b02f50fa02fa9
peak_mass,VOC,float,The most probable mass of the peak after the identification or mass-to-charge ratio (m/z) when not identified.,,g/mol when peak identified  and m/z when peak not identified . Example: 57.1,m/z,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,b36f12768caa4bfc6b2822ea99af0bfa26aeee34e28d90e0c479cc4aa788f6fb725eaa737faffb5926d9de0afc5fa0636c88042b322f851b065acf218a5a7266
peak_retention_time,VOC,float,The measure of time taken for a peak to pass through a chromatography column.,,Example: 22.1,minutes,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,35cbefd0d1859e8a6a2400669f684d9e6fca191735906a93a1963c229ab8bd8e691702c48f1651140eabee70226c57e38ff39eb305bd96ad4edc1578cc6e9d80
assay_result,Assay Results,category,"Measured result. If other, specify result in assay_result_other",positive|negative|failed|lost |other,,,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,f6856cac79d3e46f8e7de3cb49feacd5bcb6608111c45579efebff6f6142a5c0c5c0903b2d24c317178ef88d9584cf6b588a356a1c81d1198ff30b609e417b09
assay_result_other,Assay Results,text,Description of other assay result,,,,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,23aa04d6be3b4dd50d0e0697f284a08b5174c24cbecbcc8e47d2b6ece0d94fdf7ad929e09da541579917d0889da65a3231ac7a23c08d39692f34ea14ed2a7cf0
assay_readout,Assay Results,float,Numerical assay readout,,Example: 0.7,,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,305dff7acd17141a77ec7135444c93d976a854e6694e54d5d663e38f04f7b511204092e32027b6ae556a23003fab2b5314538e68e17c0dbf26b40a828fc25efd
assay_readout_unit,Assay Results,text,Unit of the assay readout,,Example: F,,RADx-rad DCC,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,fc58751caabee36f7a6f3e48ec4fcd7b7f7d3477dc27d88ad34b774fe5729177d6c82da0165def1589ff77fa084567c9edd4cbd713486ad0d0f7e058c36ae528
assay_readout_description,Assay Results,text,Description of assay readout type,,Example: capacitance,,,RADx-rad_Results_Data_Element_Template_v000.xlsx - RADxrad_Data_Element_Template.csv,RADx-rad,0319718e48606bf5ab97a1ba8798948949ecd384379e75ff49993da5fc00829db5c10333e9e5aebabecb8cf0d1a410e69eed6239d63c051cd3a25abc4617795e
