question_id,variable_name,datatype,label,value_constraints
0.0,symp__cough__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - Today","[nan, 'Today']"
0.0,symp__cough__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - Yesterday","[nan, 'Yesterday']"
0.0,symp__cough__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - 2 days ago","[nan, '2 days ago']"
0.0,symp__cough__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - 3 days ago","['3 days ago', nan]"
0.0,symp__cough__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - 4 days ago","[nan, '4 days ago']"
0.0,symp__cough__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - 5 days ago","[nan, '5 days ago']"
0.0,symp__cough__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Cough - 6 days ago","[nan, '6 days ago']"
0.0,symp__bodyache__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - Today","[nan, 'Today']"
0.0,symp__bodyache__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - Yesterday","[nan, 'Yesterday']"
0.0,symp__bodyache__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - 2 days ago","[nan, '2 days ago']"
0.0,symp__bodyache__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - 3 days ago","[nan, '3 days ago']"
0.0,symp__bodyache__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - 4 days ago","['4 days ago', nan]"
0.0,symp__bodyache__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - 5 days ago","[nan, '5 days ago']"
0.0,symp__bodyache__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Body/muscle ache - 6 days ago","[nan, '6 days ago']"
0.0,symp__fever__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - Today","[nan, 'Today']"
0.0,symp__fever__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - Yesterday","[nan, 'Yesterday']"
0.0,symp__fever__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - 2 days ago","[nan, '2 days ago']"
0.0,symp__fever__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - 3 days ago","[nan, '3 days ago']"
0.0,symp__fever__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - 4 days ago","['4 days ago', nan]"
0.0,symp__fever__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - 5 days ago","[nan, '5 days ago']"
0.0,symp__fever__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Fever or feeling feverish - 6 days ago","[nan, '6 days ago']"
0.0,symp__chills_shiver__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - Today","[nan, 'Today']"
0.0,symp__chills_shiver__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - Yesterday","[nan, 'Yesterday']"
0.0,symp__chills_shiver__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - 2 days ago","[nan, '2 days ago']"
0.0,symp__chills_shiver__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - 3 days ago","[nan, '3 days ago']"
0.0,symp__chills_shiver__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - 4 days ago","['4 days ago', nan]"
0.0,symp__chills_shiver__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - 5 days ago","[nan, '5 days ago']"
0.0,symp__chills_shiver__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Chills or shivering - 6 days ago","[nan, '6 days ago']"
0.0,symp__sweats__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - Today","[nan, 'Today']"
0.0,symp__sweats__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - Yesterday","[nan, 'Yesterday']"
0.0,symp__sweats__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - 2 days ago","[nan, '2 days ago']"
0.0,symp__sweats__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - 3 days ago","[nan, '3 days ago']"
0.0,symp__sweats__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - 4 days ago","['4 days ago', nan]"
0.0,symp__sweats__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - 5 days ago","[nan, '5 days ago']"
0.0,symp__sweats__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sweats - 6 days ago","[nan, '6 days ago']"
0.0,symp__headache__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - Today","[nan, 'Today']"
0.0,symp__headache__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - Yesterday","[nan, 'Yesterday']"
0.0,symp__headache__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - 2 days ago","[nan, '2 days ago']"
0.0,symp__headache__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - 3 days ago","[nan, '3 days ago']"
0.0,symp__headache__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - 4 days ago","[nan, '4 days ago']"
0.0,symp__headache__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - 5 days ago","['5 days ago', nan]"
0.0,symp__headache__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Headache - 6 days ago","[nan, '6 days ago']"
0.0,symp__sore_throat__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - Today","[nan, 'Today']"
0.0,symp__sore_throat__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - Yesterday","[nan, 'Yesterday']"
0.0,symp__sore_throat__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - 2 days ago","[nan, '2 days ago']"
0.0,symp__sore_throat__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - 3 days ago","[nan, '3 days ago']"
0.0,symp__sore_throat__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - 4 days ago","[nan, '4 days ago']"
0.0,symp__sore_throat__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - 5 days ago","[nan, '5 days ago']"
0.0,symp__sore_throat__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sore throat or itchy/scratchy throat - 6 days ago","[nan, '6 days ago']"
0.0,symp__fatigue__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - Today","[nan, 'Today']"
0.0,symp__fatigue__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - Yesterday","[nan, 'Yesterday']"
0.0,symp__fatigue__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - 2 days ago","['2 days ago', nan]"
0.0,symp__fatigue__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - 3 days ago","[nan, '3 days ago']"
0.0,symp__fatigue__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - 4 days ago","[nan, '4 days ago']"
0.0,symp__fatigue__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - 5 days ago","[nan, '5 days ago']"
0.0,symp__fatigue__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Feeling more tired than usual - 6 days ago","[nan, '6 days ago']"
0.0,symp__nasal__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - Today","[nan, 'Today']"
0.0,symp__nasal__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - Yesterday","[nan, 'Yesterday']"
0.0,symp__nasal__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - 2 days ago","[nan, '2 days ago']"
0.0,symp__nasal__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - 3 days ago","[nan, '3 days ago']"
0.0,symp__nasal__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - 4 days ago","[nan, '4 days ago']"
0.0,symp__nasal__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - 5 days ago","['5 days ago', nan]"
0.0,symp__nasal__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Nasal congestion or runny nose - 6 days ago","[nan, '6 days ago']"
0.0,symp__sneezing__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - Today","[nan, 'Today']"
0.0,symp__sneezing__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - Yesterday","[nan, 'Yesterday']"
0.0,symp__sneezing__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - 2 days ago","['2 days ago', nan]"
0.0,symp__sneezing__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - 3 days ago","[nan, '3 days ago']"
0.0,symp__sneezing__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - 4 days ago","[nan, '4 days ago']"
0.0,symp__sneezing__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - 5 days ago","[nan, '5 days ago']"
0.0,symp__sneezing__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __Sneezing - 6 days ago","[nan, '6 days ago']"
0.0,symp__no_symp__0d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - Today",[nan]
0.0,symp__no_symp__1d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - Yesterday",[nan]
0.0,symp__no_symp__2d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - 2 days ago",[nan]
0.0,symp__no_symp__3d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - 3 days ago",[nan]
0.0,symp__no_symp__4d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - 4 days ago",[nan]
0.0,symp__no_symp__5d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - 5 days ago",[nan]
0.0,symp__no_symp__6d_ago,float,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __I did not experience any flu-like symptoms - 6 days ago",[nan]
0.0,symp__other__0d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - Today","[nan, 'Today']"
0.0,symp__other__1d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - Yesterday","[nan, 'Yesterday']"
0.0,symp__other__2d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - 2 days ago","[nan, '2 days ago']"
0.0,symp__other__3d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - 3 days ago","[nan, '3 days ago']"
0.0,symp__other__4d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - 4 days ago","[nan, '4 days ago']"
0.0,symp__other__5d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - 5 days ago","[nan, '5 days ago']"
0.0,symp__other__6d_ago,string,"We’d like to know more about the symptoms you experienced. Looking back over the past 7 days, please indicate on which days you felt the following symptoms. __[Insert text from Other] - 6 days ago","[nan, '6 days ago']"
0.0,symp__worst_day,string,"Thinking about your flu-like symptoms over the last 7 days, on what day did you feel the worst?__Response","['5 days ago', '2 days ago', '3 days ago', 'Today', '4 days ago', '6 days ago', 'Yesterday', nan]"
0.0,sought_attention,string,Did you seek medical attention from a healthcare provider at a clinic or urgent care facility for this flu or flu-like illness?__Response,"['Yes', 'No', nan]"
0.0,sought_attention__location,string,Where did you seek care from a healthcare provider?__Response,"['Primary care clinic (e.g. family medicine, internal medicine)', nan, 'Urgent care facility', 'Emergency room (ER)', 'Ear, nose, and throat (otolaryngology) clinic', 'Other (please specify)', 'Infectious disease clinic']"
0.0,sought_attention__location__other,string,Where did you seek care from a healthcare provider?__Other (please specify),[]
0.0,diagnosis_flu,string,Did the healthcare provider diagnose you as having the flu?__Response,"['No', nan, ""I don't know / I can't remember"", 'Yes']"
0.0,diagnosis__none,string,Did the healthcare provider perform any of the following tests? Select all that apply.__None of the above,"[nan, 'Nasal swab', 'None of the above']"
0.0,diagnosis__throat_swab,string,Did the healthcare provider perform any of the following tests? Select all that apply.__Throat swab,"[nan, 'Throat swab']"
0.0,diagnosis__symp,string,Did the healthcare provider perform any of the following tests? Select all that apply.__Symptoms only (no lab test),"[nan, 'Symptoms only (no lab test)']"
0.0,diagnosis__nasal_swab,string,Did the healthcare provider perform any of the following tests? Select all that apply.__Nasal swab,"[nan, 'I don’t know / I can’t remember', 'Nasal swab']"
0.0,diagnosis__other,string,Did the healthcare provider perform any of the following tests? Select all that apply.__Other (please specify),[]
0.0,hospitalized,string,"Were you hospitalized as a consequence of this flu or flu-like illness?Hospitalization is when you leave the emergency room (ER) and are admitted to the inpatient hospital based on a doctor’s order. Even if you stayed overnight in the ER, this is not considered a hospitalization.__Response","['No', nan, 'Yes']"
0.0,medication__ili,string,Did a healthcare provider prescribe any medications to treat or manage your current symptoms?__Response,"['Yes', nan, 'No', 'I don’t know / I can’t remember']"
0.0,medication__xofluza,string,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Xofluza (baloxavir marboxil),"[nan, 'Xofluza (baloxavir marboxil)']"
0.0,medication__tamiflu,string,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Tamiflu (oseltamivir),"[nan, 'Tamiflu (oseltamivir)']"
0.0,medication__relenza,string,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Relenza (zanamivir),"[nan, 'Relenza (zanamivir)']"
0.0,medication__antibiotics,string,"Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Antibiotics (Z-pak, amoxicillin, Augmentin, doxycycline)","['Antibiotics (Z-pak, amoxicillin, Augmentin, doxycycline)', nan]"
0.0,medication__other,string,Which of the following medications were you prescribed to treat or manage your symptoms? Select all that apply.__Other (please specify),[]
0.0,medication__xofluza__first_dose,string,"When did you take your first dose of Xofluza (baloxavir marboxil)? If you have not taken your first dose of this medication, please skip to the next question.__Date",[]
0.0,medication__xofluza__missed_dose,string,Did you ever miss any doses or decide not to take Xofluza (baloxavir marboxil)?__Response,"[nan, 'I did not miss any doses of medication', 'I missed at least one dose of this medication', 'I did not take any doses of this medication', 'I don’t know / I can’t remember']"
0.0,medication__tamiflu__first_dose,string,"When did you take your first dose of Tamiflu (oseltamivir)? If you have not taken your first dose of this medication, please skip to the next question.__Date",[]
0.0,medication__tamiflu__missed_dose,string,Did you ever miss any doses or decide not to take Tamiflu (oseltamivir)?__Response,"[nan, 'I did not miss any doses of medication', 'I missed at least one dose of this medication', 'I did not take any doses of this medication', 'I don’t know / I can’t remember']"
0.0,medication__relenza__first_dose,string,"When did you take your first dose of Relenza (zanamivir)? If you have not taken your first dose of this medication, please skip to the next question.__Date",[]
0.0,medication__relenza__missed_dose,string,Did you ever miss any doses or decide not to take Relenza (zanamivir)?__Response,"[nan, 'I did not take any doses of this medication', 'I did not miss any doses of medication', 'I missed at least one dose of this medication', 'I don’t know / I can’t remember']"
0.0,medication__antibiotics__first_dose,string,"When did you take your first dose of Antibiotics (Z-pak, amoxicillin, Augmentin, doxycycline)? If you have not taken your first dose of this medication, please skip to the next question.__Date",[]
0.0,medication__antibiotics__missed_dose,string,"Did you ever miss any doses or decide not to take Antibiotics (Z-pak, amoxicillin, Augmentin, doxycycline)?__Response","['I did not miss any doses of medication', nan, 'I did not take any doses of this medication', 'I missed at least one dose of this medication', 'I don’t know / I can’t remember']"
0.0,medication__other__first_dose,string,"When did you take your first dose of the other medication (not previously listed)? If you have not taken your first dose of this medication, please skip to the next question.__Date",[]
0.0,medication__other__missed_dose,string,Did you ever miss any doses or decide not to take the other medication (not previously listed)?__Response,"[nan, 'I did not miss any doses of medication', 'I don’t know / I can’t remember', 'I missed at least one dose of this medication', 'I did not take any doses of this medication']"
0.0,medication__otc__flu,string,Did you take any over-the-counter (non-prescription) medications to treat or manage your current symptoms in the past 7 days?__Response,"['No', 'Yes', ""I don't know / I can't remember"", nan]"
0.0,medication__otc__pain_fever,string,"Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__Fever reducers or pain relievers (ibuprofen, aspirin, Advil, Tylenol, Aleve, acetaminophen)","[nan, 'Fever reducers or pain relievers (ibuprofen, aspirin, Advil, Tylenol, Aleve, acetaminophen)']"
0.0,medication__otc__cough_supp,string,"Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__Cough suppressants (Delsym, Robitussin, dextromethorphan)","[nan, 'Cough suppressants (Delsym, Robitussin, dextromethorphan)']"
0.0,medication__otc__chest_decongest,string,"Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__Chest or mucus decongestants (Mucinex, guaifenesin)","[nan, 'Chest or mucus decongestants (Mucinex, guaifenesin)']"
0.0,medication__otc__nasal_decongest,string,"Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__Nasal decongestants (Sudafed, Sudafed PE, Afrin, Flonase, phenylephrine, pseudoephedrine, fluticasone propionate)","[nan, 'Nasal decongestants (Sudafed, Sudafed PE, Afrin, Flonase, phenylephrine, pseudoephedrine, fluticasone propionate)', 'Nasal decongestants\xa0(Sudafed, Sudafed PE, Afrin, Flonase, phenylephrine, pseudoephedrine, fluticasone propionate)']"
0.0,medication__otc__unknown,string,Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__I don’t know / I can’t remember,"[nan, 'I don’t know / I can’t remember']"
0.0,medication__otc__other,string,Which of the following over-the-counter (non-prescription) medications did you personally decide to take to treat or manage your current symptoms in the past 24 hours? Select all that apply.__Other (please specify),[]
0.0,household_members__n,string,How many people (other than yourself) live in your household?__Response,[]
0.0,household_members__had_flu,string,Have any members of your household (other than yourself) experienced flu-like symptoms this flu season?__Response,"['No', 'Yes', 'I live alone', nan]"
0.0,household_members__0_to_4_had_flu,float,"How many members of your household, by age group listed below, have experienced flu-like symptoms during this flu season (September 2019 to today)? If no household member in your household experienced symptoms within an age group please enter 0.__Number of household members 0-4 years old experiencing flu-like symptoms",[]
0.0,household_members__5_to_17_had_flu,float,"How many members of your household, by age group listed below, have experienced flu-like symptoms during this flu season (September 2019 to today)? If no household member in your household experienced symptoms within an age group please enter 0.__Number of household members 5-17 years old experiencing flu-like symptoms",[]
